ANO,CODMUNRES,SUICIDES
2016,230210,7
2016,230220,6
2016,230230,1
2016,230240,12
2016,230250,4
2016,230260,4
2016,230270,3
2016,230280,4
2016,230290,1
2016,230310,1
2016,230320,2
2016,230330,2
2016,230340,1
2016,230350,4
2016,230360,1
2016,230370,17
2016,230380,3
2016,230390,2
2016,230395,1
2016,230410,7
2016,230420,7
2016,230423,3
2016,230425,2
2016,230427,2
2016,230428,2
2016,230430,2
2016,230435,4
2016,230440,147
2016,230445,1
2016,230460,2
2016,230465,1
2016,230470,6
2016,230500,3
2016,230520,2
2016,230523,2
2016,230526,3
2016,230530,2
2016,230533,1
2016,230540,9
2016,230550,11
2016,230580,4
2016,230590,3
2016,230600,3
2016,230625,2
2016,230630,4
2016,230640,5
2016,230655,2
2016,230660,3
2016,230670,1
2016,230690,2
2016,230700,4
2016,230710,2
2016,230730,12
2016,230740,2
2016,230750,6
2016,230760,1
2016,230763,4
2016,230765,12
2016,230770,5
2016,230780,3
2016,230800,2
2016,230810,4
2016,230830,1
2016,230835,1
2016,230837,3
2016,230840,4
2016,230870,3
2016,230890,1
2016,230920,3
2016,230930,5
2016,230945,1
2016,230950,3
2016,230960,4
2016,230970,3
2016,230980,5
2016,231000,1
2016,231020,3
2016,231025,3
2016,231030,3
2016,231040,1
2016,231050,6
2016,231070,3
2016,231080,1
2016,231085,2
2016,231090,2
2016,231095,1
2016,231100,1
2016,231120,1
2016,231126,1
2016,231130,6
2016,231140,6
2016,231160,3
2016,231180,5
2016,231200,7
2016,231210,2
2016,231220,1
2016,231230,5
2016,231240,5
2016,231250,1
2016,231270,4
2016,231280,1
2016,231290,12
2016,231310,5
2016,231320,2
2016,231325,1
2016,231330,5
2016,231335,2
2016,231340,5
2016,231350,2
2016,231355,1
2016,231360,3
2016,231380,1
2016,231390,2
2016,231395,3
2016,231400,7
2016,231410,11
2016,240010,1
2016,240020,5
2016,240030,1
2016,240100,4
2016,240110,5
2016,240120,1
2016,240145,3
2016,240165,1
2016,240170,3
2016,240180,1
2016,240185,1
2016,240200,23
2016,240210,1
2016,240230,2
2016,240260,2
2016,240300,2
2016,240310,4
2016,240320,1
2016,240325,8
2016,240330,1
2016,240370,1
2016,240410,1
2016,240420,2
2016,240450,1
2016,240470,1
2016,240485,1
2016,240490,1
2016,240560,1
2016,240570,2
2016,240600,1
2016,240610,2
2016,240640,1
2016,240660,1
2016,240670,1
2016,240680,1
2016,240700,2
2016,240710,3
2016,240725,1
2016,240730,1
2016,240740,1
2016,240790,1
2016,240800,10
2016,240810,31
2016,240820,1
2016,240830,1
2016,240860,1
2016,240890,1
2016,240930,2
2016,240940,5
2016,240980,1
2016,241000,1
2016,241020,1
2016,241050,1
2016,241105,1
2016,241120,2
2016,241140,1
2016,241150,1
2016,241180,1
2016,241200,5
2016,241210,1
2016,241220,2
2016,241230,2
2016,241250,1
2016,241270,2
2016,241360,2
2016,241410,1
2016,241420,4
2016,241440,1
2016,241460,1
2016,250010,1
2016,250020,3
2016,250030,2
2016,250040,2
2016,250050,1
2016,250077,1
2016,250100,2
2016,250110,1
2016,250115,1
2016,250120,2
2016,250150,2
2016,250157,1
2016,250180,3
2016,250190,1
2016,250230,1
2016,250270,1
2016,250280,2
2016,250300,1
2016,250320,4
2016,250330,2
2016,250340,1
2016,250355,1
2016,250370,3
2016,250400,11
2016,250420,1
2016,250430,3
2016,250435,1
2016,250440,5
2016,250460,1
2016,250470,1
2016,250480,1
2016,250500,1
2016,250510,1
2016,250520,1
2016,250590,1
2016,250600,1
2016,250620,1
2016,250630,2
2016,250640,1
2016,250660,1
2016,250680,1
2016,250690,2
2016,250700,2
2016,250710,1
2016,250750,21
2016,250770,1
2016,250800,1
2016,250830,2
2016,250840,1
2016,250850,1
2016,250855,1
2016,250860,1
2016,250870,2
2016,250890,1
2016,250900,1
2016,250910,1
2016,250960,1
2016,250970,5
2016,251020,1
2016,251080,5
2016,251090,1
2016,251120,1
2016,251130,4
2016,251140,2
2016,251160,2
2016,251210,1
2016,251230,2
2016,251250,4
2016,251272,1
2016,251274,1
2016,251290,1
2016,251320,1
2016,251340,1
2016,251360,1
2016,251370,5
2016,251390,1
2016,251392,1
2016,251440,1
2016,251450,2
2016,251470,1
2016,251520,1
2016,251530,2
2016,251590,2
2016,251600,6
2016,251610,1
2016,251620,7
2016,251670,2
2016,251710,1
2016,260000,3
2016,260005,6
2016,260020,3
2016,260030,2
2016,260050,6
2016,260070,2
2016,260100,1
2016,260110,8
2016,260120,3
2016,260130,1
2016,260140,1
2016,260150,1
2016,260160,1
2016,260170,3
2016,260180,2
2016,260190,5
2016,260200,1
2016,260210,5
2016,260220,2
2016,260240,2
2016,260260,3
2016,260270,3
2016,260280,4
2016,260290,5
2016,260300,4
2016,260310,3
2016,260320,1
2016,260345,5
2016,260350,1
2016,260370,1
2016,260380,2
2016,260390,1
2016,260392,2
2016,260400,6
2016,260410,11
2016,260415,1
2016,260420,1
2016,260470,1
2016,260480,1
2016,260490,1
2016,260500,4
2016,260510,6
2016,260520,2
2016,260530,1
2016,260545,1
2016,260570,2
2016,260600,12
2016,260620,2
2016,260630,2
2016,260640,3
2016,260650,1
2016,260680,3
2016,260720,2
2016,260750,1
2016,260765,2
2016,260770,1
2016,260780,1
2016,260790,22
2016,260805,1
2016,260810,5
2016,260825,1
2016,260830,1
2016,260840,1
2016,260850,1
2016,260875,2
2016,260880,1
2016,260890,4
2016,260900,1
2016,260915,1
2016,260940,2
2016,260950,1
2016,260960,13
2016,260980,1
2016,260990,3
2016,261000,2
2016,261010,2
2016,261050,4
2016,261060,1
2016,261070,11
2016,261090,3
2016,261100,2
2016,261110,13
2016,261130,1
2016,261140,1
2016,261160,60
2016,261180,2
2016,261220,4
2016,261230,1
2016,261245,1
2016,261247,2
2016,261250,2
2016,261260,1
2016,261300,2
2016,261310,3
2016,261320,1
2016,261350,5
2016,261360,4
2016,261370,5
2016,261380,1
2016,261390,4
2016,261400,2
2016,261410,2
2016,261440,1
2016,261450,1
2016,261460,4
2016,261470,1
2016,261480,2
2016,261500,2
2016,261530,4
2016,261550,1
2016,261580,1
2016,261590,1
2016,261600,1
2016,261610,1
2016,261620,1
2016,261630,3
2016,261640,8
2016,270010,1
2016,270020,1
2016,270030,12
2016,270060,2
2016,270070,2
2016,270130,2
2016,270140,2
2016,270170,1
2016,270180,1
2016,270200,1
2016,270210,1
2016,270240,1
2016,270250,2
2016,270260,3
2016,270290,4
2016,270310,1
2016,270320,1
2016,270330,1
2016,270410,2
2016,270420,1
2016,270430,30
2016,270470,1
2016,270490,1
2016,270550,2
2016,270560,2
2016,270570,2
2016,270580,1
2016,270630,2
2016,270650,1
2016,270670,1
2016,270680,1
2016,270690,1
2016,270710,2
2016,270760,4
2016,270770,2
2016,270800,2
2016,270830,1
2016,270840,1
2016,270850,2
2016,270860,2
2016,270880,1
2016,270900,2
2016,270915,1
2016,270920,1
2016,270930,4
2016,280020,1
2016,280030,29
2016,280040,2
2016,280050,2
2016,280060,1
2016,280070,1
2016,280120,1
2016,280130,2
2016,280140,3
2016,280150,3
2016,280170,1
2016,280200,1
2016,280210,2
2016,280220,1
2016,280230,2
2016,280250,1
2016,280260,1
2016,280270,1
2016,280290,7
2016,280300,1
2016,280320,3
2016,280350,9
2016,280360,1
2016,280370,1
2016,280400,1
2016,280410,1
2016,280450,2
2016,280460,1
2016,280480,6
2016,280490,1
2016,280530,2
2016,280560,2
2016,280610,1
2016,280620,1
2016,280660,2
2016,280670,2
2016,280680,3
2016,280690,2
2016,280710,4
2016,280740,4
2016,280750,2
2016,280760,1
2016,290000,4
2016,290020,3
2016,290035,1
2016,290070,5
2016,290080,1
2016,290100,2
2016,290115,1
2016,290130,1
2016,290135,4
2016,290140,1
2016,290150,1
2016,290160,1
2016,290170,1
2016,290195,1
2016,290205,1
2016,290210,1
2016,290240,1
2016,290265,2
2016,290270,3
2016,290280,2
2016,290290,1
2016,290300,1
2016,290320,1
2016,290323,1
2016,290327,1
2016,290350,1
2016,290360,1
2016,290390,4
2016,290395,1
2016,290405,1
2016,290440,1
2016,290450,1
2016,290460,2
2016,290475,1
2016,290480,1
2016,290490,1
2016,290500,2
2016,290510,2
2016,290520,7
2016,290530,2
2016,290540,2
2016,290550,1
2016,290570,7
2016,290590,1
2016,290600,2
2016,290620,2
2016,290630,2
2016,290650,5
2016,290660,1
2016,290680,2
2016,290710,1
2016,290720,3
2016,290730,1
2016,290750,1
2016,290760,3
2016,290780,2
2016,290830,1
2016,290850,2
2016,290860,1
2016,290870,1
2016,290890,2
2016,290900,1
2016,290910,2
2016,290930,1
2016,290940,1
2016,290980,2
2016,290990,2
2016,291005,1
2016,291010,1
2016,291050,1
2016,291060,3
2016,291070,5
2016,291072,1
2016,291080,13
2016,291165,1
2016,291170,5
2016,291180,1
2016,291185,1
2016,291190,1
2016,291200,1
2016,291210,2
2016,291240,1
2016,291290,1
2016,291300,2
2016,291330,1
2016,291345,1
2016,291350,1
2016,291360,4
2016,291370,5
2016,291410,1
2016,291450,2
2016,291460,4
2016,291465,2
2016,291470,1
2016,291480,5
2016,291500,1
2016,291535,3
2016,291550,2
2016,291560,1
2016,291580,1
2016,291640,4
2016,291650,2
2016,291680,1
2016,291700,1
2016,291730,1
2016,291750,4
2016,291760,3
2016,291770,2
2016,291780,2
2016,291800,4
2016,291810,1
2016,291820,1
2016,291840,19
2016,291905,1
2016,291915,3
2016,291920,6
2016,291950,2
2016,291955,2
2016,291970,2
2016,291980,2
2016,292040,2
2016,292045,1
2016,292050,3
2016,292060,4
2016,292090,1
2016,292100,1
2016,292120,4
2016,292140,3
2016,292150,3
2016,292170,1
2016,292190,1
2016,292210,1
2016,292230,1
2016,292250,1
2016,292260,1
2016,292290,1
2016,292300,2
2016,292303,1
2016,292310,1
2016,292330,1
2016,292340,1
2016,292400,4
2016,292430,1
2016,292440,2
2016,292450,1
2016,292480,1
2016,292510,5
2016,292520,1
2016,292530,7
2016,292575,2
2016,292580,2
2016,292590,2
2016,292600,3
2016,292620,1
2016,292630,1
2016,292640,4
2016,292650,4
2016,292660,3
2016,292690,2
2016,292700,3
2016,292720,1
2016,292740,101
2016,292790,1
2016,292800,2
2016,292820,1
2016,292840,1
2016,292850,1
2016,292860,1
2016,292870,4
2016,292880,1
2016,292900,1
2016,292910,2
2016,292935,1
2016,292937,1
2016,292950,1
2016,292970,3
2016,292975,2
2016,292990,4
2016,293010,4
2016,293015,1
2016,293020,1
2016,293070,2
2016,293075,1
2016,293080,3
2016,293100,1
2016,293130,3
2016,293135,2
2016,293180,1
2016,293200,2
2016,293240,2
2016,293260,3
2016,293280,1
2016,293290,1
2016,293300,1
2016,293305,1
2016,293317,1
2016,293320,1
2016,293330,20
2016,293340,1
2016,293345,3
2016,293360,2
2016,310000,1
2016,310010,2
2016,310020,7
2016,310030,1
2016,310080,1
2016,310120,2
2016,310130,1
2016,310160,5
2016,310163,1
2016,310200,4
2016,310210,2
2016,310260,4
2016,310300,1
2016,310330,1
2016,310340,1
2016,310350,9
2016,310370,1
2016,310400,7
2016,310420,8
2016,310430,1
2016,310450,2
2016,310460,1
2016,310480,1
2016,310490,1
2016,310510,8
2016,310540,1
2016,310550,1
2016,310560,11
2016,310590,1
2016,310620,139
2016,310650,2
2016,310670,12
2016,310710,2
2016,310720,2
2016,310730,7
2016,310740,4
2016,310760,1
2016,310770,1
2016,310780,1
2016,310820,2
2016,310830,1
2016,310850,1
2016,310855,2
2016,310860,1
2016,310880,1
2016,310930,2
2016,310940,2
2016,310950,2
2016,310970,1
2016,311000,5
2016,311050,2
2016,311070,1
2016,311080,1
2016,311090,3
2016,311115,1
2016,311120,7
2016,311130,2
2016,311160,2
2016,311180,1
2016,311200,1
2016,311205,2
2016,311220,2
2016,311230,1
2016,311240,1
2016,311270,2
2016,311290,1
2016,311320,1
2016,311340,3
2016,311370,2
2016,311410,1
2016,311420,4
2016,311430,7
2016,311440,2
2016,311450,3
2016,311455,1
2016,311460,1
2016,311470,1
2016,311480,1
2016,311510,2
2016,311530,10
2016,311545,2
2016,311550,3
2016,311580,2
2016,311610,1
2016,311630,2
2016,311660,4
2016,311670,1
2016,311690,1
2016,311700,1
2016,311720,1
2016,311730,2
2016,311760,2
2016,311790,1
2016,311800,3
2016,311830,12
2016,311860,31
2016,311870,4
2016,311880,3
2016,311890,2
2016,311900,2
2016,311910,2
2016,311930,3
2016,311940,8
2016,311980,1
2016,312000,1
2016,312020,2
2016,312050,1
2016,312070,3
2016,312080,1
2016,312083,1
2016,312090,6
2016,312110,2
2016,312150,1
2016,312180,1
2016,312190,2
2016,312200,1
2016,312230,38
2016,312235,1
2016,312300,1
2016,312320,1
2016,312360,4
2016,312390,2
2016,312400,1
2016,312410,2
2016,312430,1
2016,312450,2
2016,312490,2
2016,312500,1
2016,312510,1
2016,312520,1
2016,312530,1
2016,312570,2
2016,312600,1
2016,312610,8
2016,312630,2
2016,312660,1
2016,312670,1
2016,312710,10
2016,312738,1
2016,312740,1
2016,312750,1
2016,312770,7
2016,312780,1
2016,312820,1
2016,312825,1
2016,312870,5
2016,312880,2
2016,312890,2
2016,312900,2
2016,312950,3
2016,312970,1
2016,312980,8
2016,313010,1
2016,313020,1
2016,313030,1
2016,313040,1
2016,313050,2
2016,313060,1
2016,313065,1
2016,313090,1
2016,313110,1
2016,313120,2
2016,313130,9
2016,313140,1
2016,313160,1
2016,313170,12
2016,313190,2
2016,313210,1
2016,313220,3
2016,313240,6
2016,313250,1
2016,313280,1
2016,313290,4
2016,313300,1
2016,313310,2
2016,313330,1
2016,313340,2
2016,313350,6
2016,313375,2
2016,313380,17
2016,313420,11
2016,313430,2
2016,313440,4
2016,313460,1
2016,313480,1
2016,313490,1
2016,313505,3
2016,313507,1
2016,313510,8
2016,313520,2
2016,313535,1
2016,313540,2
2016,313550,1
2016,313600,1
2016,313620,1
2016,313630,1
2016,313640,1
2016,313665,1
2016,313670,19
2016,313690,3
2016,313700,2
2016,313720,5
2016,313740,1
2016,313750,2
2016,313753,4
2016,313760,1
2016,313800,1
2016,313820,9
2016,313840,1
2016,313850,2
2016,313860,3
2016,313862,1
2016,313865,1
2016,313870,1
2016,313880,1
2016,313900,1
2016,313910,1
2016,313925,2
2016,313930,4
2016,313940,6
2016,313960,1
2016,313990,2
2016,314000,2
2016,314015,1
2016,314050,1
2016,314060,1
2016,314080,1
2016,314085,1
2016,314090,1
2016,314100,1
2016,314110,4
2016,314120,1
2016,314130,1
2016,314140,3
2016,314160,1
2016,314180,2
2016,314220,1
2016,314230,1
2016,314260,2
2016,314270,1
2016,314280,1
2016,314290,2
2016,314300,2
2016,314310,2
2016,314320,4
2016,314330,19
2016,314340,1
2016,314350,3
2016,314390,9
2016,314400,1
2016,314410,1
2016,314430,3
2016,314437,1
2016,314450,2
2016,314460,3
2016,314470,1
2016,314480,7
2016,314520,5
2016,314530,3
2016,314537,1
2016,314540,1
2016,314560,3
2016,314590,1
2016,314600,1
2016,314610,2
2016,314625,1
2016,314630,1
2016,314640,1
2016,314650,1
2016,314655,1
2016,314690,4
2016,314710,3
2016,314720,2
2016,314730,2
2016,314740,5
2016,314750,1
2016,314760,1
2016,314770,2
2016,314790,7
2016,314800,24
2016,314810,6
2016,314860,1
2016,314870,1
2016,314890,1
2016,314910,2
2016,314915,2
2016,314930,1
2016,314980,1
2016,315010,1
2016,315030,1
2016,315080,1
2016,315090,1
2016,315100,1
2016,315120,4
2016,315150,2
2016,315170,3
2016,315180,17
2016,315200,5
2016,315210,4
2016,315217,1
2016,315220,3
2016,315250,8
2016,315280,2
2016,315340,7
2016,315400,5
2016,315410,2
2016,315420,1
2016,315430,1
2016,315445,2
2016,315450,1
2016,315460,10
2016,315470,1
2016,315490,2
2016,315540,1
2016,315550,2
2016,315560,2
2016,315570,1
2016,315580,1
2016,315590,1
2016,315600,1
2016,315610,2
2016,315645,1
2016,315650,2
2016,315670,2
2016,315680,2
2016,315720,1
2016,315725,1
2016,315727,1
2016,315730,1
2016,315733,1
2016,315737,1
2016,315765,1
2016,315770,1
2016,315780,3
2016,315800,3
2016,315820,1
2016,315830,1
2016,315880,1
2016,315930,1
2016,315940,1
2016,315960,2
2016,315980,1
2016,315990,1
2016,316040,5
2016,316100,1
2016,316110,2
2016,316120,1
2016,316130,2
2016,316140,1
2016,316150,2
2016,316190,2
2016,316210,6
2016,316225,1
2016,316240,1
2016,316250,7
2016,316255,3
2016,316257,1
2016,316265,2
2016,316280,2
2016,316294,1
2016,316300,1
2016,316320,1
2016,316370,2
2016,316410,2
2016,316430,1
2016,316440,1
2016,316443,1
2016,316450,1
2016,316460,1
2016,316470,6
2016,316500,1
2016,316510,1
2016,316520,1
2016,316553,2
2016,316570,2
2016,316590,1
2016,316620,2
2016,316710,1
2016,316720,17
2016,316750,1
2016,316770,1
2016,316810,2
2016,316840,1
2016,316860,7
2016,316870,3
2016,316890,2
2016,316900,1
2016,316905,1
2016,316930,7
2016,316935,4
2016,316940,4
2016,316960,3
2016,316970,3
2016,316990,3
2016,317005,1
2016,317010,8
2016,317020,37
2016,317040,5
2016,317050,1
2016,317052,1
2016,317070,12
2016,317075,1
2016,317103,2
2016,317120,4
2016,317130,9
2016,317150,1
2016,317160,1
2016,317180,1
2016,317200,2
2016,317220,1
2016,320010,6
2016,320016,1
2016,320030,1
2016,320035,1
2016,320040,2
2016,320060,5
2016,320100,1
2016,320115,2
2016,320120,14
2016,320130,19
2016,320140,2
2016,320150,6
2016,320160,1
2016,320190,4
2016,320210,3
2016,320230,1
2016,320240,1
2016,320245,2
2016,320260,1
2016,320265,1
2016,320280,1
2016,320300,2
2016,320305,2
2016,320310,1
2016,320313,1
2016,320320,2
2016,320334,2
2016,320370,2
2016,320390,5
2016,320410,1
2016,320420,1
2016,320440,1
2016,320450,2
2016,320455,5
2016,320465,1
2016,320480,1
2016,320490,2
2016,320500,21
2016,320501,3
2016,320503,5
2016,320510,2
2016,320517,1
2016,320520,18
2016,320530,19
2016,330000,6
2016,330010,8
2016,330015,1
2016,330020,4
2016,330025,3
2016,330030,2
2016,330040,4
2016,330045,10
2016,330050,3
2016,330060,1
2016,330070,9
2016,330080,7
2016,330090,1
2016,330093,3
2016,330095,1
2016,330100,24
2016,330120,1
2016,330130,2
2016,330150,1
2016,330160,1
2016,330170,20
2016,330185,2
2016,330187,1
2016,330190,10
2016,330200,4
2016,330210,2
2016,330220,5
2016,330227,1
2016,330240,5
2016,330250,9
2016,330260,1
2016,330270,2
2016,330280,2
2016,330285,2
2016,330290,3
2016,330300,2
2016,330310,1
2016,330330,26
2016,330340,13
2016,330350,16
2016,330360,1
2016,330370,5
2016,330390,16
2016,330395,1
2016,330414,6
2016,330415,1
2016,330420,7
2016,330430,3
2016,330440,1
2016,330450,1
2016,330452,9
2016,330455,236
2016,330470,4
2016,330480,4
2016,330490,15
2016,330500,4
2016,330510,10
2016,330520,5
2016,330540,1
2016,330550,4
2016,330555,1
2016,330570,1
2016,330575,1
2016,330580,6
2016,330600,2
2016,330610,2
2016,330620,1
2016,330630,6
2016,350000,9
2016,350010,3
2016,350020,1
2016,350030,1
2016,350040,2
2016,350050,1
2016,350060,1
2016,350070,2
2016,350115,1
2016,350120,3
2016,350130,1
2016,350160,16
2016,350170,4
2016,350190,8
2016,350210,6
2016,350220,2
2016,350230,2
2016,350250,1
2016,350260,1
2016,350280,8
2016,350290,2
2016,350320,17
2016,350330,6
2016,350340,1
2016,350350,1
2016,350360,1
2016,350380,2
2016,350390,3
2016,350400,9
2016,350410,15
2016,350430,1
2016,350450,8
2016,350460,2
2016,350470,1
2016,350490,2
2016,350520,3
2016,350530,4
2016,350535,1
2016,350540,2
2016,350550,17
2016,350560,7
2016,350570,21
2016,350580,1
2016,350590,3
2016,350600,22
2016,350610,4
2016,350630,1
2016,350635,6
2016,350650,2
2016,350680,2
2016,350700,2
2016,350710,1
2016,350750,17
2016,350760,15
2016,350770,2
2016,350780,2
2016,350790,3
2016,350800,2
2016,350810,1
2016,350840,4
2016,350850,2
2016,350870,1
2016,350880,1
2016,350900,1
2016,350920,5
2016,350925,2
2016,350940,2
2016,350950,58
2016,350960,4
2016,350970,3
2016,350980,2
2016,351000,1
2016,351020,4
2016,351030,2
2016,351040,2
2016,351050,5
2016,351060,13
2016,351080,2
2016,351090,1
2016,351110,16
2016,351140,2
2016,351150,3
2016,351160,1
2016,351170,2
2016,351200,1
2016,351230,2
2016,351240,1
2016,351280,3
2016,351300,13
2016,351310,2
2016,351340,2
2016,351350,5
2016,351370,3
2016,351380,15
2016,351410,5
2016,351430,1
2016,351440,2
2016,351450,2
2016,351490,1
2016,351500,4
2016,351510,1
2016,351518,3
2016,351519,1
2016,351520,1
2016,351535,1
2016,351540,1
2016,351550,3
2016,351560,1
2016,351570,7
2016,351580,1
2016,351620,17
2016,351630,11
2016,351640,12
2016,351650,1
2016,351670,9
2016,351690,1
2016,351710,2
2016,351740,3
2016,351760,2
2016,351790,1
2016,351800,1
2016,351810,1
2016,351830,1
2016,351840,6
2016,351850,3
2016,351860,2
2016,351870,8
2016,351880,60
2016,351885,1
2016,351900,1
2016,351907,10
2016,351910,3
2016,351920,1
2016,351925,3
2016,351960,5
2016,351970,9
2016,351980,1
2016,352000,2
2016,352010,5
2016,352020,1
2016,352030,3
2016,352040,2
2016,352050,11
2016,352100,1
2016,352110,1
2016,352130,3
2016,352150,1
2016,352160,1
2016,352180,2
2016,352190,1
2016,352200,1
2016,352210,6
2016,352220,2
2016,352230,10
2016,352240,6
2016,352250,8
2016,352260,7
2016,352270,2
2016,352280,2
2016,352290,2
2016,352310,9
2016,352320,2
2016,352330,2
2016,352340,7
2016,352350,1
2016,352360,2
2016,352380,1
2016,352390,5
2016,352400,1
2016,352410,3
2016,352420,1
2016,352430,6
2016,352440,7
2016,352460,5
2016,352480,6
2016,352490,1
2016,352500,5
2016,352510,4
2016,352520,3
2016,352530,6
2016,352540,1
2016,352550,2
2016,352570,3
2016,352590,25
2016,352610,3
2016,352640,3
2016,352650,1
2016,352670,8
2016,352690,15
2016,352700,2
2016,352710,6
2016,352720,10
2016,352730,1
2016,352740,1
2016,352790,1
2016,352800,2
2016,352840,3
2016,352850,4
2016,352880,2
2016,352900,9
2016,352920,1
2016,352930,4
2016,352940,17
2016,352960,1
2016,352970,2
2016,352980,4
2016,353010,1
2016,353030,1
2016,353050,5
2016,353060,26
2016,353070,8
2016,353080,2
2016,353090,1
2016,353110,1
2016,353120,1
2016,353130,2
2016,353140,2
2016,353150,2
2016,353160,1
2016,353180,2
2016,353190,1
2016,353200,1
2016,353210,2
2016,353220,2
2016,353240,3
2016,353250,1
2016,353260,3
2016,353282,1
2016,353286,1
2016,353300,1
2016,353340,2
2016,353350,1
2016,353360,1
2016,353370,1
2016,353390,5
2016,353430,1
2016,353440,31
2016,353460,3
2016,353470,10
2016,353475,1
2016,353480,1
2016,353490,1
2016,353500,1
2016,353510,1
2016,353520,1
2016,353530,5
2016,353540,3
2016,353550,5
2016,353560,1
2016,353580,1
2016,353620,2
2016,353630,1
2016,353640,1
2016,353650,4
2016,353670,1
2016,353680,1
2016,353700,3
2016,353710,5
2016,353730,9
2016,353750,2
2016,353760,5
2016,353780,5
2016,353790,3
2016,353800,4
2016,353810,2
2016,353820,2
2016,353830,1
2016,353850,3
2016,353870,27
2016,353880,1
2016,353890,3
2016,353900,2
2016,353910,2
2016,353920,3
2016,353930,3
2016,353950,1
2016,353980,6
2016,353990,1
2016,354000,1
2016,354010,1
2016,354020,2
2016,354025,1
2016,354050,1
2016,354060,3
2016,354070,2
2016,354075,1
2016,354080,1
2016,354100,11
2016,354105,1
2016,354120,1
2016,354130,2
2016,354140,12
2016,354150,1
2016,354160,1
2016,354240,3
2016,354260,2
2016,354290,2
2016,354320,2
2016,354330,5
2016,354340,49
2016,354350,1
2016,354370,1
2016,354380,2
2016,354390,20
2016,354400,2
2016,354410,2
2016,354420,1
2016,354425,2
2016,354470,2
2016,354515,2
2016,354520,5
2016,354530,2
2016,354540,1
2016,354560,1
2016,354580,11
2016,354620,2
2016,354640,5
2016,354660,3
2016,354680,2
2016,354720,1
2016,354730,7
2016,354750,2
2016,354760,1
2016,354770,1
2016,354780,25
2016,354790,2
2016,354800,1
2016,354850,35
2016,354860,2
2016,354870,29
2016,354880,5
2016,354890,16
2016,354910,15
2016,354940,2
2016,354960,1
2016,354970,5
2016,354980,24
2016,354990,17
2016,355000,1
2016,355010,6
2016,355020,4
2016,355030,381
2016,355040,2
2016,355050,1
2016,355060,6
2016,355070,8
2016,355080,3
2016,355100,15
2016,355110,1
2016,355140,1
2016,355150,3
2016,355160,2
2016,355170,5
2016,355180,2
2016,355190,2
2016,355210,3
2016,355220,42
2016,355240,12
2016,355250,9
2016,355260,1
2016,355270,1
2016,355280,10
2016,355300,1
2016,355320,1
2016,355330,2
2016,355350,1
2016,355360,1
2016,355365,1
2016,355370,6
2016,355380,4
2016,355395,1
2016,355400,13
2016,355410,9
2016,355450,1
2016,355480,2
2016,355490,2
2016,355495,1
2016,355500,3
2016,355510,1
2016,355520,1
2016,355540,12
2016,355580,1
2016,355600,1
2016,355610,1
2016,355620,4
2016,355635,1
2016,355640,5
2016,355645,1
2016,355650,2
2016,355660,1
2016,355700,7
2016,355710,7
2016,355720,1
2016,355730,1
2016,410000,2
2016,410040,8
2016,410045,1
2016,410060,2
2016,410070,1
2016,410110,1
2016,410120,3
2016,410140,9
2016,410150,8
2016,410160,4
2016,410170,1
2016,410180,10
2016,410190,1
2016,410200,1
2016,410230,4
2016,410250,2
2016,410280,2
2016,410290,2
2016,410300,2
2016,410305,2
2016,410310,1
2016,410330,2
2016,410337,1
2016,410347,1
2016,410350,2
2016,410370,4
2016,410380,2
2016,410390,2
2016,410400,4
2016,410420,4
2016,410430,9
2016,410440,1
2016,410442,1
2016,410445,1
2016,410450,2
2016,410460,2
2016,410465,1
2016,410470,3
2016,410480,19
2016,410490,5
2016,410500,1
2016,410510,1
2016,410520,1
2016,410540,3
2016,410550,4
2016,410560,1
2016,410570,2
2016,410580,12
2016,410620,2
2016,410640,2
2016,410645,1
2016,410650,2
2016,410655,1
2016,410660,2
2016,410680,3
2016,410690,90
2016,410700,4
2016,410710,2
2016,410720,4
2016,410740,1
2016,410750,2
2016,410753,3
2016,410754,1
2016,410760,3
2016,410765,8
2016,410770,1
2016,410775,3
2016,410780,2
2016,410785,1
2016,410830,15
2016,410832,1
2016,410840,14
2016,410845,1
2016,410860,4
2016,410865,3
2016,410880,2
2016,410890,1
2016,410900,2
2016,410940,17
2016,410960,4
2016,410970,2
2016,410980,2
2016,410990,1
2016,411010,3
2016,411020,1
2016,411030,1
2016,411060,1
2016,411070,2
2016,411120,2
2016,411125,1
2016,411150,4
2016,411155,1
2016,411190,1
2016,411200,1
2016,411210,2
2016,411230,1
2016,411250,1
2016,411275,2
2016,411280,3
2016,411295,1
2016,411325,1
2016,411330,2
2016,411350,1
2016,411370,40
2016,411373,2
2016,411390,2
2016,411400,2
2016,411410,1
2016,411430,2
2016,411460,5
2016,411480,5
2016,411490,1
2016,411500,2
2016,411510,2
2016,411520,17
2016,411535,1
2016,411540,2
2016,411545,1
2016,411550,1
2016,411570,4
2016,411575,1
2016,411580,9
2016,411590,2
2016,411610,2
2016,411620,1
2016,411630,1
2016,411680,1
2016,411690,2
2016,411720,1
2016,411722,1
2016,411745,1
2016,411760,7
2016,411770,3
2016,411780,2
2016,411790,3
2016,411800,1
2016,411820,4
2016,411840,7
2016,411845,2
2016,411850,9
2016,411860,1
2016,411880,2
2016,411890,1
2016,411900,2
2016,411910,3
2016,411915,8
2016,411920,1
2016,411925,2
2016,411930,5
2016,411940,2
2016,411950,4
2016,411960,4
2016,411965,1
