CODMUNRES,SUICIDES
310900,1
310910,1
310920,2
310930,2
310940,2
310950,1
310970,2
311000,3
311030,5
311050,4
311060,2
311090,3
311100,3
311110,1
311120,2
311130,1
311140,2
311150,2
311160,2
311180,1
311190,2
311220,1
311230,2
311250,1
311280,3
311300,2
311320,2
311330,1
311340,5
311370,1
311390,1
311400,1
311420,4
311430,4
311440,5
311450,3
311460,1
311480,2
311510,1
311530,1
311547,1
311550,6
311570,1
311580,1
311590,2
311610,1
311630,3
311660,4
311670,1
311700,1
311710,1
311720,1
311730,4
311750,4
311760,1
311770,2
311790,2
311800,3
311830,9
311840,2
311850,1
311860,33
311870,1
311880,3
311890,1
311910,1
311930,2
311940,5
311960,1
311990,1
311995,1
312020,1
312050,1
312080,2
312090,6
312110,1
312125,1
312130,1
312140,2
312160,2
312190,1
312200,1
312220,1
312230,31
312235,1
312270,1
312300,3
312330,1
312352,1
312360,6
312390,2
312400,2
312410,5
312420,1
312430,2
312450,2
312510,4
312560,2
312570,1
312590,2
312595,1
312610,7
312640,1
312670,3
312680,1
312695,1
312710,8
312735,1
312740,2
312760,3
312770,19
312780,1
312800,4
312810,1
312820,1
312830,1
312840,2
312860,2
312870,3
312880,2
312890,1
312930,1
312940,1
312950,3
312980,7
312990,1
313010,2
313020,2
313030,1
313050,3
313070,1
313110,1
313130,10
313150,1
313170,5
313190,3
313210,1
313220,2
313240,6
313250,2
313270,2
313300,1
313310,1
313320,1
313330,1
313340,1
313350,11
313370,1
313380,8
313420,7
313430,1
313440,5
313450,3
313480,1
313490,1
313500,1
313510,13
313520,7
313530,1
313535,1
313540,2
313550,4
313560,1
313570,2
313580,1
313590,2
313600,1
313610,1
313620,5
313630,6
313657,1
313665,1
313670,37
313690,1
313695,1
313710,1
313720,2
313740,1
313750,2
313753,2
313760,2
313770,1
313780,3
313820,13
313840,5
313860,4
313862,1
313867,2
313868,2
313870,1
313880,5
313900,1
313910,2
313920,2
313925,2
313930,2
313940,9
313950,1
313980,1
313990,3
314000,1
314050,3
314053,1
314080,1
314100,1
314110,1
314120,2
314140,2
314160,2
314180,2
314200,1
314210,1
314220,1
314225,1
314230,3
314240,1
314290,1
314300,2
314315,1
314320,1
314330,26
314340,2
314380,1
314390,15
314400,5
314410,3
314430,1
314450,1
314460,2
314480,11
314500,1
314505,2
314510,4
314520,5
314530,6
314537,1
314560,4
314570,1
314587,1
314590,4
314600,1
314610,6
314625,1
314630,1
314640,2
314650,2
314690,1
314700,13
314710,5
314720,2
314740,1
314760,1
314770,2
314790,8
314800,13
314810,10
314830,1
314840,1
314870,1
314910,3
314930,5
314940,1
314980,1
314990,3
315050,2
315053,2
315070,1
315080,1
315130,2
315140,3
315150,9
315170,1
315180,11
315200,1
315210,2
315240,2
315250,13
315280,8
315290,2
315300,1
315310,1
315340,5
315380,1
315400,2
315410,1
315415,1
315420,2
315430,3
315450,1
315460,15
315490,1
315530,1
315560,3
315570,2
315580,2
315590,1
315600,1
315660,1
315670,3
315680,1
315690,1
315700,3
315710,1
315720,1
315730,1
315733,1
315770,3
315780,5
315800,1
315830,2
315840,3
315860,2
315890,1
315895,2
315930,1
315935,2
315960,1
316040,2
316045,1
316070,5
316095,1
316100,3
316110,1
316120,1
316140,2
316150,1
316160,1
316180,2
316190,1
316200,2
316210,4
316240,3
316245,1
316250,8
316257,3
316280,1
316290,1
316292,4
316294,1
316300,1
316340,1
316350,3
316370,3
316380,2
316400,1
316430,1
316443,2
316450,1
316470,9
316500,3
316520,1
316550,1
316555,3
316557,1
316600,2
316670,1
316680,1
316700,1
316720,23
316740,1
316750,1
316760,1
316770,1
316800,2
316840,1
316860,11
316870,2
316890,2
316910,1
316920,1
316930,6
316935,2
316940,8
316950,2
316960,4
316970,2
316990,9
317010,7
317020,42
317040,13
317043,1
317070,16
317080,6
317090,2
317100,4
317115,1
317120,5
317130,10
317150,1
317170,2
317180,1
317190,1
317200,5
317220,1
320010,9
320013,1
320016,2
320020,1
320040,3
320050,1
320060,3
320090,3
320115,2
320120,14
320130,23
320140,2
320150,7
320160,2
320170,4
320190,6
320210,3
320220,2
320225,1
320230,4
320240,8
320245,3
320250,2
320270,1
320280,2
320290,2
320300,1
320310,1
320316,1
320320,9
320330,1
320332,5
320334,2
320340,3
320350,1
320360,2
320370,2
320390,4
320420,2
320430,1
320435,1
320450,2
320455,2
320460,3
320465,1
320470,1
320490,7
320500,21
320501,1
320503,4
320506,5
320510,1
320517,1
320520,22
320530,21
330000,21
330010,7
330020,7
330023,2
330025,2
330030,6
330040,6
330045,8
330050,2
330060,3
330070,7
330080,3
330090,1
330100,21
330110,3
330120,1
330150,2
330160,1
330170,32
330190,11
330200,2
330210,2
330220,9
330225,1
330227,4
330230,1
330240,12
330245,1
330250,12
330260,1
330270,5
330280,3
330285,6
330290,5
330310,1
330320,7
330330,43
330340,13
330350,15
330380,2
330385,1
330390,19
330395,3
330400,2
330411,1
330414,1
330420,7
330430,3
330440,2
330450,1
330452,2
330455,288
330470,1
330475,3
330480,4
330490,21
330500,2
330510,6
330513,1
330515,2
330520,2
330550,4
330555,1
330560,1
330570,2
330580,10
330590,1
330600,4
330610,1
330620,2
330630,10
350000,11
350010,2
350030,4
350040,2
350050,4
350055,1
350070,4
350080,1
350090,1
350100,3
350120,1
350140,1
350160,19
350170,3
350190,7
350200,2
350210,3
350220,3
350230,1
350275,2
350280,9
350290,2
350310,2
350315,1
350320,13
350330,7
350360,3
350380,1
350390,5
350400,10
350410,11
350420,3
350450,10
350460,1
350480,1
350490,1
350500,1
350520,2
350530,4
350550,10
350560,3
350570,11
350590,7
350600,31
350610,5
350620,1
350630,1
350635,5
350640,1
350650,4
350660,3
350680,2
350690,3
350700,5
350710,2
350730,1
350740,2
350750,14
350760,9
350790,1
350800,4
350810,1
350830,1
350840,1
350850,3
350860,5
350870,1
350880,3
350900,3
350920,3
350930,1
350940,1
350950,71
350960,4
350970,4
350990,1
351000,2
351020,7
351030,5
351040,3
351050,7
351060,18
351070,1
351080,2
351090,1
351110,7
351140,1
351150,4
351160,4
351200,2
351210,1
351220,1
351230,1
351240,1
351280,5
351300,10
351310,5
351320,2
351340,6
351350,3
351370,2
351380,19
351390,1
351410,6
351430,1
351440,4
351460,1
351470,2
351480,1
351490,1
351500,10
351512,1
351515,2
351518,5
351519,1
351540,2
351550,10
351570,9
351580,1
351600,1
351610,1
351620,17
351630,9
351640,7
351670,8
351720,1
351740,2
351770,3
351790,2
351820,6
351840,8
351850,1
351860,3
351870,20
351880,77
351885,1
351907,20
351910,3
351930,1
351960,6
351970,8
351980,1
352000,1
352010,6
352020,3
352040,2
352044,1
352050,12
352100,1
352110,2
352130,3
352140,2
352170,1
352180,3
352190,1
352210,10
352220,2
352230,10
352240,5
352250,15
352260,5
352270,4
352290,3
352300,1
352310,7
352320,7
352340,7
352350,1
352360,1
352390,5
352400,4
352420,1
352430,5
352440,8
352450,2
352460,2
352470,2
352480,7
352490,1
352500,3
352520,6
352530,7
352570,1
352580,1
352590,25
352600,1
352610,3
352620,1
352640,2
352650,1
352660,1
352670,8
352680,2
352690,19
352710,6
352720,4
352730,3
352750,1
352770,2
352800,2
352810,1
352840,3
352850,3
352860,1
352880,1
352890,1
352900,18
352920,1
352930,6
352940,9
352950,1
352960,1
352970,2
352980,4
352990,2
353000,1
353010,2
353020,2
353030,2
353050,5
353060,20
353070,19
353080,5
353110,6
353120,1
353130,5
353140,2
353150,2
353170,1
353180,5
353200,1
353215,1
353220,1
353240,1
353260,1
353280,1
353340,3
353350,3
353360,1
353390,3
353430,2
353440,25
353450,1
353460,1
353470,11
353475,2
353490,1
353510,2
353520,2
353540,1
353550,3
353560,1
353570,1
353580,4
353610,1
353620,1
353650,5
353670,2
353710,3
353715,1
353730,7
353740,2
353750,3
353760,5
353780,5
353790,2
353800,11
353820,1
353860,5
353870,25
353880,2
353890,2
353920,1
353930,5
353940,1
353950,1
353980,6
354000,2
354020,4
354060,6
354070,5
354075,2
354080,3
354085,1
354100,21
354120,1
354130,2
354140,12
354150,4
354160,6
354200,1
354210,1
354220,4
354240,3
354250,1
354260,4
354270,1
354310,2
354325,4
354330,2
354340,46
354350,2
354390,13
354400,1
354410,1
354420,3
354430,1
354460,2
354470,2
354480,1
354490,1
354500,2
354520,8
354530,3
354580,9
354600,3
354620,1
354630,3
354640,4
354650,1
354660,3
354670,2
354680,2
354690,1
354710,1
354730,8
354760,5
354770,3
354780,19
354790,1
354800,2
354805,1
354850,13
354860,2
354870,35
354880,5
354890,15
354910,10
354940,2
354950,1
354970,5
354980,30
354990,29
355010,10
355020,3
355030,212
355040,4
355050,1
355060,3
355070,5
355090,3
355100,26
355150,3
355160,1
355170,9
355190,2
355200,1
355210,3
355220,42
355240,14
355250,9
355260,2
355270,3
355280,8
355330,1
355340,4
355350,1
355360,2
355370,6
355380,5
355395,2
355400,10
355410,20
355420,1
355430,1
355440,2
355450,4
355460,1
355480,1
355500,7
355510,1
355540,9
355580,2
355600,1
355610,1
355620,8
355630,1
355640,4
355645,2
355650,10
355670,1
355700,5
355710,3
355720,3
355730,2
410000,2
410010,3
410040,8
410050,1
410070,1
410090,2
410100,2
410110,1
410120,2
410130,1
410140,12
410150,9
410160,1
410165,1
410180,9
410185,1
410190,2
410200,4
410210,2
410220,1
410230,3
410240,2
410260,1
410315,1
410335,1
410337,1
410345,4
410350,3
410360,1
410370,4
410380,1
410395,1
410400,3
410410,3
410420,7
410425,2
410430,10
410440,1
410442,2
410445,4
410450,1
410460,4
410465,1
410470,1
410480,26
410490,1
410500,1
410520,2
410540,4
410550,8
410560,1
410570,1
410580,17
410590,2
410600,1
410610,1
410620,1
410630,2
410640,4
410645,1
410650,4
410657,1
410660,3
410680,2
410690,142
410700,1
410720,3
410725,1
410750,1
410753,1
410754,1
410760,6
410765,13
410773,1
410785,2
410790,1
410830,15
410832,1
410840,12
410855,1
410860,3
410865,1
410870,1
410880,9
410900,1
410940,9
410960,1
410970,2
410975,2
410980,3
411000,1
411010,3
411020,1
411070,2
411080,1
411090,1
411100,1
411120,1
411150,3
411155,1
411170,1
411180,1
411190,2
411210,4
411230,2
411250,1
411260,1
411270,3
411275,1
411280,1
411310,1
411320,2
411330,6
411342,1
411350,2
411370,28
411373,2
411390,1
411400,1
411410,2
411420,5
411430,2
411435,2
411440,1
411450,2
411460,8
411470,3
411480,4
411490,2
411510,3
411520,33
411530,4
411540,2
411550,1
411560,1
411570,2
411580,6
411610,1
411620,2
411640,2
411670,3
411690,2
411695,2
411705,1
411710,1
411722,2
411725,2
411740,1
411745,1
411760,5
411770,2
411780,4
411790,1
411800,1
411820,4
411840,11
411845,2
411850,9
411870,1
411880,2
411885,1
411890,1
411900,2
411910,1
411915,7
411920,1
411925,1
411930,4
411940,1
411950,12
411960,2
411980,3
411990,8
411995,1
412030,1
412033,1
412035,1
412040,1
412050,1
412060,3
412080,1
412085,1
412090,5
412100,1
412120,3
412140,1
412160,3
412170,4
412175,1
412180,1
412190,1
412200,1
412210,1
412215,4
412220,1
412230,6
412240,6
412250,1
412270,2
412290,1
412300,1
412310,1
412330,1
412340,1
412350,1
412370,1
412380,1
412382,1
412385,1
412395,1
412400,2
412405,2
412410,6
412440,1
412470,1
412480,5
412500,3
412510,1
412520,1
412550,30
412560,5
412570,6
412580,1
412600,1
412625,6
412650,3
412660,6
412667,1
412670,1
412710,1
412720,1
412730,1
412740,3
412750,1
412770,19
412780,1
412800,5
412810,10
412820,3
412850,6
412853,2
412855,1
412860,1
412865,1
412870,4
420010,1
420020,3
420030,2
420050,1
420060,2
420075,2
420080,1
420125,3
420130,3
420140,6
420150,1
420160,1
420170,2
420195,4
420200,13
420205,1
420207,1
420208,1
420209,1
420210,1
420220,3
420230,5
420240,44
420243,1
420270,1
420280,1
420285,1
420290,11
420300,13
420310,2
420320,5
420330,1
420340,1
420360,3
420370,1
420380,8
420390,6
420395,1
420400,1
420417,1
420420,28
420430,17
420440,2
420450,1
420455,2
420460,22
420470,3
420480,2
420490,2
420500,3
420535,1
420540,29
420545,2
420550,2
420560,1
420570,1
420590,5
420610,1
420620,2
420630,5
420640,2
420650,1
420660,1
420665,2
420670,3
420690,4
420700,1
420710,2
420720,2
420730,5
420740,1
420750,9
420760,3
420765,2
420768,1
420770,2
420775,1
420790,2
420810,3
420820,15
420830,8
420840,1
420845,2
420850,1
420860,2
420880,1
420890,16
420900,2
420910,44
420930,17
420940,5
420950,1
420960,3
420970,2
420980,1
420985,1
420990,1
421000,1
421010,7
421040,2
421050,5
421060,2
421100,4
421105,1
421120,2
421125,2
421130,9
421150,1
421160,2
421170,3
421175,1
421180,1
421187,1
421190,17
421200,1
421210,3
421225,3
421227,1
421230,4
421240,1
421250,4
421270,2
421280,2
421290,2
421310,2
421315,1
421320,4
421330,2
421340,1
421350,1
421360,8
421370,2
421390,1
421400,4
421410,1
421420,1
421440,1
421450,2
421460,1
421470,2
421480,9
421490,2
421500,3
421510,1
421535,1
421550,1
421565,3
421567,1
421570,2
421580,5
421600,1
421605,1
421620,1
421625,3
421630,1
421635,2
421650,8
421660,22
421670,5
421680,1
421690,4
421700,1
421710,1
421720,3
421740,3
421750,4
421760,1
421770,3
421780,2
421790,3
421800,7
421810,2
421820,6
421830,3
421850,1
421870,10
421880,1
421900,3
421915,2
421917,1
421930,9
421935,1
421940,1
421950,6
421970,4
421985,1
430010,3
430030,2
430040,8
430045,1
430060,13
430064,1
430070,2
430080,5
430090,3
430100,2
430105,3
430110,2
430130,2
430140,3
430160,12
430163,1
430165,4
430175,2
430185,1
430200,2
430205,1
430210,12
430220,1
430222,1
430230,1
430235,4
430240,1
430245,3
430250,3
430258,1
430260,2
430270,1
430280,5
430300,13
430310,11
430350,10
430355,1
430360,1
430370,1
430380,1
430390,3
430400,2
430420,12
430440,7
430450,9
430460,25
430463,4
430466,1
430470,4
430471,1
430480,4
430490,2
430495,1
430500,1
430510,43
430512,2
430515,1
430517,2
430520,2
430530,1
430535,2
430537,1
430540,1
430543,1
430570,5
430580,2
430583,1
430590,2
430593,1
430600,2
430605,2
430607,2
430610,5
430635,2
430640,8
430650,2
430660,1
430673,1
430676,1
430680,1
430690,2
430692,1
430693,1
430697,1
430700,10
430705,2
430720,1
430730,2
430745,3
430755,1
430760,6
430770,10
430780,4
430790,9
430800,1
430805,1
430807,1
430810,2
430820,1
430825,1
430830,6
430840,3
430850,2
430860,3
430870,2
430880,3
430890,2
430900,2
430905,1
430910,6
430920,13
430930,12
430940,4
430950,2
430960,3
430965,2
430970,2
430975,2
430990,6
431000,2
431010,6
431020,8
431030,2
431033,3
431050,3
431060,2
431080,2
431090,2
431100,8
431110,3
431120,5
431127,1
431130,4
431140,17
431142,1
431150,1
431164,1
431170,1
431173,2
431175,1
431177,2
431180,8
431190,1
431205,2
431225,2
431230,1
431237,1
431240,5
