,SUICIDES,ANO,MUNCOD,MUNNOME,LATITUDE,LONGITUDE
1268,2,2015,230790,Martinópole,-3.226,-40.697
1269,1,2017,230790,Martinópole,-3.226,-40.697
1270,2,2015,230800,Massapê,-3.523,-40.343
1271,2,2016,230800,Massapê,-3.523,-40.343
1272,4,2017,230800,Massapê,-3.523,-40.343
1273,3,2015,230810,Mauriti,-7.389,-38.774
1274,4,2016,230810,Mauriti,-7.389,-38.774
1275,6,2017,230810,Mauriti,-7.389,-38.774
1276,1,2015,230820,Meruoca,-3.542,-40.455
1277,1,2017,230820,Meruoca,-3.542,-40.455
1278,2,2015,230830,Milagres,-7.313,-38.946
1279,1,2016,230830,Milagres,-7.313,-38.946
1280,1,2017,230830,Milagres,-7.313,-38.946
1281,2,2015,230835,Milhã,-5.675,-39.194
1282,1,2016,230835,Milhã,-5.675,-39.194
1283,1,2017,230835,Milhã,-5.675,-39.194
1284,2,2015,230840,Missão Velha,-7.25,-39.143
1285,4,2016,230840,Missão Velha,-7.25,-39.143
1286,5,2017,230840,Missão Velha,-7.25,-39.143
1287,6,2015,230850,Mombaça,-5.743,-39.628
1288,2,2017,230850,Mombaça,-5.743,-39.628
1289,2,2015,230860,Monsenhor Tabosa,-4.789,-40.063
1290,1,2017,230860,Monsenhor Tabosa,-4.789,-40.063
1291,2,2015,230870,Morada Nova,-5.107,-38.373
1292,3,2016,230870,Morada Nova,-5.107,-38.373
1293,4,2017,230870,Morada Nova,-5.107,-38.373
1294,1,2015,230900,Mucambo,-3.909,-40.747
1295,1,2017,230900,Mucambo,-3.909,-40.747
1296,5,2015,230930,Nova Russas,-4.707,-40.563
1297,5,2016,230930,Nova Russas,-4.707,-40.563
1298,1,2017,230930,Nova Russas,-4.707,-40.563
1299,3,2015,230940,Novo Oriente,-5.534,-40.774
1300,5,2017,230940,Novo Oriente,-5.534,-40.774
1301,1,2015,230945,Ocara,-4.491,-38.597
1302,1,2016,230945,Ocara,-4.491,-38.597
1303,1,2017,230945,Ocara,-4.491,-38.597
1304,2,2015,230950,Orós,-6.244,-38.914
1305,3,2016,230950,Orós,-6.244,-38.914
1306,1,2017,230950,Orós,-6.244,-38.914
1307,5,2015,230960,Pacajus,-4.173,-38.461
1308,4,2016,230960,Pacajus,-4.173,-38.461
1309,3,2017,230960,Pacajus,-4.173,-38.461
1310,2,2015,230970,Pacatuba,-3.984,-38.62
1311,3,2016,230970,Pacatuba,-3.984,-38.62
1312,2,2017,230970,Pacatuba,-3.984,-38.62
1313,1,2015,230980,Pacoti,-4.225,-38.923
1314,5,2016,230980,Pacoti,-4.225,-38.923
1315,1,2015,230990,Pacujá,-3.988,-40.697
1316,2,2015,231010,Palmácia,-4.15,-38.846
1317,2,2017,231010,Palmácia,-4.15,-38.846
1318,3,2015,231020,Paracuru,-3.41,-39.031
1319,3,2016,231020,Paracuru,-3.41,-39.031
1320,4,2017,231020,Paracuru,-3.41,-39.031
1321,1,2015,231025,Paraipaba,-3.439,-39.148
1322,3,2016,231025,Paraipaba,-3.439,-39.148
1323,3,2015,231030,Parambu,-6.211,-40.694
1324,3,2016,231030,Parambu,-6.211,-40.694
1325,6,2017,231030,Parambu,-6.211,-40.694
1326,4,2015,231050,Pedra Branca,-5.454,-39.717
1327,6,2016,231050,Pedra Branca,-5.454,-39.717
1328,1,2017,231050,Pedra Branca,-5.454,-39.717
1329,2,2015,231070,Pentecoste,-3.793,-39.27
1330,3,2016,231070,Pentecoste,-3.793,-39.27
1331,5,2017,231070,Pentecoste,-3.793,-39.27
1332,1,2015,231085,Pindoretama,-4.028,-38.306
1333,2,2016,231085,Pindoretama,-4.028,-38.306
1334,2,2017,231085,Pindoretama,-4.028,-38.306
1335,2,2015,231090,Piquet Carneiro,-5.804,-39.418
1336,2,2016,231090,Piquet Carneiro,-5.804,-39.418
1337,1,2015,231100,Poranga,-4.745,-40.926
1338,1,2016,231100,Poranga,-4.745,-40.926
1339,1,2015,231110,Porteiras,-7.535,-39.118
1340,1,2017,231110,Porteiras,-7.535,-39.118
1341,1,2015,231123,Potiretama,-5.668,-38.251
1342,1,2017,231123,Potiretama,-5.668,-38.251
1343,4,2015,231126,Quiterianópolis,-5.843,-40.701
1344,1,2016,231126,Quiterianópolis,-5.843,-40.701
1345,3,2017,231126,Quiterianópolis,-5.843,-40.701
1346,7,2015,231130,Quixadá,-4.971,-39.015
1347,6,2016,231130,Quixadá,-4.971,-39.015
1348,6,2017,231130,Quixadá,-4.971,-39.015
1349,1,2015,231135,Quixelô,-6.254,-39.202
1350,2,2017,231135,Quixelô,-6.254,-39.202
1351,5,2015,231140,Quixeramobim,-5.199,-39.293
1352,6,2016,231140,Quixeramobim,-5.199,-39.293
1353,8,2017,231140,Quixeramobim,-5.199,-39.293
1354,1,2015,231160,Redenção,-4.226,-38.731
1355,3,2016,231160,Redenção,-4.226,-38.731
1356,2,2017,231160,Redenção,-4.226,-38.731
1357,1,2015,231170,Reriutaba,-4.142,-40.582
1358,2,2017,231170,Reriutaba,-4.142,-40.582
1359,6,2015,231180,Russas,-4.94,-37.976
1360,5,2016,231180,Russas,-4.94,-37.976
1361,3,2017,231180,Russas,-4.94,-37.976
1362,4,2015,231220,Santa Quitéria,-4.332,-40.157
1363,1,2016,231220,Santa Quitéria,-4.332,-40.157
1364,3,2017,231220,Santa Quitéria,-4.332,-40.157
1365,3,2015,231230,São Benedito,-4.049,-40.865
1366,5,2016,231230,São Benedito,-4.049,-40.865
1367,4,2017,231230,São Benedito,-4.049,-40.865
1368,3,2015,231240,São Gonçalo do Amarante,-3.606,-38.969
1369,5,2016,231240,São Gonçalo do Amarante,-3.606,-38.969
1370,4,2017,231240,São Gonçalo do Amarante,-3.606,-38.969
1371,4,2015,231250,São João do Jaguaribe,-5.271,-38.274
1372,1,2016,231250,São João do Jaguaribe,-5.271,-38.274
1373,1,2017,231250,São João do Jaguaribe,-5.271,-38.274
1374,1,2015,231260,São Luís do Curu,-3.67,-39.243
1375,2,2017,231260,São Luís do Curu,-3.67,-39.243
1376,3,2015,231270,Senador Pompeu,-5.588,-39.372
1377,4,2016,231270,Senador Pompeu,-5.588,-39.372
1378,7,2017,231270,Senador Pompeu,-5.588,-39.372
1379,23,2015,231290,Sobral,-3.674,-40.239
1380,12,2016,231290,Sobral,-3.674,-40.239
1381,16,2017,231290,Sobral,-3.674,-40.239
1382,2,2015,231300,Solonópole,-5.733,-39.008
1383,1,2017,231300,Solonópole,-5.733,-39.008
1384,2,2015,231310,Tabuleiro do Norte,-5.247,-38.131
1385,5,2016,231310,Tabuleiro do Norte,-5.247,-38.131
1386,1,2017,231310,Tabuleiro do Norte,-5.247,-38.131
1387,1,2015,231320,Tamboril,-4.832,-40.321
1388,2,2016,231320,Tamboril,-4.832,-40.321
1389,4,2017,231320,Tamboril,-4.832,-40.321
1390,2,2015,231325,Tarrafas,-6.684,-39.761
1391,1,2016,231325,Tarrafas,-6.684,-39.761
1392,7,2015,231330,Tauá,-6.003,-40.293
1393,5,2016,231330,Tauá,-6.003,-40.293
1394,8,2017,231330,Tauá,-6.003,-40.293
1395,1,2015,231335,Tejuçuoca,-3.989,-39.581
1396,2,2016,231335,Tejuçuoca,-3.989,-39.581
1397,7,2015,231340,Tianguá,-3.732,-40.992
1398,5,2016,231340,Tianguá,-3.732,-40.992
1399,4,2017,231340,Tianguá,-3.732,-40.992
1400,5,2015,231350,Trairi,-3.278,-39.269
1401,2,2016,231350,Trairi,-3.278,-39.269
1402,5,2017,231350,Trairi,-3.278,-39.269
1403,2,2015,231355,Tururu,-3.581,-39.437
1404,1,2016,231355,Tururu,-3.581,-39.437
1405,1,2017,231355,Tururu,-3.581,-39.437
1406,2,2015,231360,Ubajara,-3.854,-40.921
1407,3,2016,231360,Ubajara,-3.854,-40.921
1408,1,2017,231360,Ubajara,-3.854,-40.921
1409,3,2015,231380,Uruburetama,-3.625,-39.508
1410,1,2016,231380,Uruburetama,-3.625,-39.508
1411,1,2017,231380,Uruburetama,-3.625,-39.508
1412,2,2015,231395,Varjota,-4.194,-40.477
1413,3,2016,231395,Varjota,-4.194,-40.477
1414,1,2017,231395,Varjota,-4.194,-40.477
1415,3,2015,231400,Várzea Alegre,-6.789,-39.296
1416,7,2016,231400,Várzea Alegre,-6.789,-39.296
1417,1,2017,231400,Várzea Alegre,-6.789,-39.296
1418,2,2015,231410,Viçosa do Ceará,-3.562,-41.092
1419,11,2016,231410,Viçosa do Ceará,-3.562,-41.092
1420,9,2017,231410,Viçosa do Ceará,-3.562,-41.092
1421,1,2015,240020,Açu,-5.577,-36.909
1422,5,2016,240020,Açu,-5.577,-36.909
1423,2,2017,240020,Açu,-5.577,-36.909
1424,1,2015,240070,Alto do Rodrigues,-5.288,-36.762
1425,2,2015,240090,Antônio Martins,-6.213,-37.906
1426,3,2015,240100,Apodi,-5.664,-37.799
1427,4,2016,240100,Apodi,-5.664,-37.799
1428,6,2017,240100,Apodi,-5.664,-37.799
1429,2,2015,240110,Areia Branca,-4.956,-37.137
1430,5,2016,240110,Areia Branca,-4.956,-37.137
1431,1,2017,240110,Areia Branca,-4.956,-37.137
1432,1,2015,240130,Augusto Severo,-5.864,-37.31
1433,3,2017,240130,Augusto Severo,-5.864,-37.31
1434,1,2015,240145,Baraúna,-5.08,-37.617
1435,3,2016,240145,Baraúna,-5.08,-37.617
1436,1,2017,240145,Baraúna,-5.08,-37.617
1437,1,2015,240170,Bom Jesus,-5.984,-35.581
1438,3,2016,240170,Bom Jesus,-5.984,-35.581
1439,11,2015,240200,Caicó,-6.458,-37.098
1440,23,2016,240200,Caicó,-6.458,-37.098
1441,9,2017,240200,Caicó,-6.458,-37.098
1442,1,2015,240230,Caraúbas,-5.793,-37.557
1443,2,2016,240230,Caraúbas,-5.793,-37.557
1444,7,2017,240230,Caraúbas,-5.793,-37.557
1445,1,2015,240250,Carnaubais,-5.341,-36.833
1446,2,2015,240270,Cerro Corá,-6.046,-36.346
1447,7,2015,240325,Parnamirim,-5.916,-35.263
1448,8,2016,240325,Parnamirim,-5.916,-35.263
1449,13,2017,240325,Parnamirim,-5.916,-35.263
1450,1,2015,240380,Florânia,-6.127,-36.818
1451,3,2017,240380,Florânia,-6.127,-36.818
1452,2,2015,240400,Frutuoso Gomes,-6.158,-37.84
1453,1,2015,240420,Goianinha,-6.267,-35.21
1454,2,2016,240420,Goianinha,-6.267,-35.21
1455,1,2015,240440,Grossos,-4.98,-37.155
1456,1,2017,240440,Grossos,-4.98,-37.155
1457,1,2015,240470,Ipanguaçu,-5.498,-36.855
1458,1,2016,240470,Ipanguaçu,-5.498,-36.855
1459,1,2017,240470,Ipanguaçu,-5.498,-36.855
1460,1,2015,240480,Ipueira,-6.814,-37.199
1461,1,2017,240480,Ipueira,-6.814,-37.199
1462,1,2015,240500,Jaçanã,-6.426,-36.205
1463,1,2017,240500,Jaçanã,-6.426,-36.205
1464,2,2015,240560,Jardim de Piranhas,-6.379,-37.352
1465,1,2016,240560,Jardim de Piranhas,-6.379,-37.352
1466,6,2015,240570,Jardim do Seridó,-6.584,-36.774
1467,2,2016,240570,Jardim do Seridó,-6.584,-36.774
1468,1,2017,240570,Jardim do Seridó,-6.584,-36.774
1469,1,2015,240580,João Câmara,-5.538,-35.82
1470,3,2015,240600,José da Penha,-6.317,-38.281
1471,1,2016,240600,José da Penha,-6.317,-38.281
1472,2,2017,240600,José da Penha,-6.317,-38.281
1473,2,2015,240610,Jucurutu,-6.034,-37.02
1474,2,2016,240610,Jucurutu,-6.034,-37.02
1475,2,2017,240610,Jucurutu,-6.034,-37.02
1476,1,2015,240630,Lagoa de Pedras,-6.149,-35.438
1477,1,2015,240660,Lagoa Salgada,-6.134,-35.494
1478,1,2016,240660,Lagoa Salgada,-6.134,-35.494
1479,2,2015,240690,Lucrécia,-6.12,-37.816
1480,1,2015,240710,Macaíba,-5.858,-35.354
1481,3,2016,240710,Macaíba,-5.858,-35.354
1482,3,2017,240710,Macaíba,-5.858,-35.354
1483,1,2015,240720,Macau,-5.115,-36.634
1484,3,2017,240720,Macau,-5.115,-36.634
1485,1,2015,240750,Maxaranguape,-5.516,-35.262
1486,1,2015,240770,Montanhas,-6.486,-35.288
1487,1,2015,240780,Monte Alegre,-6.068,-35.332
1488,2,2015,240790,Monte das Gameleiras,-6.441,-35.783
1489,1,2016,240790,Monte das Gameleiras,-6.441,-35.783
1490,1,2017,240790,Monte das Gameleiras,-6.441,-35.783
1491,20,2015,240800,Mossoró,-5.188,-37.344
1492,10,2016,240800,Mossoró,-5.188,-37.344
1493,18,2017,240800,Mossoró,-5.188,-37.344
1494,22,2015,240810,Natal,-5.795,-35.209
1495,31,2016,240810,Natal,-5.795,-35.209
1496,28,2017,240810,Natal,-5.795,-35.209
1497,4,2015,240820,Nísia Floresta,-6.091,-35.209
1498,1,2016,240820,Nísia Floresta,-6.091,-35.209
1499,1,2017,240820,Nísia Floresta,-6.091,-35.209
1500,3,2015,240830,Nova Cruz,-6.478,-35.434
1501,1,2016,240830,Nova Cruz,-6.478,-35.434
1502,2,2015,240840,Olho-d'Água do Borges,-5.956,-37.706
1503,2,2015,240890,Parelhas,-6.688,-36.658
1504,1,2016,240890,Parelhas,-6.688,-36.658
1505,3,2017,240890,Parelhas,-6.688,-36.658
1506,1,2015,240920,Passagem,-6.279,-35.378
1507,1,2017,240920,Passagem,-6.279,-35.378
1508,2,2015,240940,Pau dos Ferros,-6.111,-38.209
1509,5,2016,240940,Pau dos Ferros,-6.111,-38.209
1510,5,2017,240940,Pau dos Ferros,-6.111,-38.209
1511,1,2015,240950,Pedra Grande,-5.15,-35.879
1512,1,2015,240980,Pedro Velho,-6.439,-35.221
1513,1,2016,240980,Pedro Velho,-6.439,-35.221
1514,2,2015,240990,Pendências,-5.26,-36.722
1515,1,2015,241025,Porto do Mangue,-5.068,-36.782
1516,1,2015,241030,Presidente Juscelino,-6.106,-35.713
1517,1,2015,241040,Pureza,-5.467,-35.556
1518,1,2017,241040,Pureza,-5.467,-35.556
1519,2,2015,241060,Rafael Godeiro,-6.076,-37.717
1520,1,2015,241100,Rodolfo Fernandes,-5.788,-38.06
1521,2,2015,241120,Santa Cruz,-6.229,-36.023
1522,2,2016,241120,Santa Cruz,-6.229,-36.023
1523,2,2017,241120,Santa Cruz,-6.229,-36.023
1524,1,2015,241180,São Fernando,-6.376,-37.184
1525,1,2016,241180,São Fernando,-6.376,-37.184
1526,1,2015,241200,São Gonçalo do Amarante,-5.793,-35.329
1527,5,2016,241200,São Gonçalo do Amarante,-5.793,-35.329
1528,4,2017,241200,São Gonçalo do Amarante,-5.793,-35.329
1529,1,2015,241210,São João do Sabugi,-6.718,-37.201
1530,1,2016,241210,São João do Sabugi,-6.718,-37.201
1531,1,2017,241210,São João do Sabugi,-6.718,-37.201
1532,1,2015,241230,São José do Campestre,-6.316,-35.714
1533,2,2016,241230,São José do Campestre,-6.316,-35.714
1534,1,2015,241240,São José do Seridó,-6.449,-36.878
1535,5,2015,241250,São Miguel,-6.212,-38.497
1536,1,2016,241250,São Miguel,-6.212,-38.497
1537,3,2017,241250,São Miguel,-6.212,-38.497
1538,1,2015,241255,São Miguel do Gostoso,-5.125,-35.639
1539,2,2015,241260,São Paulo do Potengi,-5.895,-35.763
1540,1,2015,241280,São Rafael,-5.799,-36.921
1541,2,2015,241300,São Vicente,-6.216,-36.684
1542,1,2015,241340,Serra Negra do Norte,-6.666,-37.397
1543,2,2017,241340,Serra Negra do Norte,-6.666,-37.397
1544,3,2015,241360,Severiano Melo,-5.777,-37.958
1545,2,2016,241360,Severiano Melo,-5.777,-37.958
1546,1,2015,241450,Umarizal,-5.991,-37.814
1547,1,2017,241450,Umarizal,-5.991,-37.814
1548,1,2015,250010,Água Branca,-7.512,-37.641
1549,1,2016,250010,Água Branca,-7.512,-37.641
1550,1,2017,250010,Água Branca,-7.512,-37.641
1551,3,2015,250020,Aguiar,-7.092,-38.171
1552,3,2016,250020,Aguiar,-7.092,-38.171
1553,1,2015,250030,Alagoa Grande,-7.089,-35.635
1554,2,2016,250030,Alagoa Grande,-7.089,-35.635
1555,2,2017,250030,Alagoa Grande,-7.089,-35.635
1556,1,2015,250040,Alagoa Nova,-7.071,-35.758
1557,2,2016,250040,Alagoa Nova,-7.071,-35.758
1558,3,2015,250050,Alagoinha,-6.95,-35.545
1559,1,2016,250050,Alagoinha,-6.95,-35.545
1560,3,2015,250070,São João do Rio do Peixe,-6.729,-38.449
1561,1,2015,250090,Arara,-6.828,-35.758
1562,2,2015,250110,Areia,-6.963,-35.692
1563,1,2016,250110,Areia,-6.963,-35.692
1564,4,2017,250110,Areia,-6.963,-35.692
1565,2,2015,250120,Areial,-7.048,-35.931
1566,2,2016,250120,Areial,-7.048,-35.931
1567,2,2015,250130,Aroeiras,-7.545,-35.708
1568,2,2017,250130,Aroeiras,-7.545,-35.708
1569,2,2015,250150,Bananeiras,-6.75,-35.633
1570,2,2016,250150,Bananeiras,-6.75,-35.633
1571,1,2017,250150,Bananeiras,-6.75,-35.633
1572,2,2015,250153,Baraúna,-6.643,-36.254
1573,1,2015,250157,Barra de Santana,-7.52,-36.0
1574,1,2016,250157,Barra de Santana,-7.52,-36.0
1575,1,2017,250157,Barra de Santana,-7.52,-36.0
1576,1,2015,250160,Barra de Santa Rosa,-6.72,-36.061
1577,4,2015,250180,Bayeux,-7.125,-34.932
1578,3,2016,250180,Bayeux,-7.125,-34.932
1579,4,2017,250180,Bayeux,-7.125,-34.932
1580,1,2015,250190,Belém,-6.747,-35.519
1581,1,2016,250190,Belém,-6.747,-35.519
1582,1,2017,250190,Belém,-6.747,-35.519
1583,1,2015,250230,Bom Sucesso,-6.445,-37.929
1584,1,2016,250230,Bom Sucesso,-6.445,-37.929
1585,1,2015,250240,Bonito de Santa Fé,-7.313,-38.515
1586,2,2017,250240,Bonito de Santa Fé,-7.313,-38.515
1587,2,2015,250250,Boqueirão,-7.482,-36.135
1588,1,2015,250260,Igaracy,-7.181,-38.149
1589,2,2015,250300,Caaporã,-7.516,-34.908
1590,1,2016,250300,Caaporã,-7.516,-34.908
1591,3,2015,250320,Cabedelo,-6.981,-34.834
1592,4,2016,250320,Cabedelo,-6.981,-34.834
1593,4,2017,250320,Cabedelo,-6.981,-34.834
1594,1,2015,250330,Cachoeira dos Índios,-6.927,-38.674
1595,2,2016,250330,Cachoeira dos Índios,-6.927,-38.674
1596,2,2017,250330,Cachoeira dos Índios,-6.927,-38.674
1597,1,2015,250350,Cacimba de Dentro,-6.642,-35.79
1598,1,2015,250355,Cacimbas,-7.211,-37.058
1599,1,2016,250355,Cacimbas,-7.211,-37.058
1600,1,2017,250355,Cacimbas,-7.211,-37.058
1601,9,2015,250370,Cajazeiras,-6.89,-38.562
1602,3,2016,250370,Cajazeiras,-6.89,-38.562
1603,4,2017,250370,Cajazeiras,-6.89,-38.562
1604,2,2015,250390,Camalaú,-7.889,-36.823
1605,2,2017,250390,Camalaú,-7.889,-36.823
1606,20,2015,250400,Campina Grande,-7.231,-35.881
1607,11,2016,250400,Campina Grande,-7.231,-35.881
1608,19,2017,250400,Campina Grande,-7.231,-35.881
1609,1,2015,250410,Carrapateira,-7.039,-38.344
1610,1,2015,250420,Catingueira,-7.126,-37.609
1611,1,2016,250420,Catingueira,-7.126,-37.609
1612,5,2015,250430,Catolé do Rocha,-6.344,-37.747
1613,3,2016,250430,Catolé do Rocha,-6.344,-37.747
1614,3,2017,250430,Catolé do Rocha,-6.344,-37.747
1615,1,2015,250440,Conceição,-7.562,-38.509
1616,5,2016,250440,Conceição,-7.562,-38.509
1617,1,2017,250440,Conceição,-7.562,-38.509
1618,1,2015,250450,Condado,-6.91,-37.601
1619,2,2017,250450,Condado,-6.91,-37.601
1620,3,2015,250460,Conde,-7.26,-34.908
1621,1,2016,250460,Conde,-7.26,-34.908
1622,5,2017,250460,Conde,-7.26,-34.908
1623,1,2015,250480,Coremas,-7.014,-37.946
1624,1,2016,250480,Coremas,-7.014,-37.946
1625,1,2015,250510,Cuité,-6.485,-36.157
1626,1,2016,250510,Cuité,-6.485,-36.157
1627,3,2015,250530,Curral Velho,-7.581,-38.198
1628,1,2017,250530,Curral Velho,-7.581,-38.198
1629,1,2015,250540,Desterro,-7.291,-37.094
1630,2,2017,250540,Desterro,-7.291,-37.094
1631,2,2015,250550,Vista Serrana,-6.738,-37.567
1632,1,2015,250570,Dona Inês,-6.618,-35.632
1633,1,2015,250590,Emas,-7.108,-37.716
1634,1,2016,250590,Emas,-7.108,-37.716
1635,1,2017,250590,Emas,-7.108,-37.716
1636,4,2015,250600,Esperança,-7.023,-35.86
1637,1,2016,250600,Esperança,-7.023,-35.86
1638,5,2017,250600,Esperança,-7.023,-35.86
1639,1,2015,250610,Fagundes,-7.355,-35.775
1640,3,2015,250630,Guarabira,-6.855,-35.49
1641,2,2016,250630,Guarabira,-6.855,-35.49
1642,4,2017,250630,Guarabira,-6.855,-35.49
1643,1,2015,250650,Gurjão,-7.247,-36.489
1644,2,2017,250650,Gurjão,-7.247,-36.489
1645,1,2015,250670,Imaculada,-7.39,-37.509
1646,3,2015,250690,Itabaiana,-7.329,-35.333
1647,2,2016,250690,Itabaiana,-7.329,-35.333
1648,2,2017,250690,Itabaiana,-7.329,-35.333
1649,3,2015,250700,Itaporanga,-7.304,-38.15
1650,2,2016,250700,Itaporanga,-7.304,-38.15
1651,2,2017,250700,Itaporanga,-7.304,-38.15
1652,1,2015,250720,Itatuba,-7.375,-35.628
1653,1,2015,250730,Jacaraú,-6.612,-35.293
1654,1,2015,250740,Jericó,-6.554,-37.809
1655,1,2017,250740,Jericó,-6.554,-37.809
1656,22,2015,250750,João Pessoa,-7.115,-34.863
1657,21,2016,250750,João Pessoa,-7.115,-34.863
1658,34,2017,250750,João Pessoa,-7.115,-34.863
1659,1,2015,250830,Lagoa Seca,-7.171,-35.854
1660,2,2016,250830,Lagoa Seca,-7.171,-35.854
1661,2,2015,250890,Mamanguape,-6.839,-35.126
1662,1,2016,250890,Mamanguape,-6.839,-35.126
1663,2,2017,250890,Mamanguape,-6.839,-35.126
1664,2,2015,250910,Mari,-7.06,-35.319
1665,1,2016,250910,Mari,-7.06,-35.319
1666,3,2017,250910,Mari,-7.06,-35.319
1667,2,2015,250915,Marizópolis,-6.842,-38.347
1668,1,2015,250920,Massaranduba,-7.2,-35.789
1669,3,2015,250970,Monteiro,-7.889,-37.12
1670,5,2016,250970,Monteiro,-7.889,-37.12
1671,3,2017,250970,Monteiro,-7.889,-37.12
1672,1,2015,250990,Natuba,-7.641,-35.55
1673,1,2015,251000,Nazarezinho,-6.916,-38.325
1674,13,2015,251080,Patos,-7.024,-37.28
1675,5,2016,251080,Patos,-7.024,-37.28
1676,16,2017,251080,Patos,-7.024,-37.28
1677,1,2015,251090,Paulista,-6.594,-37.624
1678,1,2016,251090,Paulista,-6.594,-37.624
1679,1,2017,251090,Paulista,-6.594,-37.624
1680,3,2015,251120,Pedras de Fogo,-7.402,-35.116
1681,1,2016,251120,Pedras de Fogo,-7.402,-35.116
1682,1,2017,251120,Pedras de Fogo,-7.402,-35.116
1683,1,2015,251130,Piancó,-7.198,-37.929
1684,4,2016,251130,Piancó,-7.198,-37.929
1685,2,2017,251130,Piancó,-7.198,-37.929
1686,1,2015,251140,Picuí,-6.555,-36.349
1687,2,2016,251140,Picuí,-6.555,-36.349
1688,1,2015,251150,Pilar,-7.267,-35.26
1689,1,2017,251150,Pilar,-7.267,-35.26
1690,1,2015,251160,Pilões,-6.902,-35.623
1691,2,2016,251160,Pilões,-6.902,-35.623
1692,1,2015,251180,Pirpirituba,-6.78,-35.499
1693,3,2015,251200,Pocinhos,-7.077,-36.061
1694,1,2015,251210,Pombal,-6.77,-37.802
1695,1,2016,251210,Pombal,-6.77,-37.802
1696,3,2017,251210,Pombal,-6.77,-37.802
1697,2,2015,251230,Princesa Isabel,-7.737,-37.993
1698,2,2016,251230,Princesa Isabel,-7.737,-37.993
1699,1,2015,251240,Puxinanã,-7.161,-35.961
1700,2,2015,251250,Queimadas,-7.358,-35.898
1701,4,2016,251250,Queimadas,-7.358,-35.898
1702,3,2017,251250,Queimadas,-7.358,-35.898
1703,2,2015,251310,Salgado de São Félix,-7.357,-35.441
1704,1,2015,251340,Santa Luzia,-6.872,-36.919
1705,1,2016,251340,Santa Luzia,-6.872,-36.919
1706,1,2015,251350,Santana de Mangueira,-7.555,-38.332
1707,5,2015,251370,Santa Rita,-7.114,-34.978
1708,5,2016,251370,Santa Rita,-7.114,-34.978
1709,1,2015,251380,Santa Teresinha,-7.116,-37.452
1710,1,2015,251385,Santo André,-7.218,-36.633
1711,2,2015,251390,São Bento,-6.486,-37.451
1712,1,2016,251390,São Bento,-6.486,-37.451
1713,3,2017,251390,São Bento,-6.486,-37.451
1714,1,2015,251400,São João do Cariri,-7.391,-36.533
1715,2,2017,251400,São João do Cariri,-7.391,-36.533
1716,1,2015,251410,São João do Tigre,-8.079,-36.848
1717,1,2015,251420,São José da Lagoa Tapada,-6.941,-38.162
1718,1,2015,251450,São José de Piranhas,-7.121,-38.502
1719,2,2016,251450,São José de Piranhas,-7.121,-38.502
1720,4,2017,251450,São José de Piranhas,-7.121,-38.502
1721,1,2015,251460,São José do Bonfim,-7.163,-37.309
1722,1,2015,251480,São José dos Cordeiros,-7.391,-36.808
1723,2,2015,251490,São Mamede,-6.927,-37.096
1724,2,2015,251530,Sapé,-7.095,-35.233
1725,2,2016,251530,Sapé,-7.095,-35.233
1726,7,2017,251530,Sapé,-7.095,-35.233
1727,1,2015,251540,Seridó,-6.934,-36.402
1728,2,2015,251550,Serra Branca,-7.483,-36.665
1729,1,2017,251550,Serra Branca,-7.483,-36.665
1730,2,2015,251590,Serraria,-6.82,-35.633
1731,2,2016,251590,Serraria,-6.82,-35.633
1732,1,2017,251590,Serraria,-6.82,-35.633
1733,2,2015,251600,Solânea,-6.778,-35.697
1734,6,2016,251600,Solânea,-6.778,-35.697
1735,3,2017,251600,Solânea,-6.778,-35.697
1736,1,2015,251610,Soledade,-7.057,-36.363
1737,1,2016,251610,Soledade,-7.057,-36.363
1738,1,2017,251610,Soledade,-7.057,-36.363
1739,1,2015,251620,Sousa,-6.761,-38.231
1740,7,2016,251620,Sousa,-6.761,-38.231
1741,7,2017,251620,Sousa,-6.761,-38.231
1742,1,2015,251630,Sumé,-7.672,-36.88
1743,2,2015,251650,Taperoá,-7.207,-36.827
1744,2,2017,251650,Taperoá,-7.207,-36.827
1745,2,2015,251660,Tavares,-7.636,-37.878
1746,3,2017,251660,Tavares,-7.636,-37.878
1747,1,2015,251680,Triunfo,-6.579,-38.597
1748,1,2015,251700,Umbuzeiro,-7.696,-35.664
1749,2,2015,260005,Abreu e Lima,-7.912,-34.903
1750,6,2016,260005,Abreu e Lima,-7.912,-34.903
1751,4,2017,260005,Abreu e Lima,-7.912,-34.903
1752,2,2015,260050,Águas Belas,-9.111,-37.123
1753,6,2016,260050,Águas Belas,-9.111,-37.123
1754,6,2017,260050,Águas Belas,-9.111,-37.123
1755,2,2015,260090,Amaraji,-8.383,-35.453
1756,2,2017,260090,Amaraji,-8.383,-35.453
1757,2,2015,260110,Araripina,-7.576,-40.498
1758,8,2016,260110,Araripina,-7.576,-40.498
1759,5,2017,260110,Araripina,-7.576,-40.498
1760,1,2015,260140,Barreiros,-8.818,-35.186
1761,1,2016,260140,Barreiros,-8.818,-35.186
1762,1,2015,260160,Belém de São Francisco,-8.758,-38.964
1763,1,2016,260160,Belém de São Francisco,-8.758,-38.964
1764,4,2017,260160,Belém de São Francisco,-8.758,-38.964
1765,4,2015,260170,Belo Jardim,-8.336,-36.424
1766,3,2016,260170,Belo Jardim,-8.336,-36.424
