,QUANTIDADE,MUNCOD
385,1,432240
386,4,432260
387,1,432340
388,2,432360
389,6,500270
390,1,500295
391,1,500370
392,1,500660
393,1,500830
394,1,510170
395,1,510320
396,1,510560
397,1,510623
398,1,510675
399,1,510760
400,1,510840
401,2,520110
402,1,520150
403,1,520330
404,2,520440
405,1,520780
406,3,520870
407,2,521120
408,2,521180
409,1,521710
410,1,521830
411,1,521839
412,1,521850
413,1,521890
414,1,522045
415,1,522185
416,15,530010
