,MUNCOD,QUANTIDADE
171,150270,9
172,150275,5
173,150276,8
174,150277,9
175,150280,5
176,150285,2
177,150290,33
178,150293,8
179,150295,4
180,150300,2
181,150304,3
182,150307,4
183,150309,9
184,150310,8
185,150320,25
186,150330,25
187,150340,1
188,150345,7
189,150350,12
190,150360,80
191,150370,10
192,150375,20
193,150380,13
194,150390,17
195,150400,8
196,150405,13
197,150410,12
198,150420,87
199,150430,15
200,150440,12
201,150442,148
202,150445,4
203,150450,3
204,150460,9
205,150470,17
206,150475,1
207,150480,9
208,150490,12
209,150495,12
210,150497,5
211,150500,6
212,150503,16
213,150506,7
214,150510,15
215,150520,10
216,150530,36
217,150540,6
218,150543,13
219,150548,12
220,150550,69
221,150553,65
222,150555,4
223,150560,4
224,150563,2
225,150565,8
226,150570,9
227,150580,4
228,150590,5
229,150600,2
230,150610,6
231,150611,10
232,150613,26
233,150616,2
234,150618,7
235,150619,5
236,150620,36
237,150630,12
238,150635,20
239,150640,4
240,150650,175
241,150655,7
242,150658,2
243,150660,7
244,150670,7
245,150680,104
246,150690,6
247,150700,15
248,150710,11
249,150715,3
250,150720,4
251,150730,15
252,150740,5
253,150745,3
254,150746,2
255,150747,8
256,150750,6
257,150760,26
258,150770,8
259,150780,2
260,150790,13
261,150795,28
262,150796,12
263,150797,13
264,150800,29
265,150803,8
266,150805,7
267,150808,8
268,150810,61
269,150812,5
270,150815,8
271,150820,30
272,150830,18
273,150835,6
274,150840,8
275,160010,1
276,160020,8
277,160021,3
278,160023,2
279,160025,1
280,160027,15
281,160030,200
282,160040,6
283,160050,5
284,160015,1
285,160053,7
286,160060,30
287,160070,3
288,160080,4
289,170040,1
290,170100,1
291,170130,2
292,170190,1
293,170210,33
294,170215,1
295,170220,5
296,170230,1
297,170255,1
298,170270,1
299,170300,2
300,170305,1
301,170310,1
302,170320,1
303,170380,1
304,170390,2
305,170550,5
306,170555,2
307,170610,2
308,170700,3
309,170710,1
310,170765,1
311,170770,3
312,170820,2
313,170830,1
314,170900,3
315,170930,1
316,170950,7
317,171050,4
318,171070,2
319,171180,1
320,171190,6
321,171195,1
322,171200,1
323,171215,1
324,171240,1
325,171320,1
326,171360,2
327,171420,1
328,171488,2
329,171500,1
330,171525,1
331,171550,1
332,172100,21
333,171570,1
334,171380,1
335,171610,6
336,171620,2
337,171630,1
338,171650,3
339,171660,1
340,171665,1
341,171700,1
342,171750,2
343,171820,14
344,171830,1
345,171886,2
346,171890,1
347,171900,1
348,172015,1
349,172020,2
350,172065,1
351,172080,1
352,172085,1
353,172110,1
354,172120,5
355,172208,1
356,172210,4
357,210005,41
358,210015,2
359,210020,10
360,210030,4
361,210040,3
362,210043,4
363,210047,16
364,210050,2
365,210055,6
366,210060,6
367,210070,3
368,210080,2
369,210083,5
370,210087,5
371,210090,10
372,210095,5
373,210100,16
374,210110,2
375,210120,37
376,210125,6
377,210130,4
378,210135,2
379,210140,41
380,210150,4
381,210160,22
382,210170,8
383,210177,2
384,210180,4
385,210190,7
386,210193,4
387,210200,12
388,210203,7
389,210207,3
390,210210,3
391,210215,1
392,210220,6
393,210230,5
394,210232,15
395,210235,1
396,210237,3
397,210240,1
398,210250,4
399,210255,4
400,210260,5
401,210270,12
402,210275,2
403,210280,13
404,210290,8
405,210300,59
406,210310,3
407,210315,2
408,210317,3
409,210320,28
410,210330,30
411,210340,29
412,210350,7
413,210355,5
414,210360,27
415,210370,10
416,210375,3
417,210380,4
418,210390,3
419,210400,1
420,210405,3
421,210408,10
422,210409,7
423,210410,1
424,210420,1
425,210430,2
426,210440,5
427,210450,2
428,210455,7
429,210465,5
430,210467,15
431,210480,25
432,210500,6
433,210510,4
434,210515,2
435,210530,79
436,210535,4
437,210540,23
438,210542,2
439,210547,15
440,210550,6
441,210560,4
442,210570,11
443,210580,1
444,210594,4
445,210590,8
446,210592,2
447,210596,2
448,210598,1
449,210600,5
450,210610,1
451,210620,2
452,210630,3
453,210632,7
454,210635,1
455,210637,6
456,210640,2
457,210650,4
458,210660,7
459,210663,3
460,210670,2
461,210675,4
462,210690,12
463,210700,2
464,210710,3
465,210720,1
466,210735,10
467,210740,8
468,210745,4
469,210750,59
470,210760,2
471,210770,2
472,210780,5
473,210790,4
474,210805,5
475,210810,6
476,210820,12
477,210825,6
478,210830,12
479,210845,6
480,210850,21
481,210860,23
482,210870,4
483,210880,13
484,210890,5
485,210900,6
486,210905,1
487,210910,14
488,210920,1
489,210927,4
490,210940,2
491,210945,14
492,210950,2
493,210960,22
494,210980,11
495,210990,53
496,211000,20
497,211003,16
498,211010,7
499,211020,9
500,211023,1
501,211030,4
502,211040,2
503,211050,7
504,211060,8
505,211070,4
506,211090,1
507,211100,1
508,211105,1
509,211107,2
510,211110,8
511,211120,126
512,211125,1
513,211130,811
514,211140,8
515,211150,19
516,211153,1
517,211163,3
518,211170,5
519,211172,1
520,211174,1
521,211176,4
522,211195,1
523,211210,4
524,211220,59
525,211223,6
526,211230,4
527,211240,11
528,211245,5
529,211250,9
530,211260,4
531,211270,9
532,211280,17
533,211290,14
534,211300,7
535,211400,14
536,220005,3
537,220010,3
538,220020,4
539,220025,2
540,220030,2
541,220040,7
542,220045,1
543,220050,4
544,220060,1
545,220100,1
546,220105,2
547,220110,2
548,220115,2
549,220117,2
550,220120,6
551,220140,3
552,220150,7
553,220160,2
554,220170,1
555,220180,1
556,220190,6
557,220191,2
558,220192,1
559,220196,2
560,220198,1
561,220200,5
562,220205,4
563,220208,3
564,220213,1
565,220220,18
566,220230,2
567,220240,6
568,220250,1
569,220253,1
570,220255,2
571,220260,6
572,220270,11
573,220271,3
574,220272,1
575,220273,1
576,220277,1
577,220280,1
578,220290,1
579,220310,1
580,220320,1
581,220327,1
582,220330,4
583,220370,7
584,220385,1
585,220390,18
586,220410,2
587,220430,2
588,220440,1
589,220450,1
590,220455,2
591,220465,1
592,220470,2
593,220480,4
594,220500,3
595,220510,4
596,220525,1
597,220530,1
598,220545,2
599,220550,5
600,220552,2
601,220555,2
602,220557,1
603,220554,2
604,220560,1
605,220570,10
606,220580,11
607,220590,1
608,220595,1
609,220605,1
610,220610,1
611,220620,13
612,220635,4
613,220640,1
614,220650,3
615,220660,1
616,220667,2
617,220670,1
618,220672,2
619,220680,3
620,220795,1
621,220690,2
622,220695,1
623,220700,10
624,220720,3
625,220730,2
626,220740,2
627,220750,5
628,220760,1
629,220770,71
630,220777,1
631,220780,2
632,220790,5
633,220800,12
634,220810,3
635,220830,7
636,220840,23
637,220850,1
638,220865,1
639,220870,1
640,220880,3
641,220890,1
642,220900,1
643,220910,2
644,220915,2
645,220920,2
646,220937,1
647,220950,1
648,220970,1
649,220987,2
650,220995,2
651,221000,4
652,221005,1
653,221020,1
654,221030,5
655,221038,1
656,221039,2
657,221040,6
658,221050,1
659,221060,7
660,221062,1
661,221070,4
662,221080,6
663,221093,1
664,221100,260
665,221110,8
666,221120,6
667,221130,1
668,221135,1
669,221170,1
670,230010,1
671,230015,4
672,230020,19
673,230030,14
674,230040,1
675,230050,3
676,230060,8
677,230070,3
678,230075,8
679,230090,1
680,230100,38
681,230110,20
682,230120,8
683,230125,2
684,230130,1
685,230140,2
686,230150,2
687,230160,1
688,230170,4
689,230185,8
690,230190,24
691,230195,2
692,230200,3
693,230205,4
694,230210,8
695,230220,13
696,230230,11
697,230240,5
698,230250,5
699,230260,20
700,230270,1
701,230280,27
702,230290,2
703,230300,4
704,230310,8
705,230320,2
706,230330,3
707,230340,5
708,230350,19
709,230360,4
710,230365,9
711,230370,217
712,230380,3
713,230390,7
714,230393,1
715,230395,6
716,230400,14
717,230410,24
718,230420,38
719,230423,4
720,230425,1
721,230426,1
722,230427,1
723,230428,34
724,230435,13
725,230440,2045
726,230445,4
727,230450,2
728,230460,3
729,230465,5
730,230470,30
731,230490,2
732,230495,5
733,230500,8
734,230510,1
735,230520,8
736,230523,47
737,230526,2
738,230530,7
739,230533,5
740,230535,2
741,230540,18
742,230550,14
743,230560,3
744,230565,3
745,230570,2
746,230580,13
747,230590,15
748,230610,3
749,230620,4
750,230625,137
751,230630,28
752,230640,35
753,230650,1
754,230655,12
755,230660,9
756,230680,1
757,230690,6
758,230700,12
759,230710,5
760,230720,1
761,230725,4
762,230730,105
763,230740,4
764,230750,5
765,230760,11
766,230765,148
767,230770,40
768,230780,9
769,230790,4
770,230800,9
771,230810,10
772,230820,3
773,230830,11
774,230835,2
775,230837,1
776,230840,15
777,230850,11
778,230860,5
779,230870,10
780,230880,1
781,230890,6
782,230900,8
783,230920,3
784,230930,13
785,230940,7
786,230945,7
787,230950,4
788,230960,51
789,230970,53
790,230980,2
791,230990,4
792,231000,2
793,231010,3
794,231020,14
795,231025,8
796,231030,3
797,231040,2
798,231050,6
799,231060,2
800,231070,11
801,231080,1
802,231085,7
803,231090,1
804,231095,4
805,231100,3
806,231110,1
807,231126,3
808,231130,30
809,231140,24
810,231150,2
811,231160,3
812,231170,9
813,231180,11
814,231190,4
815,231195,2
816,231220,10
817,231200,9
818,231210,4
819,231230,14
820,231240,17
821,231250,1
822,231260,2
823,231270,10
824,231280,2
825,231290,156
826,231300,3
827,231310,9
828,231320,4
829,231330,18
830,231335,3
831,231340,15
832,231350,13
833,231355,5
834,231360,5
835,231370,1
836,231375,23
837,231380,11
838,231390,3
839,231395,9
840,231400,6
841,231410,9
842,240010,1
843,240020,8
844,240030,4
845,240040,1
846,240050,2
847,240070,3
848,240080,1
849,240090,3
850,240100,8
851,240110,12
852,240120,5
853,240130,2
854,240140,6
855,240145,8
856,240150,1
857,240170,1
858,240180,6
859,240185,3
860,240190,1
861,240200,17
862,240210,2
863,240220,9
864,240240,2
865,240250,1
866,240260,41
867,240270,1
868,240300,2
869,240310,11
870,240320,3
871,240350,1
872,240360,17
873,240370,2
874,240375,1
875,240380,3
876,240390,1
877,240400,1
878,240410,1
879,240420,11
880,240430,7
881,240440,12
882,240450,5
883,240460,5
884,240470,2
885,240485,4
886,240500,1
887,240510,4
888,240560,1
889,240570,3
890,240580,11
891,240610,4
892,240620,1
893,240630,1
894,240650,1
895,240670,3
896,240710,24
897,240720,12
898,240725,1
899,240740,1
900,240750,9
901,240770,3
902,240780,5
903,240800,121
904,240810,565
905,240820,23
906,240830,14
907,240870,1
908,240880,1
909,240890,2
910,240325,113
911,240920,1
912,240930,2
913,240940,2
914,240970,1
915,240980,8
916,240990,5
917,241010,1
918,241020,3
919,241040,1
920,241070,4
921,241090,1
922,240895,4
923,241100,1
924,241110,1
925,241120,8
926,240933,1
927,241140,4
928,241150,2
929,241160,1
930,241170,1
931,241190,1
932,241200,65
933,241210,1
934,241220,11
935,241230,4
936,241250,3
937,241255,2
938,241260,3
939,241280,1
940,241290,2
941,241030,4
942,241335,1
943,241340,2
944,241370,1
945,241390,2
946,241400,2
947,241410,1
948,241105,2
949,241420,10
950,241440,8
951,241450,1
952,241480,3
953,250030,12
954,250040,5
955,250050,5
956,250053,1
957,250057,1
958,250060,11
959,250077,2
960,250080,5
961,250090,3
962,250100,6
963,250110,5
964,250120,2
965,250130,3
966,250135,2
967,250140,2
968,250150,3
969,250160,1
970,250157,3
971,250180,55
972,250190,13
973,250200,1
974,250215,1
975,250220,1
976,250230,2
977,250240,1
978,250250,2
979,250280,3
980,250290,1
981,250300,14
982,250320,34
983,250330,6
984,250340,1
985,250350,1
986,250355,1
987,250360,1
988,250370,24
989,250375,1
990,250380,2
991,250390,1
992,250400,145
993,250403,1
994,250407,1
995,250430,6
996,250435,1
997,250440,2
998,250450,3
999,250460,7
1000,250470,3
1001,250480,4
1002,250490,5
1003,250500,1
1004,250520,2
1005,250540,3
1006,250570,1
1007,250580,3
1008,250600,10
1009,250610,4
1010,250625,2
1011,250630,32
1012,250640,6
1013,250260,2
1014,250680,5
1015,250690,15
1016,250700,7
1017,250710,6
1018,250720,1
1019,250730,8
1020,250740,1
1021,250750,470
1022,251365,2
1023,250760,1
1024,250780,2
1025,250790,2
1026,250830,4
1027,250840,1
1028,250850,1
1029,250860,2
1030,250880,1
1031,250890,15
1032,250905,2
1033,250910,5
1034,250920,5
1035,250930,2
1036,250933,3
1037,250940,5
1038,250950,1
1039,250970,7
1040,250980,2
1041,250990,2
1042,251010,1
1043,251020,1
1044,251030,1
1045,251040,1
1046,251080,29
1047,251090,1
1048,251110,2
1049,251120,7
1050,251130,1
1051,251140,1
1052,251150,5
1053,251160,1
1054,251170,2
1055,251180,1
1056,251190,6
1057,251200,6
1058,251210,5
1059,251220,1
1060,251230,1
1061,251240,8
1062,251250,9
1063,251270,1
1064,251275,1
1065,251278,1
1066,251280,2
1067,251290,3
1068,251310,3
1069,251320,2
1070,251335,1
1071,251340,3
1072,251370,64
1073,251380,1
1074,251390,6
1075,251398,1
1076,251400,1
1077,250070,2
1078,251410,1
1079,251440,1
1080,251450,4
1081,251470,1
1082,251445,3
1083,251490,2
1084,251500,1
1085,251510,3
1086,251540,2
1087,251530,27
1088,251550,3
1089,251560,1
1090,251580,2
1091,251590,1
1092,251593,2
1093,251597,2
1094,251600,16
1095,251610,1
1096,251620,19
1097,251630,3
1098,251650,3
1099,251660,2
1100,251670,3
1101,251680,1
1102,251690,2
1103,251700,3
1104,251720,4
1105,260005,148
1106,260010,4
1107,260020,4
1108,260030,7
1109,260040,19
1110,260050,6
1111,260060,2
1112,260070,33
1113,260080,4
1114,260090,6
1115,260100,3
1116,260105,11
1117,260110,25
1118,260120,46
1119,260130,2
1120,260140,34
1121,260150,1
1122,260160,7
1123,260170,30
1124,260180,1
1125,260190,25
1126,260200,7
1127,260210,9
1128,260220,8
1129,260230,9
1130,260240,2
1131,260250,1
1132,260260,9
1133,260270,4
1134,260280,16
1135,260290,130
1136,260300,14
1137,260310,6
1138,260320,4
1139,260330,2
1140,260340,2
1141,260345,101
1142,260350,5
1143,260360,4
1144,260370,25
1145,260390,3
1146,260392,2
1147,260400,44
1148,260410,229
1149,260415,4
1150,260420,19
1151,260430,1
1152,260440,4
1153,260450,11
1154,260460,13
1155,260470,4
1156,260480,14
1157,260490,4
1158,260500,8
1159,260510,10
1160,260515,1
1161,260520,43
1162,260530,3
1163,260540,8
1164,260550,8
1165,260560,1
1166,260570,3
1167,260580,5
1168,260590,12
1169,260600,42
1170,260610,9
1171,260620,64
1172,260630,2
1173,260640,51
1174,260650,3
1175,260660,3
1176,260680,77
1177,260690,1
1178,260760,169
1179,260700,4
1180,260710,1
1181,260720,49
1182,260730,9
1183,260740,3
1184,260750,3
1185,260765,6
1186,260770,4
1187,260775,147
1188,260780,9
1189,260790,479
1190,260795,3
1191,260800,3
1192,260805,6
1193,260810,3
1194,260820,11
1195,260825,4
1196,260830,2
1197,260840,2
1198,260850,12
1199,260845,8
1200,260860,2
1201,260870,1
1202,260875,8
1203,260880,14
1204,260890,35
1205,260900,14
1206,260915,3
1207,260920,3
1208,260930,4
1209,261430,4
1210,260940,20
1211,260950,10
1212,260960,345
1213,260970,4
1214,260980,2
1215,260990,16
1216,261000,74
1217,261010,1
1218,261020,8
1219,261030,7
1220,261040,5
1221,261050,4
1222,261060,19
1223,261070,207
1224,261080,6
1225,261090,36
1226,261100,9
1227,261110,114
1228,261120,1
1229,261130,4
1230,261140,7
1231,261150,3
1232,261153,1
1233,261160,1975
1234,261170,4
1235,261180,21
1236,261190,6
1237,261200,2
1238,261210,2
1239,261220,22
1240,261240,6
1241,261245,1
1242,261247,1
1243,261250,33
1244,261255,1
1245,261260,4
1246,261270,2
1247,261290,3
1248,261300,10
1249,261310,9
1250,261320,4
1251,261330,6
1252,261340,14
1253,261350,3
1254,261360,9
1255,261370,83
1256,261380,7
1257,261390,30
1258,261400,11
1259,261410,10
1260,261420,25
1261,261450,17
1262,261460,5
1263,261470,9
1264,261480,7
1265,261485,14
1266,261500,10
1267,261520,2
1268,261530,30
1269,261540,22
1270,261550,3
1271,261560,11
1272,261570,2
1273,261580,3
1274,261590,1
1275,261600,2
1276,261610,2
1277,261620,7
1278,261630,8
1279,261640,89
1280,261650,8
1281,270010,3
1282,270020,2
1283,270030,69
1284,270040,18
1285,270050,4
1286,270060,4
1287,270070,5
1288,270090,1
1289,270100,7
1290,270110,1
1291,270120,3
1292,270130,4
1293,270135,2
1294,270140,13
1295,270150,2
1296,270160,3
1297,270170,4
1298,270190,1
1299,270200,1
1300,270210,8
1301,270220,7
1302,270230,12
1303,270235,4
1304,270240,8
1305,270250,3
1306,270255,2
1307,270260,5
1308,270270,1
1309,270280,5
1310,270290,4
1311,270300,2
1312,270310,9
1313,270320,4
1314,270330,2
1315,270350,8
1316,270370,3
1317,270375,3
1318,270380,17
1319,270400,5
1320,270410,4
1321,270430,597
1322,270440,4
1323,270450,6
1324,270460,1
1325,270470,20
1326,270480,6
1327,270500,3
1328,270510,10
1329,270520,5
1330,270540,1
1331,270550,9
1332,270560,5
1333,270570,2
1334,270580,3
1335,270590,1
1336,270600,2
1337,270610,7
1338,270620,3
1339,270630,35
1340,270640,3
1341,270642,3
1342,270644,6
1343,270650,2
1344,270660,1
1345,270670,22
1346,270680,15
1347,270690,16
1348,270700,1
1349,270710,5
1350,270720,4
1351,270730,7
1352,270740,2
1353,270750,5
1354,270760,4
1355,270770,43
1356,270780,2
1357,270790,1
1358,270800,15
1359,270810,2
1360,270830,10
1361,270840,3
1362,270850,12
1363,270860,26
1364,270870,1
1365,270880,7
1366,270890,10
1367,270900,1
1368,270910,3
1369,270915,18
1370,270920,1
1371,270930,15
1372,270940,7
1373,280020,2
1374,280030,313
1375,280040,1
1376,280050,7
1377,280060,8
1378,280067,5
1379,280070,1
1380,280100,6
1381,280120,5
1382,280130,5
1383,280140,4
1384,280150,3
1385,280160,2
1386,280170,5
1387,280200,1
1388,280210,18
1389,280230,1
1390,280250,2
1391,280270,2
1392,280280,3
1393,280290,25
1394,280300,2
1395,280320,17
1396,280330,10
1397,280340,4
1398,280350,33
1399,280360,14
1400,280380,1
1401,280400,7
1402,280410,2
1403,280420,2
1404,280430,1
1405,280440,8
1406,280450,13
1407,280460,4
1408,280470,1
1409,280480,68
1410,280490,4
1411,280510,2
1412,280520,1
1413,280530,2
1414,280540,2
1415,280550,7
1416,280560,5
1417,280570,25
1418,280580,4
1419,280590,3
1420,280600,2
1421,280610,6
1422,280620,7
1423,280630,3
1424,280650,1
1425,280640,1
1426,280660,4
1427,280670,94
1428,280710,9
1429,280720,3
1430,280730,1
1431,280740,25
1432,280750,4
1433,280760,11
1434,290030,1
1435,290040,2
1436,290060,3
1437,290070,33
1438,290080,14
1439,290090,2
1440,290100,7
1441,290110,5
1442,290115,8
1443,290120,3
1444,290130,3
1445,290135,3
1446,290140,14
1447,290160,4
1448,290170,3
1449,290180,3
1450,290190,7
1451,290195,3
1452,290205,2
1453,290200,2
1454,290210,14
1455,290220,2
1456,290225,9
1457,290230,2
1458,290240,2
1459,290250,1
1460,290265,2
1461,290270,13
1462,290290,4
1463,290300,2
1464,290310,3
1465,290320,63
1466,290323,3
1467,290327,5
1468,290340,13
1469,290350,3
1470,290360,1
1471,290370,1
1472,290380,2
1473,290390,20
1474,290395,1
1475,290400,2
1476,290410,5
1477,290420,3
1478,290430,1
1479,290440,2
1480,290450,3
1481,290460,8
1482,290470,6
1483,290475,3
1484,290485,6
1485,290490,9
1486,290500,2
1487,290510,3
1488,290515,7
1489,290520,7
1490,290530,1
1491,290540,15
1492,290550,4
1493,290560,21
1494,290570,112
1495,290580,12
1496,290590,1
1497,290600,19
1498,290610,5
1499,290620,4
1500,290630,19
1501,290640,1
1502,290650,38
1503,290680,2
1504,290682,1
1505,290685,1
1506,290687,13
1507,290689,3
1508,290690,6
1509,290700,3
1510,290710,8
1511,290720,17
1512,290730,8
1513,290740,2
1514,290750,12
1515,290760,10
1516,290770,3
1517,290780,3
1518,290790,4
1519,290800,5
1520,290810,3
1521,290820,6
1522,290830,3
1523,290840,7
1524,290850,9
1525,290860,11
1526,290880,1
1527,290890,2
1528,290910,3
1529,290930,1
1530,290940,10
1531,290950,1
1532,290960,3
1533,290970,3
1534,290980,9
1535,290990,7
1536,291005,28
1537,291010,1
1538,291040,4
1539,291050,9
1540,290050,1
1541,291060,7
1542,291070,10
1543,291072,48
1544,291075,2
1545,291080,236
1546,291085,2
1547,291090,1
1548,291100,1
1549,291110,5
1550,291120,13
1551,291125,1
1552,291130,3
1553,291150,5
1554,291160,7
1555,291165,3
1556,291170,17
1557,291180,7
1558,291185,5
1559,291190,7
1560,291210,9
1561,291220,3
1562,291230,1
1563,291240,2
1564,291250,6
1565,291270,7
1566,291290,9
1567,291300,4
1568,291310,2
1569,291320,8
1570,291330,1
1571,291345,4
1572,291350,7
1573,291360,125
1574,291370,10
1575,291380,1
1576,291390,19
1577,291400,7
1578,291410,2
1579,291440,4
1580,291450,5
1581,291460,30
1582,291465,18
1583,291470,13
1584,291480,173
1585,291490,10
1586,291500,2
1587,291510,4
1588,291520,5
1589,291530,2
1590,291540,2
1591,291550,8
1592,291560,28
1593,291570,5
1594,291580,3
1595,291590,2
1596,291600,3
1597,291610,10
1598,291620,11
1599,291630,3
1600,291640,37
1601,291650,6
1602,291660,1
1603,291680,8
1604,291685,1
1605,291690,2
1606,291700,6
1607,291710,8
1608,291730,12
1609,291733,4
1610,291735,1
1611,291740,1
1612,291750,28
1613,291760,3
1614,291770,7
1615,291780,1
1616,291790,3
1617,291800,63
1618,291810,5
1619,291820,2
1620,291830,4
1621,291835,5
1622,291840,66
1623,291845,2
1624,291850,1
1625,291855,2
1626,291860,2
1627,291880,4
1628,291905,2
1629,291910,2
1630,291915,4
1631,291920,103
1632,291930,4
1633,291940,1
1634,291950,6
1635,291955,14
1636,291960,2
1637,291970,5
1638,291980,11
1639,291992,11
1640,292000,3
1641,292010,2
1642,292020,10
1643,292040,1
1644,292050,2
1645,292060,8
1646,292070,6
1647,292080,1
1648,292090,5
1649,292100,16
1650,292110,7
1651,292120,3
1652,292130,2
1653,292140,1
1654,292145,2
1655,292150,8
1656,292160,2
1657,292170,7
1658,292190,1
1659,292200,12
1660,292205,1
1661,292210,3
1662,292220,1
1663,292225,2
1664,292230,7
1665,292240,2
1666,292250,13
1667,292265,6
1668,292270,1
1669,292273,1
1670,292275,3
1671,292280,2
1672,292290,7
1673,292300,9
1674,292303,1
1675,292305,4
1676,292310,7
1677,292320,2
1678,292335,7
1679,292340,1
1680,292350,1
1681,292360,6
1682,292370,14
1683,292380,7
1684,292390,10
1685,292400,38
1686,292405,5
1687,292410,1
1688,292420,1
1689,292430,3
1690,292440,7
1691,292450,1
1692,292460,26
1693,292465,2
1694,292467,2
1695,292480,3
1696,292500,1
1697,292510,9
1698,292520,9
1699,292525,4
1700,292530,68
1701,292540,4
1702,292550,7
1703,292560,2
1704,292570,3
1705,292575,7
1706,292580,6
1707,292590,9
1708,292593,3
1709,292595,3
1710,292600,5
1711,292610,4
1712,292620,5
1713,292630,8
1714,292640,4
1715,292650,1
1716,292660,25
1717,292670,2
1718,292700,3
1719,292710,1
1720,292720,4
1721,292730,2
1722,292740,2070
1723,292750,5
1724,292760,3
1725,292770,10
1726,292780,2
1727,292790,1
1728,292805,5
1729,292810,11
1730,292840,2
1731,292800,10
1732,292820,5
1733,292830,1
1734,292860,30
1735,292870,24
1736,292880,15
1737,292890,5
1738,292895,3
1739,292910,6
1740,292900,2
1741,292905,2
1742,292920,21
1743,292925,6
1744,292930,4
1745,292935,3
1746,292940,2
1747,292950,20
1748,292960,2
1749,292970,4
1750,292975,3
1751,292980,4
1752,292990,7
1753,293000,1
1754,293010,35
1755,293020,2
1756,293015,7
1757,293040,2
1758,293050,30
1759,293060,1
1760,293070,55
1761,293075,5
1762,293076,11
1763,293077,3
1764,293080,2
1765,293120,8
1766,293135,63
1767,293140,4
1768,293150,1
1769,293160,1
1770,293170,2
1771,293180,3
1772,293190,16
1773,293200,5
1774,293210,4
1775,293220,6
1776,293230,5
1777,293240,4
1778,293245,5
1779,293250,23
1780,293260,1
1781,293270,16
1782,293280,5
1783,293290,51
1784,293300,4
1785,293305,2
1786,293315,1
1787,293317,4
1788,293320,13
1789,293330,64
1790,293340,1
1791,293345,5
1792,293350,7
1793,293360,13
1794,310010,1
1795,310020,5
1796,310030,1
1797,310040,1
1798,310050,4
1799,310060,3
1800,310080,1
1801,310090,4
1802,310100,4
1803,310110,4
1804,310120,3
1805,310150,24
1806,310160,8
1807,310163,1
1808,310170,7
1809,310180,3
1810,310190,2
1811,310200,2
1812,310205,1
1813,315350,3
1814,310210,2
1815,310220,1
1816,310230,1
1817,310250,1
1818,310260,5
1819,310300,1
1820,310340,8
1821,310350,12
1822,310360,1
1823,310375,2
1824,310390,3
1825,310400,9
1826,310410,3
1827,310420,3
1828,310430,2
1829,310445,1
1830,310450,3
1831,310460,1
1832,310470,1
1833,310480,1
1834,310490,1
1835,310510,6
1836,310520,1
1837,310530,2
1838,310540,3
1839,310550,2
1840,310560,17
1841,310570,1
1842,310590,2
1843,310600,2
1844,310620,647
1845,310630,8
1846,310640,2
1847,310665,1
1848,310670,62
1849,310690,2
1850,310700,1
1851,310710,3
1852,310720,2
1853,310730,6
1854,310740,9
1855,310780,4
1856,310790,2
1857,310800,3
1858,310810,2
1859,310825,1
1860,310830,3
1861,310870,2
1862,310860,5
1863,310890,1
1864,310900,7
1865,310925,1
1866,310930,1
1867,310940,3
1868,310945,1
1869,310950,1
