,QUANTIDADE,MUNCOD,MUNNOME,LATITUDE,LONGITUDE
106,12,313840,Leopoldina,-21.532,-42.643
107,1,313880,Luz,-19.801,-45.686
108,1,313940,Manhuaçu,-20.258,-42.034
109,3,313960,Mantena,-18.782,-40.98
110,5,314000,Mariana,-20.378,-43.416
111,1,314070,Mateus Leme,-19.986,-44.428
112,2,314140,Medina,-16.223,-41.477
113,2,314180,Minas Novas,-17.219,-42.59
114,1,314320,Monte Santo de Minas,-21.19,-46.98
115,86,314330,Montes Claros,-16.735,-43.862
116,87,314350,Morada Nova de Minas,-18.604,-45.357
117,10,314390,Muriaé,-21.131,-42.366
118,1,314460,Nepomuceno,-21.236,-45.236
119,2,314470,Nova Era,-19.75,-43.038
120,4,314480,Nova Lima,-19.986,-43.847
121,14,314560,Oliveira,-20.696,-44.827
122,21,314610,Ouro Preto,-20.288,-43.508
123,12,314670,Palma,-21.375,-42.314
124,161,314710,Pará de Minas,-19.86,-44.608
125,2,314790,Passos,-20.719,-46.61
126,107,314810,Patrocínio,-18.944,-46.993
127,1,314870,Pedra Azul,-16.005,-41.297
128,6,314930,Pedro Leopoldo,-19.618,-44.043
129,2,314990,Perdões,-21.091,-45.091
130,6,315120,Pirapora,-17.345,-44.942
131,2,315140,Pitangui,-19.683,-44.89
132,1,315150,Piumhi,-20.465,-45.958
133,186,315180,Poços de Caldas,-21.788,-46.561
134,4,315200,Pompéu,-19.224,-44.935
135,5,315210,Ponte Nova,-20.416,-42.909
136,7,315250,Pouso Alegre,-22.23,-45.936
137,1,315400,Raul Soares,-20.102,-42.453
138,6,315430,Resplendor,-19.326,-41.255
139,6,315490,Rio Casca,-20.226,-42.651
140,493,315670,Sabará,-19.886,-43.807
141,2,315690,Sacramento,-19.865,-47.44
142,21,315700,Salinas,-16.17,-42.29
143,1,315800,Santa Maria de Itabira,-19.449,-43.113
144,4,315960,Santa Rita do Sapucaí,-22.252,-45.703
145,5,315980,Santa Vitória,-18.839,-50.121
146,2,316040,Santo Antônio do Monte,-20.087,-45.294
147,7,316070,Santos Dumont,-21.457,-43.553
148,1,316100,São Domingos do Prata,-19.865,-42.968
149,1,316200,São Gonçalo do Sapucaí,-21.892,-45.595
150,21,316250,São João del Rei,-21.136,-44.262
151,2,316370,São Lourenço,-22.116,-45.054
152,121,316470,São Sebastião do Paraíso,-20.917,-46.991
153,2,316500,São Tiago,-20.913,-44.509
154,91,316570,Senador Firmino,-20.912,-43.097
155,5,316710,Serro,-18.605,-43.379
156,1019,316720,Sete Lagoas,-19.466,-44.247
157,146,316860,Teófilo Otoni,-17.858,-41.505
158,5,316870,Timóteo,-19.583,-42.644
159,106,316940,Três Pontas,-21.367,-45.513
160,2,316970,Turmalina,-17.286,-42.73
161,3428,316990,Ubá,-21.12,-42.943
162,113,317010,Uberaba,-19.748,-47.932
163,21,317020,Uberlândia,-18.919,-48.277
164,49,317130,Viçosa,-20.754,-42.882
165,2,320020,Alegre,-20.764,-41.533
166,5,320060,Aracruz,-19.82,-40.273
167,161,320120,Cachoeiro de Itapemirim,-20.849,-41.113
168,6,320140,Castelo,-20.604,-41.185
169,2,320150,Colatina,-19.539,-40.631
170,1,320190,Domingos Martins,-20.363,-40.659
171,15,320240,Guarapari,-20.658,-40.511
172,138,320313,João Neiva,-19.758,-40.386
173,24,320320,Linhares,-19.391,-40.072
174,1,320390,Nova Venécia,-18.711,-40.401
175,9,320460,Santa Teresa,-19.936,-40.6
176,3,320490,São Mateus,-18.716,-39.859
177,71,320506,Venda Nova do Imigrante,-20.34,-41.135
178,10,320520,Vila Velha,-20.33,-40.292
179,26,320530,Vitória,-20.319,-40.338
180,3,330010,Angra dos Reis,-23.007,-44.318
181,1975,330040,Barra Mansa,-22.544,-44.171
182,2,330050,Bom Jardim,-22.152,-42.419
183,7,330060,Bom Jesus do Itabapoana,-21.134,-41.68
184,32,330100,Campos dos Goytacazes,-21.754,-41.324
185,5,330120,Carmo,-21.934,-42.609
186,1,330150,Cordeiro,-22.029,-42.361
187,26,330220,Itaperuna,-21.205,-41.888
188,238,330330,Niterói,-22.883,-43.104
189,152,330340,Nova Friburgo,-22.282,-42.531
190,26,330350,Nova Iguaçu,-22.759,-43.451
191,9,330370,Paraíba do Sul,-22.162,-43.293
192,47,330390,Petrópolis,-22.505,-43.179
193,3,330400,Piraí,-22.629,-43.898
194,32,330420,Resende,-22.469,-44.447
195,2,330430,Rio Bonito,-22.708,-42.626
196,12681,330455,Rio de Janeiro,-22.903,-43.208
197,3,330480,São Fidélis,-21.646,-41.747
198,21,330580,Teresópolis,-22.412,-42.966
199,9,330600,Três Rios,-22.117,-43.209
200,8,350010,Adamantina,-21.685,-51.073
201,2,350050,Águas de Lindóia,-22.476,-46.633
202,496,350160,Americana,-22.739,-47.331
203,621,350190,Amparo,-22.701,-46.764
204,12,350210,Andradina,-20.896,-51.379
205,1,350220,Angatuba,-23.49,-48.413
206,1,350250,Aparecida,-22.847,-45.23
207,12,350280,Araçatuba,-21.209,-50.433
208,138,350320,Araraquara,-21.794,-48.176
209,335,350330,Araras,-22.357,-47.384
210,2,350390,Arujá,-23.396,-46.321
211,11,350400,Assis,-22.662,-50.412
212,4,350450,Avaré,-23.099,-48.926
213,1,350520,Bariri,-22.074,-48.74
214,2,350530,Barra Bonita,-22.495,-48.558
215,13,350550,Barretos,-20.557,-48.568
216,2,350590,Batatais,-20.891,-47.585
217,126,350600,Bauru,-22.315,-49.061
218,7,350610,Bebedouro,-20.949,-48.479
219,1,350630,Bernardino de Campos,-23.013,-49.474
220,1885,350650,Birigui,-21.289,-50.34
221,1,350740,Borborema,-21.62,-49.074
222,26,350760,Bragança Paulista,-22.952,-46.542
223,2,350790,Brotas,-22.284,-48.127
224,29,350840,Cabreúva,-23.308,-47.133
225,24,350850,Caçapava,-23.101,-45.707
226,1,350940,Cajuru,-21.275,-47.304
227,635,350950,Campinas,-22.906,-47.061
228,5,350970,Campos do Jordão,-22.739,-45.591
229,1,351000,Cândido Mota,-22.746,-50.387
230,3,351040,Capivari,-22.995,-47.508
231,4,351050,Caraguatatuba,-23.62,-45.413
232,1,351080,Casa Branca,-21.774,-47.086
233,462,351110,Catanduva,-21.138,-48.973
234,1,351140,Cerqueira César,-23.036,-49.166
235,1,351170,Charqueada,-22.51,-47.778
236,2,351220,Conchal,-22.33,-47.173
237,66,351300,Cotia,-23.604,-46.919
238,1,351370,Descalvado,-21.904,-47.619
239,9,351380,Diadema,-23.686,-46.623
240,5,351410,Dois Córregos,-22.366,-48.38
241,11,351440,Dracena,-21.483,-51.533
242,1443,351515,Engenheiro Coelho,-22.488,-47.215
243,55,351518,Espírito Santo do Pinhal,-22.191,-46.741
244,2,351540,Fartura,-23.388,-49.51
245,6,351550,Fernandópolis,-20.284,-50.246
246,513,351620,Franca,-20.539,-47.401
247,115,351670,Garça,-22.211,-49.656
248,1,351690,General Salgado,-20.648,-50.361
249,1,351740,Guaíra,-20.318,-48.311
250,15,351840,Guaratinguetá,-22.816,-45.193
251,34,351870,Guarujá,-23.993,-46.256
252,37,351880,Guarulhos,-23.463,-46.533
253,8,351960,Ibitinga,-21.758,-48.829
254,35,352010,Igarapava,-20.038,-47.747
255,246,352050,Indaiatuba,-23.09,-47.218
256,2,352230,Itapetininga,-23.592,-48.053
257,29,352240,Itapeva,-23.982,-48.876
258,3497,352260,Itapira,-22.436,-46.822
259,2,352280,Itaporanga,-23.708,-49.49
260,4,352340,Itatiba,-23.006,-46.839
261,1,352390,Itu,-23.264,-47.299
262,23,352410,Ituverava,-20.339,-47.781
263,5,352430,Jaboticabal,-21.255,-48.322
264,52,352440,Jacareí,-23.305,-45.966
265,1185,352450,Jaci,-20.882,-49.57
266,1128,352480,Jales,-20.269,-50.546
267,209,352530,Jaú,-22.296,-48.558
268,8867,352590,Jundiaí,-23.186,-46.884
269,4,352600,Junqueirópolis,-21.515,-51.434
270,1,352670,Leme,-22.186,-47.39
271,3,352680,Lençóis Paulista,-22.599,-48.8
272,504,352690,Limeira,-22.565,-47.402
273,14,352710,Lins,-21.679,-49.743
274,1,352720,Lorena,-22.731,-45.125
275,5,352800,Macatuba,-22.502,-48.711
276,684,352900,Marília,-22.214,-49.946
277,1,352930,Matão,-21.603,-48.366
278,13,352940,Mauá,-23.668,-46.461
279,18,353050,Mococa,-21.468,-47.005
280,34,353070,Mogi Guaçu,-22.372,-46.942
281,3,353080,Moji Mirim,-22.432,-46.958
282,350,353130,Monte Alto,-21.261,-48.496
283,1,353140,Monte Aprazível,-20.773,-49.714
284,3,353150,Monte Azul Paulista,-20.907,-48.641
285,11,353190,Morro Agudo,-20.731,-48.058
286,1,353300,Nova Granada,-20.534,-49.314
287,3,353350,Novo Horizonte,-21.468,-49.221
288,11,353430,Orlândia,-20.72,-47.887
289,88,353440,Osasco,-23.533,-46.792
290,1,353460,Osvaldo Cruz,-21.797,-50.89
291,222,353470,Ourinhos,-22.979,-49.871
292,2,353550,Paraguaçu Paulista,-22.413,-50.576
293,7,353800,Pindamonhangaba,-22.924,-45.462
294,61,353870,Piracicaba,-22.725,-47.649
295,1,353880,Piraju,-23.194,-49.384
296,1,353900,Pirangi,-21.091,-48.658
297,17,353930,Pirassununga,-21.996,-47.426
298,2,353950,Pitangueiras,-21.009,-48.222
299,1,354000,Pompéia,-22.109,-50.172
300,4,354070,Porto Ferreira,-21.854,-47.479
301,195,354080,Potirendaba,-21.043,-49.377
302,2,354130,Presidente Epitácio,-21.763,-52.116
303,31,354140,Presidente Prudente,-22.126,-51.389
304,7,354150,Presidente Venceslau,-21.876,-51.844
305,10,354220,Rancharia,-22.229,-50.893
306,9,354330,Ribeirão Pires,-23.711,-46.413
307,1762,354340,Ribeirão Preto,-21.178,-47.81
308,588,354390,Rio Claro,-22.411,-47.561
309,9,354490,Sales Oliveira,-20.772,-47.838
310,1,354520,Salto,-23.201,-47.287
311,125,354530,Salto de Pirapora,-23.649,-47.573
312,2,354580,Santa Bárbara d'Oeste,-22.754,-47.414
313,1,354630,Santa Cruz das Palmeiras,-21.827,-47.249
314,15,354640,Santa Cruz do Rio Pardo,-22.899,-49.633
315,1,354660,Santa Fé do Sul,-20.211,-50.926
316,1,354760,Santa Rosa de Viterbo,-21.473,-47.363
317,1,354770,Santo Anastácio,-21.977,-51.652
318,5136,354780,Santo André,-23.664,-46.538
319,1975,354850,Santos,-23.961,-46.334
320,1,354860,São Bento do Sapucaí,-22.689,-45.731
321,1123,354870,São Bernardo do Campo,-23.694,-46.565
322,39,354890,São Carlos,-22.018,-47.891
323,17,354910,São João da Boa Vista,-21.969,-46.798
324,3,354940,São Joaquim da Barra,-20.581,-47.855
325,8,354970,São José do Rio Pardo,-21.596,-46.889
326,13970,354980,São José do Rio Preto,-20.82,-49.379
327,5335,354990,São José dos Campos,-23.179,-45.887
328,13410,355030,São Paulo,-23.548,-46.636
329,5,355060,São Roque,-23.529,-47.135
330,13,355090,São Simão,-21.479,-47.551
331,16,355150,Serrana,-21.211,-47.596
332,1,355160,Serra Negra,-22.612,-46.701
333,5,355170,Sertãozinho,-21.138,-47.99
334,98,355220,Sorocaba,-23.502,-47.458
335,23,355370,Taquaritinga,-21.406,-48.505
336,5,355380,Taquarituba,-23.533,-49.244
337,3,355400,Tatuí,-23.356,-47.857
338,28,355410,Taubaté,-23.026,-45.555
339,1,355430,Teodoro Sampaio,-22.533,-52.168
340,6,355500,Tupã,-21.935,-50.514
341,1,355540,Ubatuba,-23.434,-45.071
342,4,355620,Valinhos,-22.971,-46.996
343,2,355630,Valparaíso,-21.228,-50.868
344,3,355640,Vargem Grande do Sul,-21.832,-46.894
345,12,355670,Vinhedo,-23.03,-46.975
346,462,355710,Votuporanga,-20.423,-49.973
347,7,410140,Apucarana,-23.551,-51.461
348,7,410150,Arapongas,-23.419,-51.424
349,1,410210,Astorga,-23.233,-51.666
350,32,410370,Cambé,-23.276,-51.278
351,7,410400,Campina Grande do Sul,-25.306,-49.055
352,1,410420,Campo Largo,-25.459,-49.528
353,12,410430,Campo Mourão,-24.046,-52.383
354,89,410480,Cascavel,-24.956,-53.455
355,28,410550,Cianorte,-23.663,-52.605
356,1,410570,Clevelândia,-26.396,-52.471
357,3,410640,Cornélio Procópio,-23.181,-50.647
358,17909,410690,Curitiba,-25.428,-49.273
359,1022,410830,Foz do Iguaçu,-25.548,-54.588
360,10,410940,Guarapuava,-25.395,-51.458
361,2,410980,Ibiporã,-23.269,-51.048
362,32,411070,Irati,-25.467,-50.651
363,19,411150,Ivaiporã,-24.248,-51.685
364,27,411180,Jacarezinho,-23.161,-49.969
365,3,411330,Laranjeiras do Sul,-25.408,-52.416
366,774,411370,Londrina,-23.31,-51.163
367,375,411520,Maringá,-23.425,-51.939
368,3,411560,Matelândia,-25.241,-53.996
369,17,411580,Medianeira,-25.295,-54.094
370,5,411722,Nova Santa Rosa,-24.466,-53.953
371,9,411840,Paranavaí,-23.073,-52.465
372,59,411850,Pato Branco,-26.229,-52.671
373,1,411930,Pinhão,-25.696,-51.66
374,2,411960,Pitanga,-24.757,-51.761
375,91,411990,Ponta Grossa,-25.095,-50.162
376,1,412180,Ribeirão Claro,-23.194,-49.758
377,2,412230,Rio Negro,-26.106,-49.798
378,1,412240,Rolândia,-23.31,-51.369
379,1,412350,Santa Helena,-24.86,-54.333
380,2,412530,São Jorge do Ivaí,-23.433,-52.293
381,1,412560,São Mateus do Sul,-25.874,-50.383
382,17,412625,Sarandi,-23.444,-51.874
383,1,412710,Telêmaco Borba,-24.324,-50.616
384,47,412770,Toledo,-24.714,-53.743
385,11,412810,Umuarama,-23.766,-53.325
386,217,412820,União da Vitória,-26.23,-51.086
387,3,420160,Arroio Trinta,-26.933,-51.339
388,322,420240,Blumenau,-26.919,-49.066
389,3,420280,Braço do Norte,-28.275,-49.166
390,27,420290,Brusque,-27.098,-48.918
391,5,420300,Caçador,-26.775,-51.015
392,2,420310,Caibi,-27.072,-53.248
393,2,420340,Campo Belo do Sul,-27.899,-50.761
394,2,420350,Campo Erê,-26.394,-53.078
395,14,420360,Campos Novos,-27.402,-51.225
396,6,420390,Capinzal,-27.344,-51.612
397,11,420400,Catanduvas,-27.071,-51.662
398,1,420410,Caxambu do Sul,-27.161,-52.879
399,3,420420,Chapecó,-27.096,-52.618
400,145,420430,Concórdia,-27.234,-52.028
401,196,420460,Criciúma,-28.678,-49.37
402,3,420470,Cunha Porã,-26.894,-53.168
403,66,420480,Curitibanos,-27.283,-50.584
404,42,420520,Erval Velho,-27.276,-51.442
405,14,420540,Florianópolis,-27.597,-48.549
406,7,420640,Guaraciaba,-26.599,-53.518
407,6,420660,Guarujá do Sul,-26.385,-53.528
408,43,420680,Ibicaré,-27.092,-51.365
409,1,420700,Içara,-28.713,-49.3
410,2,420730,Imbituba,-28.24,-48.67
411,7,420750,Indaial,-26.898,-49.232
412,1,420765,Iporã do Oeste,-26.988,-53.535
413,1,420770,Ipumirim,-27.077,-52.136
414,54,420780,Irani,-27.025,-51.902
415,2,420800,Itá,-27.291,-52.323
416,12,420870,Jacinto Machado,-28.997,-49.764
417,944,420890,Jaraguá do Sul,-26.486,-49.067
418,2,420900,Joaçaba,-27.178,-51.505
419,1,420910,Joinville,-26.304,-48.846
420,57,420930,Lages,-27.816,-50.326
421,108,420940,Laguna,-28.483,-48.781
422,30,421003,Luzerna,-27.133,-51.467
423,19,421080,Meleiro,-28.829,-49.636
424,1,421090,Modelo,-26.778,-53.055
425,34,421100,Mondaí,-27.103,-53.402
426,11,421120,Morro da Fumaça,-28.651,-49.21
427,1,421140,Nova Erechim,-26.903,-52.906
428,2,421170,Orleans,-28.359,-49.291
429,3,421200,Palma Sola,-26.348,-53.278
430,8,421220,Papanduva,-26.37,-50.144
431,1,421290,Pinhalzinho,-26.848,-52.992
432,18,421320,Pomerode,-26.741,-49.177
433,5,421330,Ponte Alta,-27.484,-50.38
434,23,421340,Ponte Serrada,-26.872,-52.016
435,3,421370,Pouso Redondo,-27.258,-49.934
436,12,421380,Praia Grande,-29.197,-49.95
437,18,421420,Quilombo,-26.726,-52.721
438,2,421480,Rio do Sul,-27.214,-49.643
439,1,421500,Rio Negrinho,-26.254,-49.518
440,103,421550,Santa Cecília,-26.961,-50.427
441,3,421580,São Bento do Sul,-26.25,-49.379
442,9,421600,São Carlos,-27.078,-53.004
443,5,421650,São Joaquim,-28.294,-49.932
444,12,421670,São José do Cedro,-26.455,-53.494
445,17,421690,São Lourenço do Oeste,-26.359,-52.851
446,10,421750,Seara,-27.149,-52.311
447,1,421790,Tangará,-27.105,-51.247
448,112,421800,Tijucas,-27.241,-48.634
449,6,421810,Timbé do Sul,-28.83,-49.847
450,3,421820,Timbó,-26.823,-49.272
451,5,421830,Três Barras,-26.106,-50.322
452,3,421860,Trombudo Central,-27.299,-49.79
453,39,421870,Tubarão,-28.467,-49.007
454,17,421875,Tunápolis,-26.969,-53.639
455,24,421880,Turvo,-28.926,-49.679
456,61,421900,Urussanga,-28.518,-49.321
457,8,421930,Videira,-27.008,-51.152
458,12,421950,Xanxerê,-26.877,-52.404
459,6,430010,Agudo,-29.645,-53.24
460,12,430020,Ajuricaba,-28.239,-53.771
461,11,430040,Alegrete,-29.783,-55.792
462,2,430050,Alpestre,-27.249,-53.035
463,21,430080,Antônio Prado,-28.858,-51.283
464,17,430090,Aratiba,-27.394,-52.3
465,19,430100,Arroio do Meio,-29.401,-51.945
466,101,430120,Arroio do Tigre,-29.333,-53.093
467,12,430140,Arvorezinha,-28.872,-52.175
468,12,430150,Augusto Pestana,-28.517,-53.992
469,2,430160,Bagé,-31.331,-54.107
470,6,430180,Barracão,-27.672,-51.461
471,230,430210,Bento Gonçalves,-29.171,-51.519
472,4,430220,Boa Vista do Buricá,-27.669,-54.11
473,3,430235,Bom Princípio,-29.489,-51.353
474,6,430245,Boqueirão do Leão,-29.304,-52.429
475,4,430260,Braga,-27.614,-53.739
476,8,430300,Cachoeira do Sul,-30.039,-52.894
477,13,430330,Caibaté,-28.288,-54.638
478,2,430340,Caiçara,-27.274,-53.432
479,19,430350,Camaquã,-30.851,-51.812
480,3,430370,Campina das Missões,-27.989,-54.839
481,20,430380,Campinas do Sul,-27.716,-52.628
482,2,430390,Campo Bom,-29.679,-51.053
483,24,430420,Candelária,-29.669,-52.789
484,6,430430,Cândido Godói,-27.952,-54.752
485,6,430440,Canela,-29.366,-50.816
486,7,430450,Canguçu,-31.395,-52.676
487,57,430460,Canoas,-29.918,-51.184
488,15,430463,Capão da Canoa,-29.761,-50.03
489,130,430470,Carazinho,-28.284,-52.786
490,167,430480,Carlos Barbosa,-29.298,-51.504
491,73,430490,Casca,-28.561,-51.978
492,1285,430510,Caxias do Sul,-29.168,-51.179
493,17,430520,Cerro Largo,-28.149,-54.738
494,10,430540,Chiapetta,-27.923,-53.941
495,7,430570,Condor,-28.208,-53.487
496,22,430580,Constantina,-27.735,-52.992
497,1,430590,Coronel Bicaco,-27.716,-53.701
498,2,430600,Crissiumal,-27.5,-54.101
499,1,430630,David Canabarro,-28.388,-51.848
500,52,430640,Dois Irmãos,-29.58,-51.085
501,4,430645,Dois Lajeados,-28.984,-51.836
502,1,430660,Dom Pedrito,-30.983,-54.673
503,28,430680,Encantado,-29.236,-51.87
504,90,430700,Erechim,-27.634,-52.274
505,26,430750,Espumoso,-28.725,-52.85
506,35,430780,Estrela,-29.502,-51.966
507,4,430790,Farroupilha,-29.225,-51.348
508,1,430800,Faxinal do Soturno,-29.575,-53.445
509,2,430810,Feliz,-29.451,-51.306
510,22,430820,Flores da Cunha,-29.029,-51.182
511,3,430830,Fontoura Xavier,-28.983,-52.346
512,17,430850,Frederico Westphalen,-27.359,-53.394
513,4,430860,Garibaldi,-29.256,-51.534
514,51,430870,Gaurama,-27.584,-52.094
515,76,430890,Getúlio Vargas,-27.89,-52.228
516,3,430900,Giruá,-28.028,-54.35
517,18,430910,Gramado,-29.379,-50.874
518,16,430920,Gravataí,-29.944,-50.992
519,4,430940,Guaporé,-28.846,-51.89
520,1,430950,Guarani das Missões,-28.141,-54.558
521,21,430960,Horizontina,-27.626,-54.308
522,15,430980,Ibiaçá,-28.057,-51.855
523,1,431000,Ibirubá,-28.628,-53.09
524,1,431010,Igrejinha,-29.574,-50.79
525,139,431020,Ijuí,-28.388,-53.915
526,16,431030,Ilópolis,-28.927,-52.124
527,5,431060,Itaqui,-29.125,-56.553
528,8,431080,Ivoti,-29.591,-51.161
529,7,431090,Jacutinga,-27.729,-52.535
530,1,431100,Jaguarão,-32.566,-53.376
531,27,431110,Jaguari,-29.497,-54.69
532,13,431120,Júlio de Castilhos,-29.227,-53.682
533,8,431130,Lagoa Vermelha,-28.209,-51.526
534,63,431140,Lajeado,-29.467,-51.961
535,1,431150,Lavras do Sul,-30.813,-53.895
536,36,431180,Marau,-28.449,-52.2
537,76,431190,Marcelino Ramos,-27.462,-51.906
538,2,431205,Marques de Souza,-29.328,-52.093
539,15,431220,Maximiliano de Almeida,-27.632,-51.803
540,16,431265,Não-Me-Toque,-28.459,-52.821
541,26,431290,Nova Bassano,-28.724,-51.705
542,4,431310,Nova Palma,-29.472,-53.469
543,1,431320,Nova Petrópolis,-29.376,-51.114
544,8,431330,Nova Prata,-28.784,-51.61
545,29,431340,Novo Hamburgo,-29.678,-51.131
546,78,431360,Paim Filho,-27.711,-51.761
547,1,431370,Palmeira das Missões,-27.899,-53.314
548,15,431380,Palmitinho,-27.355,-53.555
549,1,431390,Panambi,-28.293,-53.502
550,7,431400,Paraí,-28.594,-51.786
551,1,431402,Paraíso do Sul,-29.669,-53.149
552,508,431410,Passo Fundo,-28.263,-52.407
553,24,431430,Pejuçara,-28.423,-53.656
554,614,431440,Pelotas,-31.772,-52.343
555,1,431447,Pinhal Grande,-29.346,-53.307
556,66,431470,Planalto,-27.329,-53.059
557,1,431480,Portão,-29.702,-51.242
558,7032,431490,Porto Alegre,-30.033,-51.23
559,24,431500,Porto Lucena,-27.856,-55.016
560,21,431510,Porto Xavier,-27.906,-55.138
561,151,431515,Progresso,-29.244,-52.312
562,2,431530,Quaraí,-30.388,-56.451
563,11,431560,Rio Grande,-32.035,-52.099
564,1,431590,Rodeio Bonito,-27.471,-53.169
565,1,431600,Rolante,-29.651,-50.576
566,133,431610,Ronda Alta,-27.767,-52.802
567,5,431640,Rosário do Sul,-30.258,-54.914
568,1,431650,Salvador do Sul,-29.438,-51.511
569,13,431660,Sananduva,-27.95,-51.807
570,12,431670,Santa Bárbara do Sul,-28.358,-53.247
571,125,431680,Santa Cruz do Sul,-29.718,-52.426
572,524,431690,Santa Maria,-29.684,-53.807
573,53,431720,Santa Rosa,-27.871,-54.481
