,MUNCOD,2008,2009,2010,2011,2012,2013,2014,2015
38,140010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,140015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,150010,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
41,150020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,150060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,150080,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
44,150090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,150120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,150130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,150140,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0
48,150150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,150170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,150180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,150210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,150215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,150220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,150230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,150240,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
56,150275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,150280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,150290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,150307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,150310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,150320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,150330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,150345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,150405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,150420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,150430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,150442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,150470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,150480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,150490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,150495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,150530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,150540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,150553,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
75,150618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,150620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,150635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,150650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,150680,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80,150710,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,150720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,150730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,150747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,150760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,150795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,150820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,160030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,160050,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,170210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,170950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
91,171330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,171889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,210005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,210020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,210140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,210190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,210270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,210300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,210340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,210360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,210407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,210540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103,210630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,210663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,210820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,210825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,210840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,210860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,210980,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,211120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,211130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,211220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,211223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,211245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,211250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,211270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,211280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,211300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,220070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,220250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,220620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,220700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,220955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,221060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,221100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,221135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,230030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,230190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,230200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,230250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,230340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,230370,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,230423,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,230440,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,230500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,230530,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,230550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,230600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,230765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140,230810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,230930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,230970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,231050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,231080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,231140,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
146,231230,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,231250,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148,231290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,231300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,231330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
151,231340,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
152,231360,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,231410,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
154,240050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,240310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,240330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,240430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,240700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,240710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,240730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,240780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,240800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,240810,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,240940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,241020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,241250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,241410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,250510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,250750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,251593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,260110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,260530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,260620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,260730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,260915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,261430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,261040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,261110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
179,261530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,270060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,270250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,270255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,270430,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184,270800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,270860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,270895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,270915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,280030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,280350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,280390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,280420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,280480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,280490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,280570,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
195,290035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,290070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,290080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,290520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,290570,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
200,290600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,290750,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
202,290780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,290830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,290840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,290990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,291072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
207,291080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,291350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,291360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,291465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
211,291530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,291560,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
213,291610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,291840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,291845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
216,291880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,291955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,291992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,292100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,292130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,292400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,292460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,292530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,292550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,292600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
226,292630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,292740,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
228,292870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,292910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,292960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,293070,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
232,293135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,293320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,310050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,310150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,310160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,310300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
238,310340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,310350,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240,310400,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
241,310470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,310560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,310600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,310620,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
245,310670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,310690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,310710,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,310780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,310790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,310990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,311000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,311020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,311130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,311150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,311400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,311530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,311860,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258,311940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,312030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,312083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
261,312160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,312230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,312235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,312590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,312710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,312770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,312870,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
268,313020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,313130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,313170,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
271,313180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,313190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,313210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,313240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,313270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,313330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,313420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,313440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,313510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,313520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,313560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,313610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,313630,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
284,313670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,313720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,313760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,313930,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
288,313980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,314000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,314010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,314180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,314220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,314225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,314290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,314310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,314330,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
297,314430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,314520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,314537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,314560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,314590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,314710,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
303,314790,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
304,314800,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
305,314960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,315015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,315200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
308,315210,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
309,315217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,315300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,315460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,315490,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
313,315700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,315720,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
315,315770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,315780,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
317,315800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,315960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,316010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,316070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,316105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
322,316180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,316245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,316250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,316290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,316470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,316805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,316860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,316870,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
330,316920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,316935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,316960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,316990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,317005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,317010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,317020,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
337,317040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,317070,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,317080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,317103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,317130,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
342,320030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,320060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,320120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,320130,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
346,320200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,320230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,320240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,320245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,320300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,320310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,320320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,320334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,320410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,320450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,320500,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
357,320501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,320506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,320510,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
360,320520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,320530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,330010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
363,330015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,330020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,330023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,330025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,330040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,330045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,330060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
370,330070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,330100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,330170,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
373,330190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,330200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,330220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
