,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Total,MUNCOD
2802,0,0,0,0,0,0,0,0,2,0,0,2,315650
2803,0,0,1,0,1,1,1,0,0,0,1,5,315660
2804,3,2,5,1,6,3,4,5,2,5,3,39,315670
2805,1,1,3,3,1,0,0,1,2,1,1,14,315680
2806,2,3,1,0,1,1,3,1,0,0,1,13,315690
2807,1,4,1,4,3,0,7,0,0,4,3,27,315700
2808,0,0,1,0,0,1,0,0,0,1,1,4,315710
2809,3,3,1,1,1,2,1,1,1,3,1,18,315720
2810,0,1,2,0,1,0,1,1,1,1,0,8,315725
2811,1,0,0,1,0,0,0,0,1,0,0,3,315727
2812,0,0,0,0,0,2,0,0,1,1,1,5,315730
2813,0,1,0,0,0,0,2,0,1,0,1,5,315733
2814,0,0,0,0,2,0,3,2,1,0,0,8,315737
2815,2,0,0,0,0,0,0,0,0,0,0,2,315740
2816,0,0,0,0,0,1,0,0,0,0,0,1,315750
2817,0,0,2,1,0,0,0,0,0,0,0,3,315760
2818,0,0,0,0,0,0,1,0,1,0,0,2,315765
2819,1,0,0,0,4,0,2,0,1,1,3,12,315770
2820,11,7,12,7,9,15,8,6,3,20,5,103,315780
2821,1,0,0,1,0,2,0,1,0,0,0,5,315790
2822,0,0,1,0,1,0,2,1,3,2,1,11,315800
2823,0,0,0,0,1,0,0,0,0,0,0,1,315810
2824,0,0,0,0,0,0,0,0,1,1,0,2,315820
2825,2,0,0,2,0,1,1,2,0,3,0,11,315920
2826,1,0,0,0,1,1,0,1,1,0,0,5,315940
2827,0,0,0,0,2,1,2,1,1,1,1,9,315930
2828,0,0,0,0,0,0,3,1,0,0,2,6,315935
2829,0,0,0,0,0,0,1,0,0,0,0,1,315950
2830,2,2,3,3,1,2,5,2,2,2,1,25,315960
2831,1,1,0,0,1,0,0,0,0,0,0,3,315970
2832,3,2,1,2,1,1,4,1,1,0,0,16,315980
2833,1,2,0,1,0,0,0,0,1,1,2,8,315830
2834,0,1,0,0,1,0,0,0,0,0,3,5,315840
2835,0,0,1,1,0,0,0,2,0,2,0,6,315850
2836,0,0,0,0,0,0,0,0,0,0,2,2,315860
2837,0,0,0,0,1,0,1,1,0,0,0,3,315870
2838,0,1,0,0,0,0,2,0,1,0,0,4,315880
2839,0,0,1,0,0,0,1,0,0,0,1,3,315890
2840,1,1,1,1,4,0,1,0,0,0,2,11,315895
2841,0,0,1,0,0,0,0,0,0,1,0,2,315900
2842,1,0,1,0,0,0,0,0,0,0,0,2,315910
2843,0,1,1,1,2,1,1,1,1,1,0,10,315990
2844,0,1,0,0,0,0,0,1,0,0,0,2,316000
2845,1,0,0,1,0,0,0,1,0,0,0,3,316010
2846,1,0,0,0,0,0,0,0,0,0,0,1,316020
2847,0,0,0,0,0,0,2,0,0,0,0,2,316030
2848,4,4,6,3,2,2,5,6,5,4,2,43,316040
2849,0,3,0,1,2,2,0,0,0,0,1,9,316045
2850,0,0,0,0,0,0,0,0,0,1,0,1,316060
2851,1,2,3,2,1,1,4,2,0,2,5,23,316070
2852,0,1,0,1,1,1,0,0,0,1,0,5,316080
2853,1,0,1,0,0,0,0,0,0,0,1,3,316095
2854,2,0,0,2,2,0,1,0,1,0,3,11,316100
2855,0,0,0,0,0,0,1,0,0,2,0,3,316105
2856,0,0,0,2,1,3,1,0,2,3,1,13,316110
2857,0,0,1,0,0,1,1,0,1,0,1,5,316120
2858,0,0,0,1,0,3,0,0,2,1,0,7,316130
2859,0,0,0,0,0,0,1,0,1,1,2,5,316140
2860,1,0,0,1,0,0,2,1,2,1,1,9,316150
2861,1,0,0,0,2,0,1,0,0,0,1,5,316160
2862,0,0,0,1,0,0,0,0,0,0,0,1,316165
2863,0,1,0,1,2,1,0,0,0,0,0,5,316170
2864,0,0,0,0,1,0,0,3,0,1,2,7,316180
2865,0,0,1,1,0,0,1,1,2,2,1,9,316190
2866,0,0,2,0,0,0,0,0,0,0,0,2,312550
2867,1,0,1,0,1,2,1,2,0,0,2,10,316200
2868,2,1,0,6,3,6,9,0,6,1,4,38,316210
2869,0,0,0,0,1,0,0,0,0,0,0,1,316220
2870,0,0,1,2,0,0,0,0,1,0,0,4,316225
2871,1,0,1,0,1,0,0,0,0,0,0,3,316230
2872,1,0,0,1,1,1,5,1,1,2,3,16,316240
2873,0,0,0,2,3,2,0,1,0,5,1,14,316245
2874,5,6,4,9,7,4,9,5,7,9,8,73,316250
2875,1,3,0,1,1,1,0,0,3,0,0,10,316255
2876,1,0,0,0,0,0,1,0,1,0,3,6,316257
2877,0,1,0,1,1,0,1,0,0,2,0,6,316260
2878,0,0,0,0,0,2,0,0,2,0,0,4,316265
2879,0,0,2,3,0,0,2,1,0,1,0,9,316270
2880,1,1,1,0,0,0,0,1,2,0,1,7,316280
2881,1,1,1,1,1,2,0,1,0,2,1,11,316290
2882,0,2,0,0,1,1,0,0,0,2,4,10,316292
2883,0,0,1,0,0,1,1,0,1,1,1,6,316294
2884,1,0,0,1,0,0,0,1,0,1,0,4,316295
2885,1,0,0,0,0,0,1,0,1,0,1,4,316300
2886,1,0,0,0,0,0,0,0,0,0,0,1,316310
2887,1,0,0,4,2,0,0,0,1,1,0,9,316320
2888,0,1,1,1,0,0,0,0,0,0,0,3,316330
2889,0,0,1,0,0,0,0,0,0,0,1,2,316340
2890,0,1,0,1,3,0,2,1,0,1,3,12,316350
2891,0,0,0,1,0,1,0,0,0,0,0,2,316360
2892,0,1,2,6,0,7,3,6,2,6,3,36,316370
2893,0,0,1,0,0,2,0,0,0,1,2,6,316380
2894,0,0,0,1,1,0,0,2,0,0,0,4,316390
2895,0,0,0,0,1,0,0,0,2,0,0,3,316410
2896,0,1,0,0,0,0,1,1,0,1,1,5,316400
2897,0,1,1,0,0,0,1,0,0,0,0,3,316420
2898,0,1,1,1,0,0,0,6,1,2,1,13,316430
2899,0,0,0,0,0,0,0,0,1,0,0,1,316440
2900,0,0,1,0,0,0,0,0,1,1,2,5,316443
2901,0,0,0,0,0,0,0,1,0,0,0,1,316447
2902,0,1,0,1,2,0,0,0,1,1,1,7,316450
2903,0,0,0,1,1,1,1,1,1,1,0,7,316460
2904,4,8,6,4,5,1,5,3,6,12,9,63,316470
2905,0,0,0,0,0,0,0,1,0,2,0,3,316480
2906,0,0,0,0,0,0,0,0,0,1,0,1,316490
2907,3,0,3,0,3,0,2,1,1,1,1,15,316520
2908,0,0,0,0,1,1,3,1,1,2,3,12,316500
2909,0,1,2,1,2,1,0,1,1,1,0,10,316510
2910,0,2,0,0,2,0,2,0,0,1,0,7,316530
2911,0,2,1,1,0,1,1,0,0,1,0,7,316540
2912,0,0,0,0,3,1,2,0,0,0,1,7,316550
2913,1,1,1,3,0,0,1,1,2,1,0,11,316553
2914,1,0,0,0,0,1,0,0,0,0,0,2,316556
2915,0,0,1,0,0,0,0,1,0,2,1,5,316557
2916,0,0,0,0,1,0,0,0,0,0,0,1,316560
2917,0,1,0,2,1,0,4,1,2,0,0,11,316570
2918,0,0,0,0,1,0,0,0,0,1,0,2,316580
2919,0,0,3,0,0,0,1,0,1,0,0,5,316590
2920,0,1,0,0,0,0,2,0,0,0,2,5,316600
2921,0,0,0,1,0,0,2,0,0,0,0,3,316610
2922,1,0,1,1,0,1,2,0,2,2,0,10,316620
2923,0,0,1,0,0,1,0,1,0,0,0,3,316630
2924,1,1,0,0,0,0,0,0,0,1,0,3,316660
2925,0,0,0,1,1,0,2,1,0,1,1,7,316680
2926,1,0,0,1,0,0,0,0,0,2,1,5,316670
2927,1,0,0,0,1,1,0,0,0,3,0,6,316690
2928,0,3,0,0,0,0,0,2,0,1,0,6,316695
2929,0,0,0,1,0,0,0,1,0,0,1,3,316700
2930,2,0,1,0,1,4,2,0,1,1,0,12,316710
2931,2,5,14,13,13,14,16,16,17,18,23,151,316720
2932,1,0,1,1,0,2,0,0,0,0,3,8,316555
2933,0,0,0,1,0,2,0,0,0,0,0,3,316730
2934,0,0,1,1,1,0,0,0,0,0,1,4,316740
2935,0,0,0,0,0,0,0,0,1,1,1,3,316750
2936,0,1,2,1,2,0,0,0,0,2,1,9,316760
2937,0,0,0,2,0,0,0,0,1,0,1,4,316770
2938,0,0,1,0,0,0,0,1,0,0,0,2,316780
2939,0,0,1,1,1,0,0,0,0,2,0,5,316790
2940,2,0,1,1,1,1,0,2,0,1,2,11,316800
2941,0,0,0,0,0,2,1,1,2,1,0,7,316810
2942,1,0,0,0,0,2,0,0,0,0,0,3,316820
2943,0,1,1,0,0,1,0,1,1,3,1,9,316840
2944,2,0,0,1,1,0,2,1,0,0,0,7,316850
2945,6,3,7,14,11,5,9,6,7,10,11,89,316860
2946,3,1,4,4,1,0,6,4,3,4,2,32,316870
2947,0,0,0,0,0,1,0,1,0,0,0,2,316880
2948,1,1,1,1,0,0,1,0,2,2,2,11,316890
2949,1,1,0,1,2,2,1,1,1,2,0,12,316900
2950,1,0,0,0,0,0,1,0,1,1,0,4,316905
2951,1,2,0,1,0,0,0,0,0,2,1,7,316910
2952,0,0,0,0,0,0,0,0,0,0,1,1,316920
2953,9,7,5,2,3,3,5,6,7,7,6,60,316930
2954,5,0,1,3,1,2,1,3,4,4,2,26,316935
2955,3,8,7,1,0,6,8,1,4,2,8,48,316940
2956,0,0,0,0,0,0,0,1,0,0,2,3,316950
2957,0,0,0,0,0,3,2,1,3,0,4,13,316960
2958,0,2,0,0,0,0,1,1,3,0,2,9,316970
2959,2,0,0,0,0,1,0,1,0,1,0,5,316980
2960,5,6,5,11,7,5,10,9,3,5,9,75,316990
2961,0,2,0,2,2,0,1,0,0,1,0,8,317000
2962,0,0,0,1,1,4,0,1,1,0,0,8,317005
2963,24,18,18,31,24,10,11,19,8,8,7,178,317010
2964,37,24,43,30,30,29,40,39,37,49,42,400,317020
2965,3,8,0,4,10,7,7,5,5,4,13,66,317040
2966,0,0,0,1,0,4,0,2,0,0,1,8,317043
2967,1,1,0,0,0,0,1,2,0,0,0,5,317047
2968,0,1,0,0,0,1,1,0,1,1,0,5,317050
2969,0,0,0,3,1,0,0,1,1,1,0,7,317052
2970,0,0,0,1,0,1,0,0,0,0,0,2,317057
2971,0,0,0,1,0,1,0,1,0,0,0,3,317060
2972,3,10,8,1,9,10,8,10,12,10,16,97,317070
2973,0,1,0,1,0,0,0,2,1,0,0,5,317075
2974,2,7,3,2,8,1,4,1,0,4,6,38,317080
2975,1,0,0,1,0,1,0,0,0,1,2,6,317090
2976,1,1,0,1,0,1,1,0,0,1,4,10,317100
2977,1,1,0,0,2,2,1,1,2,1,0,11,317103
2978,1,0,0,0,0,0,0,1,0,0,0,2,317107
2979,0,0,0,0,0,1,0,0,0,0,0,1,317110
2980,0,0,0,0,0,1,0,0,0,1,1,3,317115
2981,7,6,4,3,2,5,5,3,4,3,5,47,317120
2982,5,5,3,5,6,4,6,4,9,8,10,65,317130
2983,0,0,0,0,1,0,0,0,0,0,0,1,317140
2984,3,0,0,1,0,0,0,0,1,0,0,5,317160
2985,1,0,2,1,0,0,2,2,0,3,2,13,317170
2986,0,1,0,0,0,0,0,0,1,2,1,5,317180
2987,0,1,0,1,0,0,0,0,0,1,1,4,317190
2988,2,2,1,2,5,2,4,3,2,4,5,32,317200
2989,0,0,0,0,1,0,0,0,0,0,0,1,317210
2990,0,0,0,0,2,0,0,0,1,1,1,5,317220
2991,0,3,3,2,4,1,3,2,1,1,0,20,310000
2992,3,0,3,5,0,3,5,4,6,5,9,43,320010
2993,0,0,1,0,2,0,0,1,1,0,2,7,320016
2994,0,0,2,1,1,0,0,2,0,0,1,7,320013
2995,1,3,1,3,2,0,0,1,0,1,1,13,320020
2996,0,0,2,0,1,2,1,1,1,1,0,9,320030
2997,0,0,0,0,0,0,0,0,1,0,0,1,320035
2998,0,0,0,0,1,0,1,0,2,0,3,7,320040
2999,0,2,1,0,0,0,0,0,0,0,1,4,320050
3000,3,3,4,2,2,3,1,3,5,3,3,32,320060
3001,0,0,0,0,0,0,1,3,0,0,0,4,320070
3002,0,1,1,2,2,1,3,1,0,4,0,15,320080
3003,3,1,1,0,0,4,4,4,0,4,3,24,320090
3004,1,1,1,0,0,0,1,0,1,1,0,6,320100
3005,1,0,0,0,2,0,1,0,0,0,0,4,320110
3006,1,1,0,1,0,3,0,1,2,2,2,13,320115
3007,8,4,9,3,17,11,4,11,14,10,14,105,320120
3008,12,12,12,18,18,16,13,13,19,21,23,177,320130
3009,2,4,4,0,1,4,2,3,2,1,2,25,320140
3010,3,7,5,5,8,7,6,7,6,6,7,67,320150
3011,1,1,1,3,0,0,1,0,1,0,2,10,320160
3012,2,0,0,0,0,1,0,0,0,1,4,8,320170
3013,2,0,0,0,0,0,0,0,0,1,0,3,320180
3014,6,3,5,4,6,2,2,5,4,1,6,44,320190
3015,1,1,1,5,0,2,0,3,3,2,3,21,320210
3016,1,1,2,2,2,2,0,0,0,0,2,12,320220
3017,1,0,1,0,2,1,0,1,0,0,1,7,320225
3018,1,0,3,1,1,1,2,3,1,2,4,19,320230
3019,4,2,4,8,7,7,6,3,1,4,8,54,320240
3020,2,2,1,4,3,1,1,0,2,3,3,22,320245
3021,1,0,0,0,1,0,3,1,0,1,2,9,320250
3022,1,0,0,0,1,0,1,0,0,0,0,3,320255
3023,0,0,2,0,0,1,0,3,1,1,0,8,320260
3024,0,0,1,3,2,1,1,0,1,1,0,10,320265
3025,0,1,3,2,2,0,1,0,0,1,1,11,320270
3026,1,2,1,2,0,1,0,0,1,1,2,11,320280
3027,2,2,1,1,2,2,2,1,0,3,2,18,320290
3028,1,1,0,8,3,2,2,2,2,3,1,25,320300
3029,0,2,0,0,0,0,0,1,2,3,0,8,320305
3030,1,0,1,2,0,0,1,0,1,0,1,7,320310
3031,0,0,1,0,0,1,0,1,1,0,0,4,320313
3032,0,1,0,1,1,0,0,0,0,1,1,5,320316
3033,3,6,5,7,5,4,3,7,2,13,9,64,320320
3034,0,0,0,0,2,0,0,0,0,0,1,3,320330
3035,0,0,1,0,0,0,3,0,0,0,5,9,320332
3036,0,2,1,0,0,1,0,0,2,0,2,8,320334
3037,1,1,0,1,2,0,0,0,0,1,0,6,320335
3038,0,2,0,1,1,1,1,2,0,0,3,11,320340
3039,0,1,3,0,1,0,1,0,0,0,1,7,320350
3040,0,0,0,0,0,0,0,1,0,0,2,3,320360
3041,3,2,1,2,2,2,1,0,2,2,2,19,320370
3042,0,0,0,3,1,1,0,0,0,2,0,7,320380
3043,6,4,2,2,4,1,2,9,5,4,4,43,320390
3044,4,1,1,1,0,3,1,0,0,1,0,12,320400
3045,2,0,1,2,1,0,1,0,0,2,0,9,320405
3046,1,0,3,1,2,0,0,2,1,0,0,10,320410
3047,0,0,1,0,1,0,1,0,1,0,2,6,320420
3048,0,0,1,0,1,0,0,0,0,2,0,4,320425
3049,0,0,0,1,0,0,1,1,0,0,1,4,320430
3050,2,0,1,0,0,0,1,4,0,1,1,10,320435
3051,0,0,0,0,1,2,0,2,1,1,0,7,320440
3052,0,2,0,0,1,0,2,1,2,2,2,12,320450
3053,4,3,5,2,7,3,8,3,5,9,2,51,320455
3054,2,0,2,1,1,0,2,1,0,2,3,14,320460
3055,0,0,1,1,0,0,1,1,1,0,1,6,320465
3056,1,0,2,1,0,1,4,1,0,1,1,12,320470
3057,0,2,0,0,1,1,0,0,1,0,0,5,320480
3058,3,3,3,2,2,5,4,4,2,3,7,38,320490
3059,2,3,0,0,1,1,0,0,0,1,0,8,320495
3060,12,14,16,19,19,20,15,20,21,20,21,197,320500
3061,0,1,1,1,0,1,1,0,3,3,1,12,320501
3062,0,1,0,0,1,0,3,3,5,1,4,18,320503
3063,4,4,0,1,2,2,1,3,0,5,5,27,320506
3064,4,3,2,0,3,1,4,2,2,2,1,24,320510
3065,0,1,1,0,1,0,0,1,0,1,0,5,320515
3066,1,1,2,0,0,1,2,0,1,2,1,11,320517
3067,17,15,12,17,9,16,22,23,18,15,22,186,320520
3068,13,20,17,10,16,12,21,18,19,23,21,190,320530
3069,0,0,0,0,0,0,0,1,0,0,0,1,320000
3070,3,5,4,7,6,10,9,10,8,8,7,77,330010
3071,1,0,2,1,2,2,2,0,1,2,0,13,330015
3072,1,4,3,4,7,0,7,5,4,6,7,48,330020
3073,0,1,0,1,0,0,1,1,0,0,0,4,330022
3074,0,0,0,4,1,2,1,2,0,3,2,15,330023
3075,0,0,1,2,2,3,3,0,3,0,2,16,330025
3076,2,2,2,1,1,3,2,1,2,0,6,22,330030
3077,8,1,13,2,6,5,15,6,4,10,6,76,330040
3078,5,0,9,4,7,11,7,10,10,11,8,82,330045
3079,0,4,0,0,1,2,0,1,3,1,2,14,330050
3080,0,1,2,2,4,1,1,4,1,1,3,20,330060
3081,0,1,6,5,4,2,6,6,9,10,7,56,330070
3082,1,2,2,5,2,3,1,1,7,6,3,33,330080
3083,2,1,1,3,1,0,3,0,1,2,1,15,330090
3084,12,13,17,21,12,9,16,21,24,23,21,189,330100
3085,0,1,1,0,0,1,1,2,0,2,3,11,330110
3086,0,1,1,0,0,0,2,0,3,0,0,7,330093
3087,0,0,0,0,0,0,0,0,0,1,0,1,330115
3088,1,0,0,1,1,1,1,0,1,0,1,7,330120
3089,1,1,4,1,1,2,0,2,2,1,0,15,330130
3090,0,1,0,1,0,0,0,0,1,1,0,4,330095
3091,1,0,1,0,0,2,1,1,0,0,0,6,330140
3092,0,1,1,0,2,1,0,0,1,1,2,9,330150
3093,0,0,1,1,0,0,1,1,1,1,1,7,330160
3094,13,12,16,18,15,15,21,27,20,25,32,214,330170
3095,1,0,0,0,0,0,0,0,0,0,0,1,330180
3096,1,0,1,0,1,1,0,1,2,1,0,8,330185
3097,0,0,0,0,3,0,0,0,1,4,0,8,330187
3098,8,5,3,4,6,8,8,6,10,11,11,80,330190
3099,5,2,3,3,3,6,4,3,4,4,2,39,330200
3100,1,0,1,0,0,0,1,0,0,0,0,3,330205
3101,3,3,1,2,1,0,2,0,2,0,2,16,330210
3102,5,1,6,2,4,2,4,2,5,3,9,43,330220
3103,0,0,1,0,1,2,2,1,0,4,1,12,330225
3104,3,0,0,1,0,3,5,3,1,3,4,23,330227
3105,1,0,0,0,1,0,0,0,0,2,1,5,330230
3106,3,7,7,6,1,9,12,9,5,11,12,82,330240
3107,0,0,0,0,1,0,0,0,0,0,1,2,330245
3108,2,7,4,7,8,3,8,9,9,9,12,78,330250
3109,1,1,0,0,0,2,0,4,1,2,1,12,330260
3110,2,1,2,5,1,3,9,6,2,4,5,40,330270
3111,2,2,1,1,1,0,1,1,2,0,3,14,330280
3112,5,4,5,3,6,7,4,7,2,3,6,52,330285
3113,1,0,3,1,3,0,1,1,3,1,5,19,330290
3114,3,0,1,0,1,1,1,0,2,2,0,11,330300
3115,0,0,0,1,1,0,1,2,1,0,1,7,330310
3116,3,1,1,4,5,0,4,7,0,4,7,36,330320
3117,7,5,15,14,12,16,13,22,26,24,43,197,330330
3118,8,4,13,5,10,8,12,10,13,11,13,107,330340
3119,16,10,21,14,14,9,19,18,16,14,15,166,330350
3120,0,1,0,0,2,1,2,2,1,0,0,9,330360
3121,4,1,3,1,0,2,2,1,5,0,0,19,330370
3122,0,0,0,0,1,3,1,0,0,0,2,7,330380
3123,1,4,2,2,0,1,1,2,0,0,1,14,330385
3124,6,8,18,9,10,12,12,18,16,11,19,139,330390
3125,1,0,0,0,0,0,1,1,1,1,3,8,330395
3126,1,1,0,0,1,0,0,1,0,0,2,6,330400
3127,0,0,0,0,1,1,2,0,0,0,0,4,330410
3128,0,1,0,0,1,2,1,1,0,0,1,7,330411
3129,0,0,1,1,1,0,1,0,0,0,0,4,330412
3130,2,2,3,3,5,3,2,6,6,3,1,36,330414
3131,1,0,0,1,0,1,0,0,1,1,0,5,330415
3132,7,2,8,8,5,10,7,4,7,4,7,69,330420
3133,1,1,0,0,3,0,1,1,3,1,3,14,330430
3134,0,1,3,0,3,1,1,0,1,2,2,14,330440
3135,1,0,0,0,0,1,1,1,1,0,1,6,330450
3136,2,2,3,2,4,3,3,6,9,6,2,42,330452
3137,132,146,218,184,198,166,184,199,236,250,288,2201,330455
3138,1,0,0,1,0,0,0,0,0,1,0,3,330460
3139,1,3,6,0,6,1,3,3,4,0,1,28,330470
3140,1,3,0,1,1,1,2,2,4,1,4,20,330480
3141,3,1,1,1,0,2,3,1,0,7,3,22,330475
3142,6,11,15,13,13,19,18,14,15,27,21,172,330490
3143,3,2,2,3,1,3,3,2,4,4,2,29,330500
3144,1,1,9,9,7,9,8,12,10,11,6,83,330510
3145,0,0,1,0,1,1,0,1,0,0,1,5,330513
3146,1,2,2,0,1,0,1,1,0,2,2,12,330515
3147,0,0,1,2,0,2,1,1,5,5,2,19,330520
3148,0,0,1,0,1,1,0,1,0,1,0,5,330530
3149,2,0,2,0,1,0,0,0,1,2,0,8,330540
3150,2,2,1,1,1,4,6,4,4,1,4,30,330550
3151,0,0,0,3,0,2,2,3,1,1,1,13,330555
3152,3,1,1,0,2,0,1,2,0,1,1,12,330560
3153,1,0,1,4,1,0,3,2,1,0,2,15,330570
3154,1,0,0,0,0,0,1,0,1,1,0,4,330575
3155,5,2,6,7,5,5,13,4,6,11,10,74,330580
3156,0,0,1,1,1,0,0,1,0,0,1,5,330590
3157,2,5,4,2,0,1,6,3,2,2,4,31,330600
3158,4,2,5,4,12,4,1,5,2,2,1,42,330610
3159,0,0,0,1,0,0,0,1,0,0,0,2,330615
3160,0,0,2,1,4,0,2,0,1,1,2,13,330620
3161,9,5,8,5,5,14,7,7,6,11,10,87,330630
3162,2,6,5,6,6,6,7,5,6,4,21,74,330000
3163,0,2,2,1,2,2,2,3,3,2,2,21,350010
3164,0,0,0,0,0,0,0,1,1,0,0,2,350020
3165,6,3,1,1,2,2,5,2,1,3,4,30,350030
3166,1,0,0,2,2,0,1,0,2,0,2,10,350040
3167,3,2,2,0,3,7,0,0,1,1,4,23,350050
3168,0,0,0,0,0,0,0,0,0,1,1,2,350055
3169,0,0,0,0,0,0,0,0,1,0,0,1,350060
3170,1,0,0,0,9,1,1,6,2,7,4,31,350070
3171,0,0,0,0,0,0,0,0,0,1,0,1,350075
3172,1,2,0,0,0,0,0,1,0,2,1,7,350080
3173,0,0,0,0,0,0,0,0,0,1,1,2,350090
3174,0,0,0,0,1,2,1,4,0,3,3,14,350100
3175,0,0,1,0,1,0,0,0,0,0,0,2,350110
3176,0,0,1,0,0,2,2,1,1,0,0,7,350115
3177,1,0,1,0,0,0,0,0,3,2,1,8,350120
3178,1,2,0,1,1,0,1,0,1,0,0,7,350130
3179,0,0,0,0,2,2,0,1,0,0,1,6,350140
3180,8,10,8,9,8,16,9,16,16,9,19,128,350160
3181,0,2,1,2,2,3,0,2,4,3,3,22,350170
3182,2,2,0,1,0,0,0,1,0,0,0,6,350180
3183,8,9,4,3,3,4,6,8,8,8,7,68,350190
3184,0,0,0,0,0,0,0,2,0,0,2,4,350200
3185,2,2,3,3,3,3,1,2,6,3,3,31,350210
3186,0,2,1,0,0,0,0,1,2,0,3,9,350220
3187,0,1,1,0,1,1,1,0,2,1,1,9,350230
3188,0,0,0,0,0,1,0,0,0,0,0,1,350240
3189,0,3,0,2,0,0,0,0,1,1,0,7,350250
3190,0,0,0,1,0,0,0,0,1,0,0,2,350260
3191,0,1,0,1,0,5,2,0,0,6,0,15,350270
3192,0,1,2,1,3,2,0,2,0,0,2,13,350275
3193,3,4,11,6,9,10,13,10,8,18,9,101,350280
3194,0,3,3,4,2,1,1,3,2,1,2,22,350290
3195,1,0,0,0,0,0,0,0,0,0,2,3,350310
3196,0,0,0,0,0,0,0,1,0,0,1,2,350315
3197,18,12,13,16,11,25,8,15,17,13,13,161,350320
3198,7,11,3,6,3,13,13,4,6,14,7,87,350330
3199,0,0,0,1,0,0,0,0,0,0,0,1,350335
3200,0,1,0,0,1,1,0,0,1,1,0,5,350340
3201,0,0,0,0,1,1,0,0,1,0,0,3,350350
3202,1,0,1,1,0,1,0,0,1,0,3,8,350360
3203,2,1,0,0,3,0,0,4,0,0,0,10,350370
3204,1,3,0,0,2,1,1,3,2,4,1,18,350380
3205,4,1,2,4,4,2,1,3,3,12,5,41,350390
3206,0,0,0,1,0,0,0,0,0,0,0,1,350395
3207,6,6,5,6,3,13,9,6,9,7,10,80,350400
3208,12,8,6,12,7,12,6,14,15,11,11,114,350410
3209,1,0,0,0,2,1,3,1,0,2,3,13,350420
3210,0,0,0,0,0,0,0,0,1,0,0,1,350430
3211,1,4,2,0,0,0,0,0,0,1,0,8,350440
3212,5,6,12,10,14,8,8,12,8,8,10,101,350450
3213,2,1,0,2,0,1,1,0,2,2,1,12,350460
3214,0,0,1,2,0,0,0,0,1,1,0,5,350470
3215,0,1,0,1,0,0,0,0,0,0,1,3,350480
3216,0,0,0,0,0,1,0,0,2,1,1,5,350490
3217,0,0,0,1,0,0,0,0,0,0,1,2,350500
3218,0,1,1,0,1,0,0,0,0,0,0,3,350510
3219,2,2,1,0,1,0,2,5,3,2,2,20,350520
3220,1,6,3,4,4,2,1,3,4,2,4,34,350530
3221,0,0,0,0,1,0,0,2,1,0,0,4,350535
3222,0,0,1,0,0,0,0,0,2,0,0,3,350540
3223,10,3,8,11,8,9,6,9,17,11,10,102,350550
3224,0,2,2,0,1,0,2,1,7,3,3,21,350560
3225,7,9,19,10,13,14,12,10,21,18,11,144,350570
3226,1,2,1,0,1,0,0,1,1,0,0,7,350580
3227,5,3,7,2,4,2,2,4,3,3,7,42,350590
3228,18,19,31,22,14,16,24,29,22,25,31,251,350600
3229,3,1,6,6,5,3,4,5,4,2,5,44,350610
3230,0,0,0,0,0,0,0,0,0,0,1,1,350620
3231,0,1,1,0,1,1,0,4,1,4,1,14,350630
3232,3,0,0,2,1,0,2,6,6,2,5,27,350635
3233,0,0,0,2,0,1,1,1,0,0,1,6,350640
3234,4,4,7,4,5,4,4,6,2,5,4,49,350650
3235,0,0,1,1,4,0,2,2,0,1,3,14,350660
3236,0,1,1,1,1,0,0,1,0,1,0,6,350670
3237,1,0,2,0,0,0,1,0,2,1,2,9,350680
3238,2,0,2,1,0,2,0,0,0,2,3,12,350690
3239,1,1,2,1,4,1,5,1,2,2,5,25,350700
3240,2,0,0,3,0,0,2,2,1,1,2,13,350710
3241,0,0,1,0,1,0,1,1,0,0,0,4,350715
3242,0,0,0,0,1,0,0,0,0,0,0,1,350720
3243,0,0,0,0,0,0,0,0,0,0,1,1,350730
3244,0,2,1,0,0,0,4,2,0,0,2,11,350740
3245,5,22,9,10,7,5,13,11,17,10,14,123,350750
3246,18,10,6,9,7,10,10,6,15,16,9,116,350760
3247,0,0,0,1,0,1,1,0,2,0,0,5,350770
3248,0,0,1,0,1,0,2,1,2,0,0,7,350780
3249,0,2,3,2,1,1,1,0,3,2,1,16,350790
3250,1,1,4,0,2,2,2,2,2,2,4,22,350800
3251,0,2,0,1,0,0,0,1,1,0,1,6,350810
3252,0,1,0,0,0,0,0,2,0,0,0,3,350820
3253,0,0,0,0,0,1,0,0,0,0,1,2,350830
3254,0,0,0,4,1,3,2,3,4,2,1,20,350840
3255,4,4,2,7,2,1,2,5,2,2,3,34,350850
3256,0,0,1,1,3,0,5,1,0,2,5,18,350860
3257,0,3,1,3,2,1,0,0,1,1,1,13,350870
3258,2,0,0,0,0,2,0,3,1,1,3,12,350880
3259,0,1,0,1,0,0,1,0,0,1,0,4,350890
3260,5,1,5,2,6,7,3,3,1,6,3,42,350900
3261,1,0,0,0,1,0,0,1,0,1,0,4,350910
3262,7,4,3,2,6,6,4,1,5,4,3,45,350920
3263,1,0,0,0,2,0,1,0,2,5,0,11,350925
3264,0,2,0,0,0,2,0,0,0,0,1,5,350930
3265,1,2,1,5,0,2,2,2,2,3,1,21,350940
3266,1,1,0,0,0,0,1,1,0,0,0,4,350945
