,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Total,MUNCOD
473,2,1,0,0,1,0,2,1,0,0,2,9,210270
474,1,0,0,0,0,0,1,0,1,1,1,5,210275
475,1,1,1,0,0,0,2,0,3,2,0,10,210280
476,2,0,0,1,2,1,1,0,1,1,0,9,210290
477,6,2,8,8,6,13,13,7,13,11,18,105,210300
478,0,0,0,0,0,0,1,0,0,1,0,2,210310
479,0,0,0,0,0,0,0,0,0,2,0,2,210312
480,0,0,0,0,0,0,2,1,0,0,1,4,210315
481,0,0,2,0,0,0,0,1,0,0,1,4,210317
482,6,2,2,2,2,4,2,3,5,1,2,31,210320
483,0,0,0,0,1,0,0,0,0,0,0,1,210325
484,1,2,6,10,4,3,6,5,4,6,4,51,210330
485,0,2,4,2,2,0,0,1,3,1,3,18,210340
486,1,3,3,2,1,3,1,1,5,1,3,24,210350
487,0,2,0,0,4,2,1,0,1,0,1,11,210355
488,1,2,1,0,4,0,6,3,3,3,4,27,210360
489,0,0,0,0,0,0,2,2,3,1,4,12,210370
490,0,0,2,1,0,4,0,0,0,2,1,10,210375
491,1,1,1,2,0,1,0,1,1,2,0,10,210380
492,0,2,0,2,1,0,0,0,0,0,1,6,210390
493,0,0,1,0,0,0,0,3,1,3,1,9,210400
494,0,2,1,2,0,1,1,1,3,1,4,16,210405
495,1,0,0,0,1,0,0,0,0,2,0,4,210407
496,0,0,0,2,0,0,0,0,0,0,0,2,210408
497,0,0,0,1,0,1,0,0,0,2,0,4,210409
498,0,0,0,2,0,1,0,1,0,0,0,4,210410
499,0,0,1,0,0,1,0,0,2,1,1,6,210420
500,1,0,0,0,0,0,0,0,1,0,0,2,210430
501,0,0,0,3,0,0,0,1,1,1,0,6,210440
502,0,0,0,0,1,2,0,0,0,0,0,3,210450
503,0,0,0,1,0,1,0,0,0,1,2,5,210455
504,1,1,1,0,0,1,0,1,1,0,1,7,210460
505,0,0,0,0,0,1,0,0,0,0,1,2,210462
506,0,0,0,1,0,0,0,1,0,1,0,3,210465
507,3,0,0,0,0,0,0,0,2,1,0,6,210467
508,0,0,0,0,0,0,0,1,1,0,0,2,210470
509,1,1,3,0,2,2,2,4,1,6,5,27,210480
510,0,0,0,0,0,0,0,0,0,0,1,1,210490
511,2,0,0,2,1,3,2,0,0,0,1,11,210500
512,0,0,0,2,0,0,0,0,0,0,0,2,210510
513,0,0,1,1,0,1,1,1,0,0,1,6,210515
514,0,1,1,0,0,0,0,0,0,1,2,5,210520
515,7,12,10,18,12,9,14,15,12,20,17,146,210530
516,0,0,0,0,0,1,1,0,0,2,0,4,210535
517,3,3,2,2,1,4,2,4,1,3,2,27,210540
518,1,1,1,1,1,0,1,1,0,3,2,12,210542
519,0,0,0,0,0,0,2,0,2,1,0,5,210545
520,0,0,1,0,0,0,1,0,1,2,0,5,210547
521,0,0,0,3,0,1,2,2,2,0,1,11,210550
522,1,2,1,0,1,1,0,1,2,3,1,13,210560
523,0,0,0,0,0,0,1,0,0,0,0,1,210565
524,1,1,5,4,3,4,2,4,1,2,2,29,210570
525,0,0,0,0,0,0,0,0,1,1,0,2,210580
526,1,1,0,0,0,0,1,0,0,1,0,4,210594
527,0,0,1,0,0,0,0,0,1,1,1,4,210590
528,0,1,0,0,0,0,0,0,0,0,1,2,210592
529,0,0,0,0,0,0,0,1,1,0,0,2,210596
530,0,1,1,0,0,0,0,2,2,0,0,6,210598
531,0,0,0,0,0,2,0,0,0,0,1,3,210600
532,0,0,0,0,0,1,1,2,0,0,1,5,210610
533,0,0,1,1,0,0,0,0,0,0,0,2,210620
534,0,0,1,0,0,0,1,0,0,0,0,2,210630
535,0,0,1,0,0,0,0,1,0,2,0,4,210637
536,1,0,0,0,0,0,0,1,0,0,2,4,210640
537,0,0,0,0,1,0,0,1,1,1,2,6,210650
538,1,0,1,0,0,4,0,0,3,2,3,14,210660
539,0,0,0,1,1,0,0,0,0,0,1,3,210663
540,0,1,1,0,0,1,2,1,1,1,3,11,210670
541,1,1,2,1,0,1,1,3,0,1,2,13,210675
542,0,0,0,0,0,0,0,2,3,0,1,6,210680
543,1,0,0,0,0,1,0,1,1,0,2,6,210690
544,1,0,0,0,0,2,0,0,2,3,0,8,210700
545,0,0,1,0,0,0,1,1,0,0,1,4,210720
546,0,0,0,0,0,0,1,0,0,0,1,2,210725
547,0,0,0,0,0,0,0,1,0,1,0,2,210730
548,1,0,0,1,0,2,0,1,0,2,0,7,210735
549,0,1,0,0,1,0,0,2,0,3,1,8,210740
550,0,0,0,0,1,0,0,0,0,1,0,2,210745
551,4,2,6,1,2,1,0,1,2,5,4,28,210750
552,0,0,0,0,0,0,0,1,0,2,0,3,210760
553,0,1,1,0,1,2,0,2,1,5,2,15,210770
554,1,2,2,4,4,0,4,1,1,1,1,21,210780
555,1,0,1,0,0,1,0,0,0,0,2,5,210790
556,2,0,0,1,0,0,1,1,3,1,0,9,210800
557,0,0,0,0,0,0,1,0,0,0,0,1,210805
558,0,0,1,0,0,0,2,0,1,0,0,4,210810
559,2,2,3,4,6,6,3,8,2,6,0,42,210820
560,0,0,0,0,0,0,0,1,1,2,0,4,210825
561,0,1,0,0,2,1,2,1,0,0,0,7,210830
562,0,1,1,0,0,0,1,0,0,0,0,3,210840
563,0,0,0,0,0,0,2,1,0,0,1,4,210845
564,3,1,0,1,2,3,1,0,1,2,2,16,210850
565,6,5,2,4,3,3,1,5,4,2,6,41,210860
566,0,0,0,0,0,2,0,1,1,1,0,5,210870
567,0,1,0,1,0,0,1,0,0,1,1,5,210880
568,0,1,1,1,1,1,1,1,0,0,1,8,210890
569,2,0,1,1,1,2,0,2,3,0,3,15,210900
570,0,1,1,2,0,1,0,1,1,0,5,12,210910
571,1,0,0,0,0,0,0,1,1,2,0,5,210923
572,0,0,0,0,0,0,0,0,1,2,0,3,210927
573,1,0,0,1,1,0,0,0,0,1,0,4,210930
574,0,0,0,0,0,0,0,3,1,0,1,5,210940
575,0,0,0,2,1,1,3,1,3,2,0,13,210945
576,2,0,0,0,0,0,2,3,2,4,5,18,210950
577,1,0,0,0,1,2,2,0,0,2,1,9,210955
578,1,1,1,1,1,1,1,1,1,2,1,12,210960
579,0,0,1,0,1,1,0,0,0,2,0,5,210970
580,0,0,0,0,1,0,0,0,2,0,1,4,210975
581,0,0,1,0,3,4,0,0,1,4,0,13,210980
582,2,2,3,3,2,3,7,3,1,4,0,30,210990
583,2,1,1,3,0,0,2,1,5,2,6,23,211000
584,1,0,0,0,1,1,0,0,1,1,4,9,211003
585,0,1,0,1,0,1,1,0,0,0,0,4,211010
586,2,1,1,0,0,2,1,1,2,1,1,12,211020
587,0,0,1,0,0,0,0,1,0,0,0,2,211023
588,1,0,0,0,0,0,0,0,0,0,0,1,211027
589,0,0,0,0,2,1,0,1,0,0,0,4,211030
590,1,0,0,1,1,0,0,0,0,0,1,4,211040
591,0,0,0,0,1,1,0,0,3,1,1,7,211050
592,1,0,1,0,2,0,2,3,0,2,1,12,211060
593,0,0,0,0,0,0,3,1,0,0,0,4,211065
594,0,0,2,4,1,0,3,1,2,3,2,18,211070
595,0,0,0,1,0,0,1,0,0,1,0,3,211080
596,0,1,1,0,0,0,0,1,0,0,0,3,211085
597,0,1,0,0,1,0,0,1,0,0,0,3,211090
598,0,0,0,0,0,0,1,1,2,2,1,7,211100
599,0,0,0,1,0,1,0,1,1,0,0,4,211102
600,0,0,0,1,0,0,0,0,3,1,0,5,211105
601,0,0,0,0,0,0,2,0,0,1,1,4,211107
602,3,0,1,4,0,1,2,2,1,4,3,21,211110
603,2,2,4,4,3,5,5,4,4,6,5,44,211120
604,2,0,1,0,0,0,0,0,0,0,0,3,211125
605,30,30,32,31,34,37,40,43,36,38,37,388,211130
606,1,0,1,1,1,0,0,0,0,3,1,8,211140
607,2,1,4,0,1,4,1,2,1,2,1,19,211150
608,0,0,0,0,1,0,0,0,0,0,0,1,211153
609,0,0,0,1,0,0,0,0,0,0,0,1,211157
610,1,0,0,2,1,1,0,0,0,0,0,5,211160
611,0,0,0,1,0,0,0,1,0,0,1,3,211163
612,0,0,2,0,0,0,0,0,0,0,0,2,211167
613,0,0,0,0,0,0,0,0,2,1,0,3,211170
614,0,0,0,1,0,0,0,0,0,0,0,1,211174
615,0,1,1,0,0,0,3,0,1,1,2,9,211176
616,0,0,1,1,0,2,2,0,1,1,0,8,211180
617,1,1,2,1,0,0,1,1,1,0,1,9,211190
618,1,0,0,0,0,0,0,0,0,0,0,1,211195
619,0,1,0,0,1,0,0,2,1,0,2,7,211200
620,0,0,0,0,0,0,3,5,1,1,0,10,211210
621,4,5,7,4,11,14,9,12,16,10,14,106,211220
622,0,0,1,0,2,1,3,1,4,2,0,14,211223
623,0,0,0,0,1,0,0,0,0,1,0,2,211227
624,2,0,1,0,1,2,3,3,2,1,5,20,211230
625,1,0,2,0,0,0,0,1,0,2,2,8,211240
626,0,0,0,0,0,0,0,1,0,0,0,1,211245
627,1,1,0,0,0,0,0,1,0,0,1,4,211250
628,1,1,1,1,0,0,0,0,0,2,0,6,211260
629,1,0,3,3,1,1,2,2,0,1,2,16,211270
630,2,1,1,0,1,0,1,0,0,1,2,9,211280
631,0,0,1,0,1,1,2,1,0,1,2,9,211285
632,2,0,0,0,0,1,1,1,3,3,1,12,211290
633,0,1,0,1,0,0,0,0,3,5,2,12,211300
634,1,1,0,2,1,1,4,5,1,5,2,23,211400
635,1,0,1,0,1,2,0,0,1,0,0,6,210000
636,1,1,4,2,2,1,2,1,1,0,0,15,220005
637,0,0,0,0,0,2,1,0,1,1,1,6,220010
638,0,1,3,1,0,0,2,3,3,1,3,17,220020
639,0,0,0,0,0,0,0,2,3,1,2,8,220025
640,3,0,0,1,0,0,1,0,0,0,0,5,220027
641,0,1,1,0,2,0,0,1,2,2,3,12,220030
642,3,2,1,4,1,2,7,5,2,6,5,38,220040
643,1,0,0,0,0,0,1,1,0,1,0,4,220045
644,3,0,2,3,1,2,1,2,1,6,2,23,220050
645,0,1,2,0,1,1,1,1,1,0,0,8,220060
646,0,1,1,0,0,1,0,0,0,0,0,3,220070
647,0,0,1,0,0,0,0,0,1,0,0,2,220080
648,0,2,0,0,0,0,0,0,0,1,1,4,220090
649,2,1,0,0,0,0,0,1,0,0,1,5,220095
650,0,0,1,2,0,1,0,0,0,0,0,4,220100
651,0,0,2,0,1,1,0,0,2,0,1,7,220105
652,2,2,1,0,0,0,0,0,1,2,0,8,220110
653,1,0,0,0,1,0,0,1,1,1,0,5,220115
654,3,0,0,1,0,0,0,0,0,0,0,4,220117
655,1,3,1,3,0,0,1,4,2,2,1,18,220120
656,1,0,0,0,0,0,1,0,1,1,1,5,220130
657,1,1,0,0,2,0,0,1,0,0,1,6,220140
658,5,2,3,3,2,3,2,4,5,1,3,33,220150
659,0,0,0,2,1,0,0,1,1,2,1,8,220155
660,0,0,1,0,0,1,1,0,0,0,0,3,220157
661,0,4,1,2,3,1,3,0,3,0,1,18,220160
662,0,0,1,0,2,1,3,2,1,1,0,11,220170
663,1,1,0,1,2,0,1,0,0,0,1,7,220173
664,1,0,0,0,0,0,0,0,0,1,1,3,220177
665,0,0,0,0,0,1,1,0,0,0,0,2,220180
666,1,2,4,2,1,0,2,1,1,1,4,19,220190
667,1,0,0,0,0,0,0,1,1,0,0,3,220191
668,0,0,1,0,0,1,1,0,1,0,0,4,220192
669,0,0,0,0,1,0,1,2,0,0,0,4,220194
670,1,0,1,1,0,0,1,0,0,0,0,4,220196
671,0,0,1,0,0,1,0,0,1,1,0,4,220198
672,2,0,0,1,1,1,2,1,2,1,1,12,220200
673,0,1,0,2,2,0,1,0,0,1,0,7,220202
674,0,2,1,1,1,0,1,1,0,0,0,7,220205
675,1,0,0,0,1,0,0,1,1,0,0,4,220208
676,0,0,0,0,0,0,0,0,0,0,1,1,220209
677,0,0,1,1,0,0,1,0,0,1,0,4,220210
678,0,0,0,0,1,0,0,0,0,1,1,3,220211
679,0,0,1,0,0,0,2,1,0,0,1,5,220213
680,1,0,0,1,2,0,2,0,0,1,0,7,220217
681,4,1,3,5,5,4,3,5,5,14,8,57,220220
682,0,0,0,0,1,1,1,0,0,1,0,4,220225
683,1,5,1,1,0,1,6,1,5,4,1,26,220230
684,0,1,0,0,0,0,2,0,1,0,3,7,220240
685,0,1,0,1,1,1,1,1,0,1,0,7,220245
686,0,0,0,0,2,0,0,2,0,0,0,4,220250
687,0,1,0,0,0,0,0,0,0,1,0,2,220253
688,0,0,0,0,0,0,0,2,0,0,1,3,220255
689,1,2,3,5,4,4,3,3,5,4,1,35,220260
690,0,3,3,2,2,0,2,2,2,0,1,17,220270
691,1,0,1,0,0,1,0,0,3,0,0,6,220271
692,0,0,0,0,0,1,1,1,0,0,0,3,220272
693,0,0,0,1,0,0,0,1,0,1,0,3,220273
694,0,0,0,0,0,1,1,0,1,0,1,4,220275
695,0,0,0,1,0,0,0,0,1,0,0,2,220277
696,0,0,1,2,1,0,0,0,0,1,2,7,220280
697,0,0,0,1,0,0,0,0,1,1,0,3,220285
698,2,2,2,6,3,2,1,1,2,2,1,24,220290
699,0,0,0,0,0,1,0,0,1,1,2,5,220300
700,0,2,0,0,0,0,1,2,2,0,0,7,220310
701,0,1,3,0,1,0,0,0,1,1,3,10,220320
702,0,0,0,0,0,0,0,1,2,0,0,3,220323
703,0,0,1,0,0,0,0,1,4,1,1,8,220327
704,0,0,0,0,0,0,0,0,1,1,0,2,220325
705,1,2,0,1,2,0,1,1,2,0,2,12,220330
706,0,0,0,0,0,1,0,0,0,0,0,1,220335
707,0,0,0,3,2,0,3,1,1,1,0,11,220340
708,1,1,0,0,1,0,0,2,3,1,1,10,220345
709,0,0,0,0,1,1,0,0,0,0,0,2,220342
710,0,0,1,2,1,2,0,0,1,1,0,8,220350
711,0,0,0,0,0,1,1,1,0,1,0,4,220360
712,1,3,1,0,2,3,5,5,0,8,2,30,220370
713,0,1,0,0,0,1,0,0,0,1,0,3,220375
714,1,0,1,0,0,0,0,1,0,0,0,3,220380
715,1,0,0,0,0,0,0,0,1,0,1,3,220385
716,4,0,4,5,3,9,4,9,11,6,3,58,220390
717,1,0,0,0,0,0,0,0,0,0,1,2,220400
718,0,0,0,0,0,0,0,1,1,0,0,2,220410
719,0,0,0,0,0,1,0,0,0,0,0,1,220420
720,1,2,0,1,1,1,0,0,0,1,1,8,220430
721,0,2,0,0,0,0,0,1,1,0,0,4,220435
722,1,0,0,0,0,0,1,0,0,0,0,2,220440
723,1,1,1,0,3,2,2,3,5,0,3,21,220450
724,1,1,2,1,0,2,0,0,0,1,0,8,220455
725,0,0,0,0,0,0,1,0,0,1,0,2,220460
726,0,0,0,0,0,0,2,0,1,1,0,4,220465
727,2,4,3,3,1,2,2,1,2,5,1,26,220470
728,0,1,0,1,0,2,0,1,1,1,1,8,220480
729,2,0,1,0,0,2,1,1,1,4,2,14,220490
730,0,0,1,0,1,0,1,1,1,0,2,7,220500
731,1,2,2,0,0,2,1,1,2,0,3,14,220510
732,0,0,1,0,0,0,1,0,0,0,2,4,220515
733,0,2,0,1,1,5,1,3,2,1,1,17,220520
734,1,0,0,2,0,0,0,2,0,1,0,6,220525
735,0,0,0,0,0,0,0,1,1,1,0,3,220527
736,0,1,1,0,0,0,0,1,0,1,0,4,220530
737,0,1,0,3,0,0,1,2,4,1,0,12,220540
738,1,0,0,0,0,0,0,1,0,0,1,3,220545
739,1,2,2,1,2,2,3,4,0,5,4,26,220550
740,1,0,0,0,0,0,0,0,1,0,0,2,220551
741,0,0,0,1,0,0,0,0,0,0,0,1,220552
742,0,0,0,0,0,2,1,2,1,0,1,7,220553
743,0,0,0,0,1,0,0,0,1,0,0,2,220555
744,0,0,0,0,0,1,0,0,0,0,0,1,220557
745,1,1,1,1,0,0,0,0,0,2,0,6,220556
746,0,0,0,0,1,0,0,0,1,1,1,4,220558
747,0,0,0,0,0,0,0,1,0,0,0,1,220559
748,0,0,1,0,0,0,1,0,0,0,2,4,220554
749,0,1,1,0,0,0,0,0,0,0,0,2,220560
750,0,0,5,4,3,3,0,1,2,0,2,20,220570
751,0,1,3,0,0,4,0,3,2,2,1,16,220580
752,0,1,0,0,1,1,0,0,0,0,1,4,220585
753,1,0,1,3,0,2,1,0,3,0,0,11,220590
754,0,0,1,2,1,1,0,1,1,1,0,8,220595
755,0,0,1,1,0,1,0,1,0,1,0,5,220600
756,1,0,0,0,0,0,0,0,2,0,0,3,220605
757,0,1,0,0,0,1,0,1,2,0,1,6,220610
758,2,1,0,1,4,2,0,0,0,2,0,12,220620
759,0,0,0,0,0,0,0,0,0,1,0,1,220630
760,0,1,1,0,0,0,0,0,0,0,0,2,220635
761,0,0,0,1,1,0,2,0,0,1,0,5,220640
762,2,1,0,2,0,0,0,2,2,2,2,13,220650
763,1,1,1,0,2,0,1,0,2,2,2,12,220660
764,1,0,1,1,0,1,1,0,0,0,0,5,220665
765,0,0,1,0,1,0,0,2,0,0,2,6,220667
766,0,0,0,1,0,0,1,1,0,0,0,3,220670
767,0,1,0,0,0,1,0,1,1,2,2,8,220672
768,0,0,0,1,1,2,2,0,0,0,0,6,220675
769,0,1,0,0,0,0,1,0,0,1,0,3,220680
770,0,0,1,1,0,0,0,1,0,2,2,7,220795
771,0,0,0,0,1,0,0,0,0,0,0,1,220690
772,0,1,0,0,0,0,0,1,0,0,1,3,220695
773,8,7,5,4,3,5,4,5,6,3,6,56,220700
774,0,0,0,0,1,0,0,0,0,0,0,1,220710
775,0,0,2,0,1,0,2,2,3,1,0,11,220720
776,0,1,0,0,1,0,1,1,0,1,1,6,220730
777,0,1,0,0,0,1,0,0,0,0,0,2,220735
778,0,0,0,0,2,0,0,0,0,0,0,2,220740
779,0,1,0,0,0,2,0,0,1,1,2,7,220750
780,0,0,0,0,0,1,0,0,0,0,1,2,220755
781,0,0,0,1,0,1,0,0,1,1,0,4,220760
782,5,6,7,5,3,8,13,11,13,7,20,98,220770
783,0,2,1,0,0,1,0,0,0,0,0,4,220775
784,2,1,0,0,0,2,0,4,1,0,0,10,220777
785,0,0,0,0,0,0,1,0,0,0,1,2,220779
786,3,1,1,3,2,2,3,1,2,2,3,23,220780
787,0,0,0,0,0,0,2,0,1,1,0,4,220785
788,2,2,2,4,3,4,6,5,3,7,5,43,220790
789,0,0,0,0,0,0,0,0,0,1,0,1,220793
790,7,9,10,6,7,10,4,7,15,18,13,106,220800
791,0,1,0,2,2,0,1,0,0,1,0,7,220810
792,1,3,2,0,2,3,0,2,3,1,2,19,220820
793,1,0,0,1,3,2,1,3,6,3,5,25,220830
794,11,4,1,8,15,3,0,7,8,7,5,69,220840
795,0,1,0,1,0,0,1,3,2,0,1,9,220850
796,0,0,0,0,0,0,0,1,0,0,0,1,220855
797,0,1,0,3,0,0,1,0,2,0,0,7,220860
798,0,1,0,2,1,0,0,0,1,3,1,9,220865
799,0,2,0,0,0,2,0,0,0,1,2,7,220870
800,2,1,0,0,2,1,1,0,3,0,4,14,220880
801,0,1,0,0,0,0,0,0,0,0,0,1,220885
802,0,0,0,0,0,1,0,1,1,0,0,3,220887
803,1,1,0,0,0,0,0,1,0,0,1,4,220890
804,0,2,0,0,0,0,3,2,1,1,1,10,220900
805,2,2,0,0,0,1,3,2,3,2,4,19,220910
806,0,0,1,0,1,0,0,3,1,0,1,7,220915
807,2,1,0,0,0,1,2,1,1,3,0,11,220920
808,1,0,0,0,0,1,1,1,0,0,0,4,220930
809,0,0,1,0,1,0,3,0,4,0,0,9,220937
810,2,1,0,0,1,0,0,0,1,3,1,9,220935
811,1,1,1,1,2,0,2,0,0,1,0,9,220940
812,0,0,0,0,0,1,0,0,0,0,0,1,220945
813,0,1,2,0,0,1,0,0,1,0,1,6,220950
814,0,0,0,0,0,0,1,0,0,0,0,1,220955
815,2,0,0,1,0,0,0,0,0,0,1,4,220960
816,0,0,0,0,0,0,3,0,1,0,2,6,220965
817,1,2,0,0,0,0,2,2,0,0,0,7,220970
818,0,1,0,0,0,1,1,0,0,1,0,4,220975
819,1,1,0,0,1,0,0,2,1,2,1,9,220980
820,0,0,0,0,1,0,0,0,0,0,0,1,220985
821,0,0,0,0,0,0,0,1,0,1,1,3,220987
822,1,1,0,1,1,0,0,2,2,2,1,11,220990
823,0,1,0,1,0,0,0,0,2,1,0,5,220995
824,0,0,0,0,0,1,1,1,0,1,0,4,220997
825,0,0,0,3,2,1,3,2,5,2,7,25,221000
826,0,0,0,0,0,0,1,0,1,1,0,3,221005
827,0,0,0,0,1,1,0,1,0,0,2,5,221010
828,0,1,1,0,0,1,0,0,1,3,4,11,221020
829,0,1,3,1,1,1,0,0,1,1,0,9,221030
830,0,0,0,0,1,0,0,1,0,1,0,3,221035
831,1,0,0,0,0,0,0,0,0,0,0,1,221039
832,1,2,5,5,3,1,1,1,1,3,0,23,221040
833,0,0,1,0,0,2,1,0,1,2,2,9,221050
834,3,2,1,2,3,1,2,3,0,6,10,33,221060
835,0,0,2,0,0,0,0,0,0,1,0,3,221062
836,1,0,0,0,0,1,0,0,1,0,0,3,221063
837,1,0,2,0,4,1,2,0,1,0,0,11,221065
838,2,1,2,1,2,0,0,1,1,1,1,12,221070
839,2,1,0,3,2,0,0,0,3,0,3,14,221080
840,0,0,2,1,1,0,0,1,0,1,0,6,221090
841,0,0,0,2,1,1,1,0,0,1,3,9,221093
842,0,0,1,0,1,0,0,0,0,0,2,4,221095
843,1,0,0,1,0,0,0,1,0,0,0,3,221097
844,64,44,46,57,58,56,56,58,70,76,85,670,221100
845,2,2,2,6,3,2,1,1,2,1,1,23,221110
846,2,3,0,2,1,0,1,1,0,3,5,18,221120
847,2,1,2,3,0,1,3,5,1,2,2,22,221130
848,0,1,0,0,0,0,0,0,1,0,1,3,221135
849,0,1,0,0,1,0,1,0,0,0,1,4,221140
850,1,0,0,0,0,0,1,0,0,1,0,3,221150
851,1,0,1,0,1,0,0,0,2,0,1,6,221160
852,0,1,0,0,2,2,0,0,0,0,1,6,221170
853,0,0,0,0,0,0,0,1,1,0,0,2,220000
854,0,0,0,0,1,4,0,0,0,0,1,6,230010
855,1,1,1,0,0,0,1,1,1,0,2,8,230015
856,5,6,2,5,2,7,5,3,2,9,5,51,230020
857,2,4,2,2,5,4,6,2,6,2,9,44,230030
858,1,0,2,3,0,1,1,1,0,2,1,12,230040
859,2,2,0,0,2,0,0,1,0,0,3,10,230050
860,0,1,1,1,1,0,1,1,1,1,2,10,230060
861,3,0,0,1,0,0,1,0,1,0,0,6,230070
862,1,0,1,1,0,2,0,1,1,2,2,11,230075
863,1,0,0,0,0,0,1,0,0,1,1,4,230080
864,0,0,0,2,6,0,2,3,1,3,5,22,230090
865,6,6,2,3,6,5,6,5,3,4,4,50,230100
866,1,4,8,3,1,7,4,3,5,4,1,41,230110
867,4,1,1,3,2,1,0,3,1,0,2,18,230120
868,1,2,0,3,3,1,0,1,0,0,2,13,230125
869,0,2,1,2,0,0,1,2,0,1,1,10,230130
870,2,3,0,0,1,1,0,0,2,0,0,9,230140
871,0,1,0,0,1,0,0,1,1,0,1,5,230150
872,3,0,2,0,0,1,1,1,2,3,4,17,230160
873,3,4,1,1,3,2,2,1,0,2,3,22,230170
874,0,0,0,1,1,1,0,0,0,0,0,3,230180
875,3,1,0,1,0,0,1,3,0,1,1,11,230185
876,2,1,1,1,0,6,5,5,4,8,6,39,230190
877,1,1,2,0,4,0,2,2,3,2,2,19,230195
878,0,0,0,1,1,0,0,3,0,3,3,11,230200
879,1,2,0,3,0,1,1,1,1,4,1,15,230205
880,1,0,3,0,0,2,3,2,7,0,5,23,230210
881,5,5,3,5,1,4,3,1,6,1,3,37,230220
882,3,1,0,4,0,3,1,1,1,1,2,17,230230
883,3,6,5,7,5,5,2,4,12,4,3,56,230240
884,5,3,3,2,1,0,4,4,4,2,5,33,230250
885,2,6,5,4,2,2,1,5,4,3,5,39,230260
886,1,2,1,2,0,2,3,2,3,0,2,18,230270
887,5,10,6,8,9,6,8,8,4,13,11,88,230280
888,0,0,0,1,1,1,0,0,1,1,0,5,230290
889,1,2,1,0,2,0,1,1,0,1,1,10,230300
890,1,1,0,1,0,0,1,0,1,0,1,6,230310
891,1,1,4,0,2,1,3,0,2,3,4,21,230320
892,1,1,3,1,0,2,2,0,2,1,5,18,230330
893,1,2,4,3,2,1,1,2,1,0,3,20,230340
894,2,3,2,5,1,2,2,4,4,3,2,30,230350
895,2,0,3,0,0,0,4,0,1,0,3,13,230360
896,1,0,1,0,3,1,1,1,0,2,1,11,230365
897,18,15,13,19,16,19,21,37,17,22,10,207,230370
898,2,2,0,1,2,3,4,0,3,1,3,21,230380
899,0,0,0,1,1,0,0,1,2,2,3,10,230390
900,2,0,1,0,0,0,3,0,0,1,1,8,230393
901,0,2,1,1,1,0,2,2,1,3,3,16,230395
902,1,2,2,1,0,0,0,1,0,1,0,8,230400
903,10,3,7,7,5,11,5,3,7,7,6,71,230410
904,5,5,10,6,7,4,8,8,7,5,11,76,230420
905,1,0,1,0,0,1,3,2,3,3,1,15,230423
906,4,1,4,1,3,1,0,0,2,2,1,19,230425
907,1,0,0,1,2,0,0,1,0,3,2,10,230426
908,1,0,0,0,0,0,1,0,2,1,0,5,230427
909,1,1,0,2,3,5,3,6,2,5,5,33,230428
910,3,2,1,1,2,1,1,2,2,1,2,18,230430
911,1,1,1,1,1,2,3,2,4,0,4,20,230435
912,146,123,113,133,124,165,144,133,147,145,167,1540,230440
913,0,0,0,2,0,2,1,0,1,3,1,10,230445
914,0,2,0,0,0,4,1,2,0,2,0,11,230450
915,1,0,0,0,0,0,0,0,2,0,0,3,230460
916,1,0,1,1,1,1,1,1,1,0,0,8,230465
917,2,5,2,6,1,2,2,0,6,9,7,42,230470
918,0,0,1,0,0,0,0,1,0,0,0,2,230480
919,0,0,0,1,2,2,2,0,0,2,1,10,230490
920,2,4,3,0,3,5,2,2,0,1,1,23,230495
921,5,0,4,2,1,3,0,3,3,5,7,33,230500
922,2,2,0,1,1,2,1,0,2,3,0,14,230520
923,2,0,2,8,3,2,8,3,2,10,0,40,230523
924,0,1,0,1,1,0,0,1,3,1,1,9,230526
925,2,1,4,0,1,2,5,2,2,2,2,23,230530
926,5,0,1,2,0,1,1,1,1,3,0,15,230533
927,2,0,0,1,0,0,1,1,0,2,0,7,230535
928,7,4,3,3,9,3,11,4,9,6,3,62,230540
929,2,3,8,8,14,13,9,4,11,5,12,89,230550
930,4,2,4,0,2,0,3,1,0,3,4,23,230560
931,1,2,2,0,0,1,1,0,0,0,2,9,230565
932,0,0,1,0,2,2,1,1,0,1,2,10,230570
933,5,6,2,1,1,5,1,4,4,6,2,37,230580
934,4,1,3,3,3,4,3,7,3,2,4,37,230590
935,2,2,1,2,0,0,3,3,3,1,4,21,230600
936,1,2,3,2,1,1,1,4,0,2,1,18,230610
937,0,0,0,0,0,0,1,0,0,2,0,3,230620
938,3,0,2,3,2,2,2,3,2,3,1,23,230625
939,3,4,5,7,5,1,1,2,4,6,1,39,230630
940,3,9,2,4,5,4,15,9,5,6,7,69,230640
941,1,0,1,3,1,0,0,0,0,0,1,7,230650
942,2,0,1,4,5,2,1,0,2,3,1,21,230655
943,1,0,3,3,1,2,0,1,3,2,3,19,230660
944,3,1,1,2,0,3,0,0,1,1,1,13,230670
945,1,1,0,0,0,1,0,0,0,1,1,5,230680
946,2,3,1,4,0,2,1,2,2,3,4,24,230690
947,3,3,2,6,7,5,1,1,4,1,3,36,230700
948,4,0,1,0,1,4,3,2,2,1,3,21,230710
949,0,1,0,0,0,1,2,0,0,0,0,4,230720
950,1,1,4,0,1,2,1,1,0,1,1,13,230725
951,16,2,4,10,13,16,14,14,12,20,21,142,230730
952,2,4,0,3,0,0,0,1,2,1,2,15,230740
953,3,1,0,2,1,1,2,0,6,1,5,22,230750
