"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"150618 Rondon do Pará";4;2;4;9;4;10;9;3;10;11;8;74
"150619 Rurópolis";3;2;1;1;1;3;3;4;9;2;13;42
"150620 Salinópolis";2;11;17;8;22;16;23;29;25;17;24;194
"150630 Salvaterra";-;-;7;3;9;8;4;-;7;2;2;42
"150635 Santa Bárbara do Pará";3;3;6;3;4;6;9;6;8;6;4;58
"150640 Santa Cruz do Arari";-;1;1;-;-;5;7;4;6;4;1;29
"150650 Santa Izabel do Pará";5;12;7;9;13;26;21;16;10;14;17;150
"150655 Santa Luzia do Pará";1;2;3;-;1;1;3;2;7;5;3;28
"150658 Santa Maria das Barreiras";-;6;1;19;14;2;10;15;5;7;12;91
"150660 Santa Maria do Pará";-;4;2;3;9;7;3;4;13;8;9;62
"150670 Santana do Araguaia";3;14;22;13;9;18;8;11;15;31;17;161
"150680 Santarém";55;103;131;203;206;153;180;252;194;225;252;1954
"150690 Santarém Novo";-;2;2;-;2;2;-;-;3;-;2;13
"150700 Santo Antônio do Tauá";3;1;2;6;9;11;6;7;8;9;9;71
"150710 São Caetano de Odivelas";1;2;4;4;3;2;1;5;8;6;9;45
"150715 São Domingos do Araguaia";-;2;3;3;-;3;4;1;3;3;3;25
"150720 São Domingos do Capim";3;2;4;3;7;7;3;5;6;6;6;52
"150730 São Félix do Xingu";12;19;30;20;16;24;10;12;34;22;26;225
"150740 São Francisco do Pará";2;-;3;6;1;2;-;10;5;3;7;39
"150745 São Geraldo do Araguaia";4;8;10;14;8;5;5;4;3;10;5;76
"150746 São João da Ponta";-;-;-;1;-;1;-;1;3;-;7;13
"150747 São João de Pirabas";11;2;3;4;4;3;1;6;5;6;12;57
"150750 São João do Araguaia";-;1;-;3;2;1;-;-;-;3;-;10
"150760 São Miguel do Guamá";9;10;8;13;9;14;10;20;8;16;14;131
"150770 São Sebastião da Boa Vista";2;4;4;1;2;2;7;7;5;8;5;47
"150775 Sapucaia";-;1;3;1;-;3;2;2;4;8;2;26
"150780 Senador José Porfírio";1;1;2;6;2;5;3;3;1;2;2;28
"150790 Soure";2;2;1;3;4;4;1;3;9;3;8;40
"150795 Tailândia";4;4;15;17;12;9;21;25;20;12;30;169
"150796 Terra Alta";2;1;1;2;7;4;3;4;4;-;2;30
"150797 Terra Santa";-;1;2;-;2;-;-;10;1;11;8;35
"150800 Tomé-Açu";12;4;16;16;14;7;31;17;14;20;16;167
"150803 Tracuateua";-;-;-;4;3;15;18;31;21;33;30;155
"150805 Trairão";1;2;1;3;6;4;10;15;13;1;3;59
"150808 Tucumã";3;3;10;7;6;6;8;17;19;11;11;101
"150810 Tucuruí";19;19;24;16;22;15;28;25;21;13;17;219
"150812 Ulianópolis";-;4;1;1;3;114;47;45;16;13;38;282
"150815 Uruará";9;26;19;42;20;32;26;20;36;37;50;317
"150820 Vigia";8;5;9;6;23;20;7;31;18;8;8;143
"150830 Viseu";10;9;4;4;11;17;22;22;19;40;19;177
"150835 Vitória do Xingu";-;3;-;1;4;1;2;14;7;5;17;54
"150840 Xinguara";12;12;22;11;6;25;17;13;17;26;45;206
"160010 Amapá";-;2;-;1;1;2;3;6;-;4;3;22
"160020 Calçoene";-;2;1;-;-;1;1;1;1;-;3;10
"160021 Cutias";-;-;1;1;-;-;-;-;-;-;-;2
"160023 Ferreira Gomes";-;-;-;-;-;1;-;2;1;-;2;6
"160025 Itaubal";-;-;1;1;-;2;-;2;-;1;2;9
"160027 Laranjal do Jari";9;7;4;10;15;11;9;13;6;9;17;110
"160030 Macapá";157;105;91;137;187;159;121;141;160;139;176;1573
"160040 Mazagão";2;-;1;3;5;2;4;2;5;-;2;26
"160050 Oiapoque";-;1;4;3;4;1;7;-;-;3;9;32
"160015 Pedra Branca do Amapari";-;-;-;-;1;-;1;1;2;-;1;6
"160053 Porto Grande";-;2;1;3;4;3;4;5;4;3;4;33
"160055 Pracuúba";-;-;-;-;1;-;1;-;-;1;2;5
"160060 Santana";40;30;37;29;39;26;46;39;52;37;38;413
"160005 Serra do Navio";-;-;1;-;1;-;-;1;-;2;-;5
"160070 Tartarugalzinho";2;1;1;2;5;-;-;-;4;2;-;17
"160080 Vitória do Jari";2;-;-;1;4;3;2;1;-;2;2;17
"170025 Abreulândia";1;-;3;1;1;-;-;2;-;-;-;8
"170030 Aguiarnópolis";-;2;2;3;3;1;4;1;5;1;1;23
"170035 Aliança do Tocantins";7;7;2;2;1;1;-;2;2;8;2;34
"170040 Almas";-;1;1;4;1;-;5;1;5;5;4;27
"170070 Alvorada";5;13;8;5;6;2;4;5;8;3;2;61
"170100 Ananás";1;1;4;11;1;1;2;4;3;6;6;40
"170105 Angico";-;-;2;3;2;-;-;2;-;-;-;9
"170110 Aparecida do Rio Negro";3;3;-;1;5;1;1;3;5;-;1;23
"170130 Aragominas";2;-;9;3;4;2;5;4;6;3;3;41
"170190 Araguacema";2;-;2;1;1;2;-;1;-;1;1;11
"170200 Araguaçu";-;8;7;10;4;2;8;1;3;2;4;49
"170210 Araguaína";181;212;183;160;130;170;167;157;157;151;187;1855
"170215 Araguanã";-;-;-;3;1;1;-;-;-;5;5;15
"170220 Araguatins";5;7;10;9;7;6;5;9;6;7;2;73
"170230 Arapoema";-;1;5;3;5;2;6;1;-;2;7;32
"170240 Arraias";3;2;3;5;2;-;4;2;1;3;1;26
"170255 Augustinópolis";3;-;11;12;7;13;11;6;17;10;2;92
"170270 Aurora do Tocantins";-;2;2;2;-;-;-;-;-;-;-;6
"170290 Axixá do Tocantins";-;-;4;4;8;1;2;2;1;2;2;26
"170300 Babaçulândia";3;1;-;-;7;2;7;13;8;9;11;61
"170305 Bandeirantes do Tocantins";1;-;3;1;1;1;2;-;-;9;4;22
"170307 Barra do Ouro";1;-;-;1;-;-;-;-;-;2;4;8
"170310 Barrolândia";2;2;2;2;2;2;-;2;4;3;-;21
"170320 Bernardo Sayão";-;7;-;3;2;1;-;-;2;-;2;17
"170330 Bom Jesus do Tocantins";-;-;-;-;-;3;-;-;1;1;2;7
"170360 Brasilândia do Tocantins";1;-;1;1;-;1;1;-;-;1;4;10
"170370 Brejinho de Nazaré";3;5;2;5;4;2;11;2;13;6;2;55
"170380 Buriti do Tocantins";1;4;3;3;3;4;1;1;1;4;1;26
"170382 Cachoeirinha";1;-;-;2;4;5;-;-;1;2;-;15
"170384 Campos Lindos";2;-;-;1;-;7;1;-;-;4;1;16
"170386 Cariri do Tocantins";1;1;-;1;1;5;1;2;2;3;1;18
"170388 Carmolândia";-;3;1;-;4;-;5;6;3;-;-;22
"170389 Carrasco Bonito";1;2;1;2;2;-;-;4;-;-;2;14
"170390 Caseara";4;-;2;3;-;4;7;1;1;-;-;22
"170410 Centenário";6;3;-;-;1;-;1;-;-;1;-;12
"170510 Chapada da Natividade";-;1;1;-;1;-;-;-;-;1;-;4
"170460 Chapada de Areia";1;-;-;-;-;-;2;-;-;1;2;6
"170550 Colinas do Tocantins";29;22;19;29;15;15;27;16;30;35;13;250
"171670 Colméia";-;1;3;5;1;-;3;2;1;2;3;21
"170555 Combinado";1;1;3;-;1;-;3;1;-;1;-;11
"170560 Conceição do Tocantins";2;4;1;-;2;-;1;-;2;1;-;13
"170600 Couto Magalhães";-;2;2;5;-;2;1;-;1;-;1;14
"170610 Cristalândia";1;2;3;1;2;5;2;2;1;-;-;19
"170625 Crixás do Tocantins";2;7;1;5;-;3;-;1;4;1;-;24
"170650 Darcinópolis";9;8;3;3;-;-;1;1;2;6;2;35
"170700 Dianópolis";9;12;7;2;4;-;4;3;2;6;5;54
"170710 Divinópolis do Tocantins";3;3;5;-;2;2;5;1;1;-;-;22
"170720 Dois Irmãos do Tocantins";1;3;1;2;2;1;2;1;1;-;1;15
"170730 Dueré";10;4;5;-;-;-;-;2;3;-;-;24
"170740 Esperantina";-;-;2;-;1;3;2;-;-;7;2;17
"170755 Fátima";4;4;5;1;3;1;-;-;1;-;2;21
"170765 Figueirópolis";2;2;4;2;-;2;1;2;3;-;1;19
"170770 Filadélfia";2;-;2;1;4;4;3;-;16;4;2;38
"170820 Formoso do Araguaia";11;12;7;3;2;4;10;9;4;6;1;69
"170825 Fortaleza do Tabocão";3;-;-;-;-;-;-;-;1;-;-;4
"170830 Goianorte";3;-;2;3;1;1;-;4;7;1;-;22
"170900 Goiatins";2;1;3;1;-;1;7;2;-;-;7;24
"170930 Guaraí";7;12;15;12;15;15;8;10;8;9;10;121
"170950 Gurupi";72;99;58;53;34;45;50;42;31;28;38;550
"170980 Ipueiras";5;3;1;-;2;-;-;1;-;-;1;13
"171050 Itacajá";3;1;3;12;6;2;2;4;2;3;-;38
"171070 Itaguatins";1;-;1;1;1;1;1;-;1;-;-;7
"171090 Itapiratins";-;3;5;1;1;-;2;-;2;1;2;17
"171110 Itaporã do Tocantins";-;3;1;-;-;-;1;-;-;-;1;6
"171150 Jaú do Tocantins";2;5;4;2;-;-;3;-;-;1;-;17
"171180 Juarina";-;-;1;-;-;1;-;1;-;-;-;3
"171190 Lagoa da Confusão";1;4;1;5;2;-;3;-;1;3;4;24
"171195 Lagoa do Tocantins";-;1;-;2;-;-;4;-;2;5;-;14
"171200 Lajeado";-;-;-;1;-;2;2;1;-;-;-;6
"171215 Lavandeira";-;2;1;-;-;-;1;-;-;-;-;4
"171240 Lizarda";2;-;2;-;-;3;-;-;-;-;1;8
"171245 Luzinópolis";-;-;2;-;1;-;-;2;2;1;1;9
"171250 Marianópolis do Tocantins";-;5;2;3;1;1;-;-;-;-;-;12
"171270 Mateiros";1;-;-;1;-;-;-;-;-;-;-;2
"171280 Maurilândia do Tocantins";-;1;-;-;3;1;-;-;-;2;-;7
"171320 Miracema do Tocantins";9;15;14;24;12;10;26;14;12;11;4;151
"171330 Miranorte";5;7;1;5;8;13;6;8;8;3;2;66
"171360 Monte do Carmo";6;5;6;6;2;4;5;3;1;-;-;38
"171370 Monte Santo do Tocantins";-;-;-;-;-;2;-;-;-;-;-;2
